Sample Number,ClassName,Snippet Number,Method,Exist,Description
0,AbstractChronology,1,boolean isSupported(TemporalField field),False,NULL
0,AbstractChronology,2,TemporalField getTemporalField(String fieldName),False,NULL
0,AbstractChronology,3,TemporalAdjuster getTemporalAdjuster(String adjusterName),False,NULL
0,AbstractChronology,4,TemporalUnit getDurationUnit(),False,NULL
0,AbstractChronology,5,TemporalUnit getPeriodUnit(),False,NULL
0,AbstractChronology,6,TemporalUnit getUnit(String unitName),False,NULL
0,AbstractChronology,7,TemporalUnit getSmallestUnit(TemporalField field),False,NULL
0,AbstractChronology,8,TemporalUnit getRangeUnit(TemporalField field),False,NULL
0,AbstractChronology,9,TemporalUnit getDurationUnit(TemporalField field),False,NULL
0,AbstractChronology,10,TemporalUnit getPeriodUnit(TemporalField field),False,NULL
0,AbstractChronology,11,"TemporalUnit getSmallestUnit(TemporalField field, TemporalAmount amount)",False,NULL
0,AbstractChronology,12,"TemporalUnit getRangeUnit(TemporalField field, TemporalAmount amount)",False,NULL
0,AbstractChronology,13,"TemporalUnit getDurationUnit(TemporalField field, TemporalAmount amount)",False,NULL
0,AbstractChronology,14,"TemporalUnit getPeriodUnit(TemporalField field, TemporalAmount amount)",False,NULL
0,AbstractChronology,15,"TemporalUnit getSmallestUnit(TemporalField field, TemporalAmount amount, TemporalUnit unit)",False,NULL
0,AbstractChronology,16,"TemporalUnit getRangeUnit(TemporalField field, TemporalAmount amount, TemporalUnit unit)",False,NULL
0,AbstractChronology,17,"TemporalUnit getDurationUnit(TemporalField field, TemporalAmount amount, TemporalUnit unit)",False,NULL
0,AbstractChronology,18,"TemporalUnit getPeriodUnit(TemporalField field, TemporalAmount amount, TemporalUnit unit)",False,NULL
0,AbstractChronology,19,"TemporalUnit getSmallestUnit(TemporalField field, TemporalAmount amount, TemporalUnit unit, TemporalAmount amount2)",False,NULL
0,AbstractChronology,20,"TemporalUnit getRangeUnit(TemporalField field, TemporalAmount amount, TemporalUnit unit, TemporalAmount amount2)",False,NULL
0,AbstractChronology,21,"TemporalUnit getDurationUnit(TemporalField field, TemporalAmount amount, TemporalUnit unit, TemporalAmount amount2)",False,NULL
0,AbstractChronology,22,"TemporalUnit getPeriodUnit(TemporalField field, TemporalAmount amount, TemporalUnit unit, TemporalAmount amount2)",False,NULL
1,HijrahChronology,1,HijrahChronology getInstance(Locale locale),False,NULL
1,HijrahChronology,2,"HijrahDate date(int prolepticYear, int month, int dayOfMonth)",True,"Obtains a local date in Hijrah calendar system from the proleptic-year, month-of-year and day-of-month fields."
1,HijrahChronology,3,"HijrahDate date(int prolepticYear, int month, int dayOfMonth, int era)",False,NULL
1,HijrahChronology,4,"HijrahDate date(int prolepticYear, int month, int dayOfMonth, int era, int zoneOffset)",False,NULL
1,HijrahChronology,5,"HijrahDate date(int prolepticYear, int month, int dayOfMonth, int era, int zoneOffset, ZoneId zoneId)",False,NULL
2,HijrahDate,1,HijrahDate ofEpochDay(long epochDay),False,NULL
2,HijrahDate,2,"HijrahDate of(int year, int month, int dayOfMonth)",True,"Obtains a HijrahDate of the Islamic Umm Al-Qura calendar from the proleptic-year, month-of-year and day-of-month fields."
2,HijrahDate,3,int getDayOfMonth(),False,NULL
2,HijrahDate,4,int getDayOfYear(),False,NULL
2,HijrahDate,5,int getMonthValue(),False,NULL
2,HijrahDate,6,int getYear(),False,NULL
2,HijrahDate,7,HijrahDate withYear(int year),False,NULL
2,HijrahDate,8,HijrahDate withMonth(int month),False,NULL
2,HijrahDate,9,HijrahDate withDayOfMonth(int dayOfMonth),False,NULL
2,HijrahDate,10,HijrahDate withDayOfYear(int dayOfYear),False,NULL
2,HijrahDate,11,HijrahDate plusDays(long days),False,NULL
2,HijrahDate,12,HijrahDate minusDays(long days),False,NULL
2,HijrahDate,13,"long until(HijrahDate endDate, ChronoUnit unit)",False,NULL
2,HijrahDate,14,boolean isLeapYear(),True,"Checks if the year is a leap year, according to the Hijrah calendar system rules."
