ClassName,Method,Return Type,Description
AbstractUndoableEdit,addEdit(UndoableEdit anEdit),boolean,This default implementation returns false.
AbstractUndoableEdit,canRedo(),boolean,Returns true if this edit is alive and hasBeenDone is false.
AbstractUndoableEdit,canUndo(),boolean,Returns true if this edit is alive and hasBeenDone is true.
AbstractUndoableEdit,die(),void,Sets alive to false.
AbstractUndoableEdit,getPresentationName(),String,"This default implementation returns """"."
AbstractUndoableEdit,getRedoPresentationName(),String,"Retreives the value from the defaults table with key AbstractUndoableEdit.redoText and returns that value followed by a space, followed by getPresentationName."
AbstractUndoableEdit,getUndoPresentationName(),String,"Retreives the value from the defaults table with key AbstractUndoableEdit.undoText and returns that value followed by a space, followed by getPresentationName."
AbstractUndoableEdit,isSignificant(),boolean,This default implementation returns true.
AbstractUndoableEdit,redo(),void,Throws CannotRedoException if canRedo returns false.
AbstractUndoableEdit,replaceEdit(UndoableEdit anEdit),boolean,This default implementation returns false.
AbstractUndoableEdit,toString(),String,Returns a string that displays and identifies this object's properties.
AbstractUndoableEdit,undo(),void,Throws CannotUndoException if canUndo returns false.
CompoundEdit,addEdit(UndoableEdit anEdit),boolean,"If this edit is inProgress, accepts anEdit and returns true."
CompoundEdit,canRedo(),boolean,Returns false if isInProgress or if super returns false.
CompoundEdit,canUndo(),boolean,Returns false if isInProgress or if super returns false.
CompoundEdit,die(),void,"Sends die to each subedit, in the reverse of the order that they were added."
CompoundEdit,end(),void,Sets inProgress to false.
CompoundEdit,getPresentationName(),String,Returns getPresentationName from the last UndoableEdit added to edits.
CompoundEdit,getRedoPresentationName(),String,Returns getRedoPresentationName from the last UndoableEdit added to edits.
CompoundEdit,getUndoPresentationName(),String,Returns getUndoPresentationName from the last UndoableEdit added to edits.
CompoundEdit,isInProgress(),boolean,"Returns true if this edit is in progress--that is, it has not received end."
CompoundEdit,isSignificant(),boolean,Returns true if any of the UndoableEdits in edits do.
CompoundEdit,lastEdit(),protected UndoableEdit,"Returns the last UndoableEdit in edits, or null if edits is empty."
CompoundEdit,redo(),void,Sends redo to all contained UndoableEdits in the order in which they were added.
CompoundEdit,toString(),String,Returns a string that displays and identifies this object's properties.
CompoundEdit,undo(),void,Sends undo to all contained UndoableEdits in the reverse of the order in which they were added.
StateEdit,end(),void,Gets the post-edit state of the StateEditable object and ends the edit.
StateEdit,getPresentationName(),String,Gets the presentation name for this edit
StateEdit,"init(StateEditable anObject, String name)",protected void,NULL
StateEdit,redo(),void,Tells the edited object to apply the state after the edit
StateEdit,removeRedundantState(),protected void,Remove redundant key/values in state hashtables.
StateEdit,undo(),void,Tells the edited object to apply the state prior to the edit
UndoableEditSupport,_postEdit(UndoableEdit e),protected void,Called only from postEdit and endUpdate.
UndoableEditSupport,addUndoableEditListener(UndoableEditListener l),void,Registers an UndoableEditListener.
UndoableEditSupport,beginUpdate(),void,NULL
UndoableEditSupport,createCompoundEdit(),protected CompoundEdit,Called only from beginUpdate.
UndoableEditSupport,endUpdate(),void,DEADLOCK WARNING: Calling this method may call undoableEditHappened in all listeners.
UndoableEditSupport,getUndoableEditListeners(),UndoableEditListener[],Returns an array of all the UndoableEditListeners added to this UndoableEditSupport with addUndoableEditListener().
UndoableEditSupport,getUpdateLevel(),int,Returns the update level value.
UndoableEditSupport,postEdit(UndoableEdit e),void,DEADLOCK WARNING: Calling this method may call undoableEditHappened in all listeners.
UndoableEditSupport,removeUndoableEditListener(UndoableEditListener l),void,Removes an UndoableEditListener.
UndoableEditSupport,toString(),String,Returns a string that displays and identifies this object's properties.
UndoManager,addEdit(UndoableEdit anEdit),boolean,"Adds an UndoableEdit to this UndoManager, if it's possible."
UndoManager,canRedo(),boolean,Returns true if edits may be redone.
UndoManager,canUndo(),boolean,Returns true if edits may be undone.
UndoManager,canUndoOrRedo(),boolean,Returns true if it is possible to invoke undo or redo.
UndoManager,discardAllEdits(),void,Empties the undo manager sending each edit a die message in the process.
UndoManager,editToBeRedone(),protected UndoableEdit,Returns the the next significant edit to be redone if redo is invoked.
UndoManager,editToBeUndone(),protected UndoableEdit,Returns the the next significant edit to be undone if undo is invoked.
UndoManager,end(),void,Turns this UndoManager into a normal CompoundEdit.
UndoManager,getLimit(),int,Returns the maximum number of edits this UndoManager holds.
UndoManager,getRedoPresentationName(),String,Returns a description of the redoable form of this edit.
UndoManager,getUndoOrRedoPresentationName(),String,Convenience method that returns either getUndoPresentationName or getRedoPresentationName.
UndoManager,getUndoPresentationName(),String,Returns a description of the undoable form of this edit.
UndoManager,redo(),void,Redoes the appropriate edits.
UndoManager,redoTo(UndoableEdit edit),protected void,"Redoes all changes from the index of the next edit to edit, updating the index of the next edit appropriately."
UndoManager,setLimit(int l),void,Sets the maximum number of edits this UndoManager holds.
UndoManager,toString(),String,Returns a string that displays and identifies this object's properties.
UndoManager,"trimEdits(int from, int to)",protected void,Removes edits in the specified range.
UndoManager,trimForLimit(),protected void,"Reduces the number of queued edits to a range of size limit, centered on the index of the next edit."
UndoManager,undo(),void,Undoes the appropriate edits.
UndoManager,undoableEditHappened(UndoableEditEvent e),void,An UndoableEditListener method.
UndoManager,undoOrRedo(),void,Convenience method that invokes one of undo or redo.
UndoManager,undoTo(UndoableEdit edit),protected void,"Undoes all changes from the index of the next edit to edit, updating the index of the next edit appropriately."
