Sample Number,ClassName,Snippet Number,Method,Exist,Description
0,DESedeKeySpec,1,"DESedeKeySpec(byte[] key, int offset, int len)",False,NULL
0,DESedeKeySpec,2,byte[] getKey(),True,Returns the DES-EDE key.
0,DESedeKeySpec,3,int getKeyLength(),False,NULL
0,DESedeKeySpec,4,int getAlgorithmParameterSpecType(),False,NULL
0,DESedeKeySpec,5,AlgorithmParameterSpec getAlgorithmParameterSpec(),False,NULL
0,DESedeKeySpec,6,AlgorithmParameterSpec getAlgorithmParameterSpec(String type),False,NULL
0,DESedeKeySpec,7,AlgorithmParameterSpec getAlgorithmParameterSpec(Class<? extends AlgorithmParameterSpec> type),False,NULL
0,DESedeKeySpec,8,"AlgorithmParameterSpec getAlgorithmParameterSpec(String type, String provider)",False,NULL
0,DESedeKeySpec,9,"AlgorithmParameterSpec getAlgorithmParameterSpec(Class<? extends AlgorithmParameterSpec> type, String provider)",False,NULL
0,DESedeKeySpec,10,"AlgorithmParameterSpec getAlgorithmParameterSpec(String type, Provider provider)",False,NULL
0,DESedeKeySpec,11,"AlgorithmParameterSpec getAlgorithmParameterSpec(Class<? extends AlgorithmParameterSpec> type, Provider provider)",False,NULL
1,DESKeySpec,1,"DESKeySpec(byte[] key, int offset, int len)",False,NULL
1,DESKeySpec,2,byte[] getKey(),True,Returns the DES key material.
1,DESKeySpec,3,int getKeyLength(),False,NULL
1,DESKeySpec,4,int getOffset(),False,NULL
1,DESKeySpec,5,int getLength(),False,NULL
2,DHGenParameterSpec,1,"DHGenParameterSpec(int keySize, PrimeField field)",False,NULL
2,DHGenParameterSpec,2,"DHGenParameterSpec(int keySize, PrimeField field, BigInteger p, BigInteger g)",False,NULL
2,DHGenParameterSpec,3,int getKeySize(),False,NULL
2,DHGenParameterSpec,4,PrimeField getField(),False,NULL
2,DHGenParameterSpec,5,BigInteger getP(),False,NULL
2,DHGenParameterSpec,6,BigInteger getG(),False,NULL
3,DHParameterSpec,1,"DHParameterSpec(BigInteger p, BigInteger g)",False,NULL
3,DHParameterSpec,2,BigInteger getP(),True,Returns the prime modulus p.
3,DHParameterSpec,3,BigInteger getG(),True,Returns the base generator g.
3,DHParameterSpec,4,int getL(),True,"Returns the size in bits, l, of the random exponent (private value)."
3,DHParameterSpec,5,void setL(int l),False,NULL
3,DHParameterSpec,6,void setP(BigInteger p),False,NULL
3,DHParameterSpec,7,void setG(BigInteger g),False,NULL
3,DHParameterSpec,8,boolean equals(Object obj),False,NULL
3,DHParameterSpec,9,int hashCode(),False,NULL
3,DHParameterSpec,10,String toString(),False,NULL
