ClassName,URL,Description
DESedeKeySpec,https://docs.oracle.com/javase/8/docs/api/javax/crypto/spec/DESedeKeySpec.html,"This class specifies a DES-EDE (""triple-DES"") key."
DESKeySpec,https://docs.oracle.com/javase/8/docs/api/javax/crypto/spec/DESKeySpec.html,This class specifies a DES key.
DHGenParameterSpec,https://docs.oracle.com/javase/8/docs/api/javax/crypto/spec/DHGenParameterSpec.html,This class specifies the set of parameters used for generating Diffie-Hellman (system) parameters for use in Diffie-Hellman key agreement.
DHParameterSpec,https://docs.oracle.com/javase/8/docs/api/javax/crypto/spec/DHParameterSpec.html,"This class specifies the set of parameters used with the Diffie-Hellman algorithm, as specified in PKCS #3: Diffie-Hellman Key-Agreement Standard."
DHPrivateKeySpec,https://docs.oracle.com/javase/8/docs/api/javax/crypto/spec/DHPrivateKeySpec.html,This class specifies a Diffie-Hellman private key with its associated parameters.
DHPublicKeySpec,https://docs.oracle.com/javase/8/docs/api/javax/crypto/spec/DHPublicKeySpec.html,This class specifies a Diffie-Hellman public key with its associated parameters.
GCMParameterSpec,https://docs.oracle.com/javase/8/docs/api/javax/crypto/spec/GCMParameterSpec.html,Specifies the set of parameters required by a Cipher using the Galois/Counter Mode (GCM) mode.
IvParameterSpec,https://docs.oracle.com/javase/8/docs/api/javax/crypto/spec/IvParameterSpec.html,This class specifies an initialization vector (IV).
OAEPParameterSpec,https://docs.oracle.com/javase/8/docs/api/javax/crypto/spec/OAEPParameterSpec.html,"This class specifies the set of parameters used with OAEP Padding, as defined in the PKCS#1 v2.2 standard."
PBEKeySpec,https://docs.oracle.com/javase/8/docs/api/javax/crypto/spec/PBEKeySpec.html,A user-chosen password that can be used with password-based encryption (PBE).
PBEParameterSpec,https://docs.oracle.com/javase/8/docs/api/javax/crypto/spec/PBEParameterSpec.html,"This class specifies the set of parameters used with password-based encryption (PBE), as defined in the PKCS #5 standard."
PSource,https://docs.oracle.com/javase/8/docs/api/javax/crypto/spec/PSource.html,"This class specifies the source for encoding input P in OAEP Padding, as defined in the PKCS#1 v2.2 standard."
PSource.PSpecified,https://docs.oracle.com/javase/8/docs/api/javax/crypto/spec/PSource.PSpecified.html,This class is used to explicitly specify the value for encoding input P in OAEP Padding.
RC2ParameterSpec,https://docs.oracle.com/javase/8/docs/api/javax/crypto/spec/RC2ParameterSpec.html,This class specifies the parameters used with the RC2 algorithm.
RC5ParameterSpec,https://docs.oracle.com/javase/8/docs/api/javax/crypto/spec/RC5ParameterSpec.html,This class specifies the parameters used with the RC5 algorithm.
SecretKeySpec,https://docs.oracle.com/javase/8/docs/api/javax/crypto/spec/SecretKeySpec.html,This class specifies a secret key in a provider-independent fashion.
