ClassName,Method,Return Type,Description,Full Description
RMIConnectionImpl,"addNotificationListener(ObjectName name, ObjectName listener, MarshalledObject filter, MarshalledObject handback, Subject delegationSubject)",void,"Handles the method MBeanServerConnection.addNotificationListener(ObjectName, ObjectName, NotificationFilter, Object).","

addNotificationListener
public void addNotificationListener(ObjectName name,
                                    ObjectName listener,
                                    MarshalledObject filter,
                                    MarshalledObject handback,
                                    Subject delegationSubject)
                             throws InstanceNotFoundException,
                                    IOException
Description copied from interface: RMIConnection
Handles the method MBeanServerConnection.addNotificationListener(ObjectName,
 ObjectName, NotificationFilter, Object).  The
 NotificationFilter parameter is wrapped in a
 MarshalledObject.  The Object
 (handback) parameter is also wrapped in a
 MarshalledObject.

Specified by:
addNotificationListener in interface RMIConnection
Parameters:
name - The name of the MBean on which the listener should
 be added.
listener - The object name of the listener which will
 handle the notifications emitted by the registered MBean.
filter - The filter object, encapsulated into a
 MarshalledObject. If filter encapsulated in the
 MarshalledObject has a null value, no filtering
 will be performed before handling notifications.
handback - The context to be sent to the listener when a
 notification is emitted, encapsulated into a
 MarshalledObject.
delegationSubject - The Subject containing the
 delegation principals or null if the authentication
 principal is used instead.
Throws:
InstanceNotFoundException - The MBean name of the
 notification listener or of the notification broadcaster does
 not match any of the registered MBeans.
IOException - if a general communication exception occurred.
See Also:
RMIConnection.removeNotificationListener(ObjectName, ObjectName, Subject), 
RMIConnection.removeNotificationListener(ObjectName, ObjectName,
 MarshalledObject, MarshalledObject, Subject)


"
RMIConnectionImpl,"addNotificationListeners(ObjectName[] names, MarshalledObject[] filters, Subject[] delegationSubjects)",Integer[],"Handles the method MBeanServerConnection.addNotificationListener(ObjectName, NotificationListener, NotificationFilter, Object).","

addNotificationListeners
public Integer[] addNotificationListeners(ObjectName[] names,
                                          MarshalledObject[] filters,
                                          Subject[] delegationSubjects)
                                   throws InstanceNotFoundException,
                                          IOException
Description copied from interface: RMIConnection
Handles the method MBeanServerConnection.addNotificationListener(ObjectName,
 NotificationListener, NotificationFilter, Object).
Register for notifications from the given MBeans that match
 the given filters.  The remote client can subsequently retrieve
 the notifications using the fetchNotifications method.
For each listener, the original
 NotificationListener and handback are
 kept on the client side; in order for the client to be able to
 identify them, the server generates and returns a unique
 listenerID.  This listenerID is
 forwarded with the Notifications to the remote
 client.
If any one of the given (name, filter) pairs cannot be
 registered, then the operation fails with an exception, and no
 names or filters are registered.

Specified by:
addNotificationListeners in interface RMIConnection
Parameters:
names - the ObjectNames identifying the
 MBeans emitting the Notifications.
filters - an array of marshalled representations of the
 NotificationFilters.  Elements of this array can
 be null.
delegationSubjects - the Subjects on behalf
 of which the listeners are being added.  Elements of this array
 can be null.  Also, the delegationSubjects
 parameter itself can be null, which is equivalent to an array
 of null values with the same size as the names and
 filters arrays.
Returns:
an array of listenerIDs identifying the
 local listeners.  This array has the same number of elements as
 the parameters.
Throws:
InstanceNotFoundException - if one of the
 names does not correspond to any registered MBean.
IOException - if a general communication exception occurred.


"
RMIConnectionImpl,close(),void,Closes this connection.,"

close
public void close()
           throws IOException
Description copied from interface: RMIConnection
Closes this connection.  On return from this method, the RMI
 object implementing this interface is unexported, so further
 remote calls to it will fail.

Specified by:
close in interface Closeable
Specified by:
close in interface AutoCloseable
Specified by:
close in interface RMIConnection
Throws:
IOException - if the connection could not be closed,
 or the Remote object could not be unexported, or there was a
 communication failure when transmitting the remote close
 request.


"
RMIConnectionImpl,"createMBean(String className, ObjectName name, MarshalledObject params, String[] signature, Subject delegationSubject)",ObjectInstance,"Handles the method MBeanServerConnection.createMBean(String, ObjectName, Object[], String[]).","

createMBean
public ObjectInstance createMBean(String className,
                                  ObjectName name,
                                  MarshalledObject params,
                                  String[] signature,
                                  Subject delegationSubject)
                           throws ReflectionException,
                                  InstanceAlreadyExistsException,
                                  MBeanRegistrationException,
                                  MBeanException,
                                  NotCompliantMBeanException,
                                  IOException
Description copied from interface: RMIConnection
Handles the method MBeanServerConnection.createMBean(String,
 ObjectName, Object[], String[]).  The Object[]
 parameter is wrapped in a MarshalledObject.

Specified by:
createMBean in interface RMIConnection
Parameters:
className - The class name of the MBean to be instantiated.
name - The object name of the MBean. May be null.
params - An array containing the parameters of the
 constructor to be invoked, encapsulated into a
 MarshalledObject.  The encapsulated array can be
 null, equivalent to an empty array.
signature - An array containing the signature of the
 constructor to be invoked.  Can be null, equivalent to an empty
 array.
delegationSubject - The Subject containing the
 delegation principals or null if the authentication
 principal is used instead.
Returns:
An ObjectInstance, containing the
 ObjectName and the Java class name of the newly
 instantiated MBean.  If the contained ObjectName
 is n, the contained Java class name is
 getMBeanInfo(n).getClassName().
Throws:
ReflectionException - Wraps a
 java.lang.ClassNotFoundException or a
 java.lang.Exception that occurred when trying to
 invoke the MBean's constructor.
InstanceAlreadyExistsException - The MBean is already
 under the control of the MBean server.
MBeanRegistrationException - The
 preRegister (MBeanRegistration
 interface) method of the MBean has thrown an exception. The
 MBean will not be registered.
MBeanException - The constructor of the MBean has
 thrown an exception.
NotCompliantMBeanException - This class is not a JMX
 compliant MBean.
IOException - if a general communication exception occurred.


"
RMIConnectionImpl,"createMBean(String className, ObjectName name, ObjectName loaderName, MarshalledObject params, String[] signature, Subject delegationSubject)",ObjectInstance,"Handles the method MBeanServerConnection.createMBean(String, ObjectName, ObjectName, Object[], String[]).","

createMBean
public ObjectInstance createMBean(String className,
                                  ObjectName name,
                                  ObjectName loaderName,
                                  MarshalledObject params,
                                  String[] signature,
                                  Subject delegationSubject)
                           throws ReflectionException,
                                  InstanceAlreadyExistsException,
                                  MBeanRegistrationException,
                                  MBeanException,
                                  NotCompliantMBeanException,
                                  InstanceNotFoundException,
                                  IOException
Description copied from interface: RMIConnection
Handles the method MBeanServerConnection.createMBean(String,
 ObjectName, ObjectName, Object[], String[]).  The
 Object[] parameter is wrapped in a
 MarshalledObject.

Specified by:
createMBean in interface RMIConnection
Parameters:
className - The class name of the MBean to be instantiated.
name - The object name of the MBean. May be null.
loaderName - The object name of the class loader to be used.
params - An array containing the parameters of the
 constructor to be invoked, encapsulated into a
 MarshalledObject.  The encapsulated array can be
 null, equivalent to an empty array.
signature - An array containing the signature of the
 constructor to be invoked.  Can be null, equivalent to an empty
 array.
delegationSubject - The Subject containing the
 delegation principals or null if the authentication
 principal is used instead.
Returns:
An ObjectInstance, containing the
 ObjectName and the Java class name of the newly
 instantiated MBean.  If the contained ObjectName
 is n, the contained Java class name is
 getMBeanInfo(n).getClassName().
Throws:
ReflectionException - Wraps a
 java.lang.ClassNotFoundException or a
 java.lang.Exception that occurred when trying to
 invoke the MBean's constructor.
InstanceAlreadyExistsException - The MBean is already
 under the control of the MBean server.
MBeanRegistrationException - The
 preRegister (MBeanRegistration
 interface) method of the MBean has thrown an exception. The
 MBean will not be registered.
MBeanException - The constructor of the MBean has
 thrown an exception.
NotCompliantMBeanException - This class is not a JMX
 compliant MBean.
InstanceNotFoundException - The specified class loader
 is not registered in the MBean server.
IOException - if a general communication exception occurred.


"
RMIConnectionImpl,"createMBean(String className, ObjectName name, ObjectName loaderName, Subject delegationSubject)",ObjectInstance,"Handles the method MBeanServerConnection.createMBean(String, ObjectName, ObjectName).","

createMBean
public ObjectInstance createMBean(String className,
                                  ObjectName name,
                                  ObjectName loaderName,
                                  Subject delegationSubject)
                           throws ReflectionException,
                                  InstanceAlreadyExistsException,
                                  MBeanRegistrationException,
                                  MBeanException,
                                  NotCompliantMBeanException,
                                  InstanceNotFoundException,
                                  IOException
Description copied from interface: RMIConnection
Handles the method MBeanServerConnection.createMBean(String,
 ObjectName, ObjectName).

Specified by:
createMBean in interface RMIConnection
Parameters:
className - The class name of the MBean to be instantiated.
name - The object name of the MBean. May be null.
loaderName - The object name of the class loader to be used.
delegationSubject - The Subject containing the
 delegation principals or null if the authentication
 principal is used instead.
Returns:
An ObjectInstance, containing the
 ObjectName and the Java class name of the newly
 instantiated MBean.  If the contained ObjectName
 is n, the contained Java class name is
 getMBeanInfo(n).getClassName().
Throws:
ReflectionException - Wraps a
 java.lang.ClassNotFoundException or a
 java.lang.Exception that occurred when trying to
 invoke the MBean's constructor.
InstanceAlreadyExistsException - The MBean is already
 under the control of the MBean server.
MBeanRegistrationException - The
 preRegister (MBeanRegistration
 interface) method of the MBean has thrown an exception. The
 MBean will not be registered.
MBeanException - The constructor of the MBean has
 thrown an exception.
NotCompliantMBeanException - This class is not a JMX
 compliant MBean.
InstanceNotFoundException - The specified class loader
 is not registered in the MBean server.
IOException - if a general communication exception occurred.


"
RMIConnectionImpl,"createMBean(String className, ObjectName name, Subject delegationSubject)",ObjectInstance,"Handles the method MBeanServerConnection.createMBean(String, ObjectName).","

createMBean
public ObjectInstance createMBean(String className,
                                  ObjectName name,
                                  Subject delegationSubject)
                           throws ReflectionException,
                                  InstanceAlreadyExistsException,
                                  MBeanRegistrationException,
                                  MBeanException,
                                  NotCompliantMBeanException,
                                  IOException
Description copied from interface: RMIConnection
Handles the method MBeanServerConnection.createMBean(String,
 ObjectName).

Specified by:
createMBean in interface RMIConnection
Parameters:
className - The class name of the MBean to be instantiated.
name - The object name of the MBean. May be null.
delegationSubject - The Subject containing the
 delegation principals or null if the authentication
 principal is used instead.
Returns:
An ObjectInstance, containing the
 ObjectName and the Java class name of the newly
 instantiated MBean.  If the contained ObjectName
 is n, the contained Java class name is
 getMBeanInfo(n).getClassName().
Throws:
ReflectionException - Wraps a
 java.lang.ClassNotFoundException or a
 java.lang.Exception that occurred
 when trying to invoke the MBean's constructor.
InstanceAlreadyExistsException - The MBean is already
 under the control of the MBean server.
MBeanRegistrationException - The
 preRegister (MBeanRegistration
 interface) method of the MBean has thrown an exception. The
 MBean will not be registered.
MBeanException - The constructor of the MBean has
 thrown an exception.
NotCompliantMBeanException - This class is not a JMX
 compliant MBean.
IOException - if a general communication exception occurred.


"
RMIConnectionImpl,"fetchNotifications(long clientSequenceNumber, int maxNotifications, long timeout)",NotificationResult,Retrieves notifications from the connector server.,"

fetchNotifications
public NotificationResult fetchNotifications(long clientSequenceNumber,
                                             int maxNotifications,
                                             long timeout)
                                      throws IOException
Description copied from interface: RMIConnection
Retrieves notifications from the connector server.  This
 method can block until there is at least one notification or
 until the specified timeout is reached.  The method can also
 return at any time with zero notifications.
A notification can be included in the result if its sequence
 number is no less than clientSequenceNumber and
 this client has registered at least one listener for the MBean
 generating the notification, with a filter that accepts the
 notification.  Each listener that is interested in the
 notification is identified by an Integer ID that was returned
 by RMIConnection.addNotificationListeners(ObjectName[],
 MarshalledObject[], Subject[]).

Specified by:
fetchNotifications in interface RMIConnection
Parameters:
clientSequenceNumber - the first sequence number that the
 client is interested in.  If negative, it is interpreted as
 meaning the sequence number that the next notification will
 have.
maxNotifications - the maximum number of different
 notifications to return.  The TargetedNotification
 array in the returned NotificationResult can have
 more elements than this if the same notification appears more
 than once.  The behavior is unspecified if this parameter is
 negative.
timeout - the maximum time in milliseconds to wait for a
 notification to arrive.  This can be 0 to indicate that the
 method should not wait if there are no notifications, but
 should return at once.  It can be Long.MAX_VALUE
 to indicate that there is no timeout.  The behavior is
 unspecified if this parameter is negative.
Returns:
A NotificationResult.
Throws:
IOException - if a general communication exception occurred.


"
RMIConnectionImpl,"getAttribute(ObjectName name, String attribute, Subject delegationSubject)",Object,"Handles the method MBeanServerConnection.getAttribute(ObjectName, String).","

getAttribute
public Object getAttribute(ObjectName name,
                           String attribute,
                           Subject delegationSubject)
                    throws MBeanException,
                           AttributeNotFoundException,
                           InstanceNotFoundException,
                           ReflectionException,
                           IOException
Description copied from interface: RMIConnection
Handles the method MBeanServerConnection.getAttribute(ObjectName,
 String).

Specified by:
getAttribute in interface RMIConnection
Parameters:
name - The object name of the MBean from which the
 attribute is to be retrieved.
attribute - A String specifying the name of the attribute
 to be retrieved.
delegationSubject - The Subject containing the
 delegation principals or null if the authentication
 principal is used instead.
Returns:
The value of the retrieved attribute.
Throws:
MBeanException - Wraps an exception thrown by the
 MBean's getter.
AttributeNotFoundException - The attribute specified
 is not accessible in the MBean.
InstanceNotFoundException - The MBean specified is not
 registered in the MBean server.
ReflectionException - Wraps a
 java.lang.Exception thrown when trying to invoke
 the getter.
IOException - if a general communication exception occurred.
See Also:
RMIConnection.setAttribute(javax.management.ObjectName, java.rmi.MarshalledObject, javax.security.auth.Subject)


"
RMIConnectionImpl,"getAttributes(ObjectName name, String[] attributes, Subject delegationSubject)",AttributeList,"Handles the method MBeanServerConnection.getAttributes(ObjectName, String[]).","

getAttributes
public AttributeList getAttributes(ObjectName name,
                                   String[] attributes,
                                   Subject delegationSubject)
                            throws InstanceNotFoundException,
                                   ReflectionException,
                                   IOException
Description copied from interface: RMIConnection
Handles the method MBeanServerConnection.getAttributes(ObjectName,
 String[]).

Specified by:
getAttributes in interface RMIConnection
Parameters:
name - The object name of the MBean from which the
 attributes are retrieved.
attributes - A list of the attributes to be retrieved.
delegationSubject - The Subject containing the
 delegation principals or null if the authentication
 principal is used instead.
Returns:
The list of the retrieved attributes.
Throws:
InstanceNotFoundException - The MBean specified is not
 registered in the MBean server.
ReflectionException - An exception occurred when
 trying to invoke the getAttributes method of a Dynamic MBean.
IOException - if a general communication exception occurred.
See Also:
RMIConnection.setAttributes(javax.management.ObjectName, java.rmi.MarshalledObject, javax.security.auth.Subject)


"
