Sample Number,ClassName,Snippet Number,Method,Exist,Description,Full Description
0,CallSite,1,MethodHandle getTarget(),True,,"

getTarget
public abstract MethodHandle getTarget()
Returns the target method of the call site, according to the
 behavior defined by this call site's specific class.
 The immediate subclasses of CallSite document the
 class-specific behaviors of this method.

Returns:
the current linkage state of the call site, its target method handle
See Also:
ConstantCallSite, 
VolatileCallSite, 
setTarget(java.lang.invoke.MethodHandle), 
ConstantCallSite.getTarget(), 
MutableCallSite.getTarget(), 
VolatileCallSite.getTarget()


"
0,CallSite,2,void setTarget(MethodHandle target),True,,"

setTarget
public abstract void setTarget(MethodHandle newTarget)
Updates the target method of this call site, according to the
 behavior defined by this call site's specific class.
 The immediate subclasses of CallSite document the
 class-specific behaviors of this method.
 
 The type of the new target must be equal to
 the type of the old target.

Parameters:
newTarget - the new target
Throws:
NullPointerException - if the proposed new target is null
WrongMethodTypeException - if the proposed new target
         has a method type that differs from the previous target
See Also:
getTarget(), 
ConstantCallSite.setTarget(java.lang.invoke.MethodHandle), 
MutableCallSite.setTarget(java.lang.invoke.MethodHandle), 
VolatileCallSite.setTarget(java.lang.invoke.MethodHandle)


"
0,CallSite,3,MethodType type(),True,,"

type
public MethodType type()
Returns the type of this call site's target.
 Although targets may change, any call site's type is permanent, and can never change to an unequal type.
 The setTarget method enforces this invariant by refusing any new target that does
 not have the previous target's type.

Returns:
the type of the current target, which is also the type of any future target


"
0,CallSite,4,MethodHandle dynamicInvoker(),True,,"

dynamicInvoker
public abstract MethodHandle dynamicInvoker()
Produces a method handle equivalent to an invokedynamic instruction
 which has been linked to this call site.
 
 This method is equivalent to the following code:
 
 MethodHandle getTarget, invoker, result;
 getTarget = MethodHandles.publicLookup().bind(this, ""getTarget"", MethodType.methodType(MethodHandle.class));
 invoker = MethodHandles.exactInvoker(this.type());
 result = MethodHandles.foldArguments(invoker, getTarget)
 

Returns:
a method handle which always invokes this call site's current target


"
0,CallSite,5,void syncAll(CallSite[] sites),False,,NULL
1,ConstantCallSite,1,MethodHandle dynamicInvoker(),True,,"

dynamicInvoker
public final MethodHandle dynamicInvoker()
Returns this call site's permanent target.
 Since that target will never change, this is a correct implementation
 of CallSite.dynamicInvoker.

Specified by:
dynamicInvoker in class CallSite
Returns:
the immutable linkage state of this call site, a constant method handle
Throws:
IllegalStateException - if the ConstantCallSite constructor has not completed


"
1,ConstantCallSite,2,Object getTarget(),False,,NULL
1,ConstantCallSite,3,CallSite dynamicInvoker(),False,,NULL
1,ConstantCallSite,4,void setTarget(MethodHandle newTarget),True,,"

setTarget
public final void setTarget(MethodHandle ignore)
Always throws an UnsupportedOperationException.
 This kind of call site cannot change its target.

Specified by:
setTarget in class CallSite
Parameters:
ignore - a new target proposed for the call site, which is ignored
Throws:
UnsupportedOperationException - because this kind of call site cannot change its target
See Also:
CallSite.getTarget(), 
setTarget(java.lang.invoke.MethodHandle), 
MutableCallSite.setTarget(java.lang.invoke.MethodHandle), 
VolatileCallSite.setTarget(java.lang.invoke.MethodHandle)


"
1,ConstantCallSite,5,void setTargetNormal(MethodHandle newTarget),False,,NULL
