ClassName,URL,Description
Buffer,https://docs.oracle.com/javase/8/docs/api/java/nio/Buffer.html,A container for data of a specific primitive type.
ByteBuffer,https://docs.oracle.com/javase/8/docs/api/java/nio/ByteBuffer.html,A byte buffer.
ByteOrder,https://docs.oracle.com/javase/8/docs/api/java/nio/ByteOrder.html,A typesafe enumeration for byte orders.
CharBuffer,https://docs.oracle.com/javase/8/docs/api/java/nio/CharBuffer.html,A char buffer.
DoubleBuffer,https://docs.oracle.com/javase/8/docs/api/java/nio/DoubleBuffer.html,A double buffer.
FloatBuffer,https://docs.oracle.com/javase/8/docs/api/java/nio/FloatBuffer.html,A float buffer.
IntBuffer,https://docs.oracle.com/javase/8/docs/api/java/nio/IntBuffer.html,An int buffer.
LongBuffer,https://docs.oracle.com/javase/8/docs/api/java/nio/LongBuffer.html,A long buffer.
MappedByteBuffer,https://docs.oracle.com/javase/8/docs/api/java/nio/MappedByteBuffer.html,A direct byte buffer whose content is a memory-mapped region of a file.
ShortBuffer,https://docs.oracle.com/javase/8/docs/api/java/nio/ShortBuffer.html,A short buffer.
