ClassName,URL,Description
CallSite,https://docs.oracle.com/javase/8/docs/api/java/lang/invoke/CallSite.html,"A CallSite is a holder for a variable MethodHandle, which is called its target."
ConstantCallSite,https://docs.oracle.com/javase/8/docs/api/java/lang/invoke/ConstantCallSite.html,"A ConstantCallSite is a CallSite whose target is permanent, and can never be changed."
LambdaMetafactory,https://docs.oracle.com/javase/8/docs/api/java/lang/invoke/LambdaMetafactory.html,"Methods to facilitate the creation of simple ""function objects"" that implement one or more interfaces by delegation to a provided MethodHandle, possibly after type adaptation and partial evaluation of arguments."
MethodHandle,https://docs.oracle.com/javase/8/docs/api/java/lang/invoke/MethodHandle.html,"A method handle is a typed, directly executable reference to an underlying method, constructor, field, or similar low-level operation, with optional transformations of arguments or return values."
MethodHandleProxies,https://docs.oracle.com/javase/8/docs/api/java/lang/invoke/MethodHandleProxies.html,"This class consists exclusively of static methods that help adapt method handles to other JVM types, such as interfaces."
MethodHandles,https://docs.oracle.com/javase/8/docs/api/java/lang/invoke/MethodHandles.html,This class consists exclusively of static methods that operate on or return method handles.
MethodHandles.Lookup,https://docs.oracle.com/javase/8/docs/api/java/lang/invoke/MethodHandles.Lookup.html,"A lookup object is a factory for creating method handles, when the creation requires access checking."
MethodType,https://docs.oracle.com/javase/8/docs/api/java/lang/invoke/MethodType.html,"A method type represents the arguments and return type accepted and returned by a method handle, or the arguments and return type passed and expected by a method handle caller."
MutableCallSite,https://docs.oracle.com/javase/8/docs/api/java/lang/invoke/MutableCallSite.html,A MutableCallSite is a CallSite whose target variable behaves like an ordinary field.
SerializedLambda,https://docs.oracle.com/javase/8/docs/api/java/lang/invoke/SerializedLambda.html,Serialized form of a lambda expression.
SwitchPoint,https://docs.oracle.com/javase/8/docs/api/java/lang/invoke/SwitchPoint.html,A SwitchPoint is an object which can publish state transitions to other threads.
VolatileCallSite,https://docs.oracle.com/javase/8/docs/api/java/lang/invoke/VolatileCallSite.html,A VolatileCallSite is a CallSite whose target acts like a volatile variable.
