ClassName,Method,Return Type,Description
ColorSpace,fromCIEXYZ(float[] colorvalue),abstract float[],Transforms a color value assumed to be in the CS_CIEXYZ conversion color space into this ColorSpace.
ColorSpace,fromRGB(float[] rgbvalue),abstract float[],Transforms a color value assumed to be in the default CS_sRGB color space into this ColorSpace.
ColorSpace,getInstance(int colorspace),static ColorSpace,Returns a ColorSpace representing one of the specific predefined color spaces.
ColorSpace,getMaxValue(int component),float,Returns the maximum normalized color component value for the specified component.
ColorSpace,getMinValue(int component),float,Returns the minimum normalized color component value for the specified component.
ColorSpace,getName(int idx),String,Returns the name of the component given the component index.
ColorSpace,getNumComponents(),int,Returns the number of components of this ColorSpace.
ColorSpace,getType(),int,"Returns the color space type of this ColorSpace (for example TYPE_RGB, TYPE_XYZ, ...)."
ColorSpace,isCS_sRGB(),boolean,Returns true if the ColorSpace is CS_sRGB.
ColorSpace,toCIEXYZ(float[] colorvalue),abstract float[],Transforms a color value assumed to be in this ColorSpace into the CS_CIEXYZ conversion color space.
ColorSpace,toRGB(float[] colorvalue),abstract float[],Transforms a color value assumed to be in this ColorSpace into a value in the default CS_sRGB color space.
ICC_ColorSpace,fromCIEXYZ(float[] colorvalue),float[],Transforms a color value assumed to be in the CS_CIEXYZ conversion color space into this ColorSpace.
ICC_ColorSpace,fromRGB(float[] rgbvalue),float[],Transforms a color value assumed to be in the default CS_sRGB color space into this ColorSpace.
ICC_ColorSpace,getMaxValue(int component),float,Returns the maximum normalized color component value for the specified component.
ICC_ColorSpace,getMinValue(int component),float,Returns the minimum normalized color component value for the specified component.
ICC_ColorSpace,getProfile(),ICC_Profile,Returns the ICC_Profile for this ICC_ColorSpace.
ICC_ColorSpace,toCIEXYZ(float[] colorvalue),float[],Transforms a color value assumed to be in this ColorSpace into the CS_CIEXYZ conversion color space.
ICC_ColorSpace,toRGB(float[] colorvalue),float[],Transforms a color value assumed to be in this ColorSpace into a value in the default CS_sRGB color space.
ICC_Profile,finalize(),protected void,Frees the resources associated with an ICC_Profile object.
ICC_Profile,getColorSpaceType(),int,Returns the color space type.
ICC_Profile,getData(),byte[],Returns a byte array corresponding to the data of this ICC_Profile.
ICC_Profile,getData(int tagSignature),byte[],Returns a particular tagged data element from the profile as a byte array.
ICC_Profile,getInstance(byte[] data),static ICC_Profile,Constructs an ICC_Profile object corresponding to the data in a byte array.
ICC_Profile,getInstance(InputStream s),static ICC_Profile,Constructs an ICC_Profile corresponding to the data in an InputStream.
ICC_Profile,getInstance(int cspace),static ICC_Profile,Constructs an ICC_Profile corresponding to one of the specific color spaces defined by the ColorSpace class (for example CS_sRGB).
ICC_Profile,getInstance(String fileName),static ICC_Profile,Constructs an ICC_Profile corresponding to the data in a file.
ICC_Profile,getMajorVersion(),int,Returns profile major version.
ICC_Profile,getMinorVersion(),int,Returns profile minor version.
ICC_Profile,getNumComponents(),int,"Returns the number of color components in the ""input"" color space of this profile."
ICC_Profile,getPCSType(),int,Returns the color space type of the Profile Connection Space (PCS).
ICC_Profile,getProfileClass(),int,Returns the profile class.
ICC_Profile,readResolve(),protected Object,Resolves instances being deserialized into instances registered with CMM.
ICC_Profile,"setData(int tagSignature, byte[] tagData)",void,Sets a particular tagged data element in the profile from a byte array.
ICC_Profile,write(OutputStream s),void,Write this ICC_Profile to an OutputStream.
ICC_Profile,write(String fileName),void,Write this ICC_Profile to a file.
ICC_ProfileGray,getGamma(),float,Returns a gamma value representing the tone reproduction curve (TRC).
ICC_ProfileGray,getMediaWhitePoint(),float[],"Returns a float array of length 3 containing the X, Y, and Z components of the mediaWhitePointTag in the ICC profile."
ICC_ProfileGray,getTRC(),short[],Returns the TRC as an array of shorts.
ICC_ProfileRGB,getGamma(int component),float,Returns a gamma value representing the tone reproduction curve (TRC) for a particular component.
ICC_ProfileRGB,getMatrix(),float[][],"Returns a 3x3 float matrix constructed from the X, Y, and Z components of the profile's redColorantTag, greenColorantTag, and blueColorantTag."
ICC_ProfileRGB,getMediaWhitePoint(),float[],Returns an array that contains the components of the profile's mediaWhitePointTag.
ICC_ProfileRGB,getTRC(int component),short[],Returns the TRC for a particular component as an array.
