Sample Number,ClassName,Snippet Number,Method,Exist,Description
0,ChoiceCallback,1,"ChoiceCallback(String prompt, String[] choices, boolean multipleSelections)",False,NULL
0,ChoiceCallback,2,String[] getChoices(),True,Get the list of choices.
0,ChoiceCallback,3,String[] getSelectedChoices(),False,NULL
0,ChoiceCallback,4,boolean isMultipleSelections(),False,NULL
0,ChoiceCallback,5,void setSelectedChoices(String[] choices),False,NULL
1,ConfirmationCallback,1,ConfirmationCallback(),False,NULL
1,ConfirmationCallback,2,getName(),False,NULL
1,ConfirmationCallback,3,getPrompt(),False,NULL
1,ConfirmationCallback,4,getConfirmationAction(),False,NULL
1,ConfirmationCallback,5,getRequest(),False,NULL
2,LanguageCallback,1,LanguageCallback getLanguageCallback(),False,NULL
2,LanguageCallback,2,void setLanguage(Locale locale),False,NULL
2,LanguageCallback,3,Locale getLocale(),True,Get the retrieved Locale.
2,LanguageCallback,4,void setLocale(Locale locale),True,Set the retrieved Locale.
2,LanguageCallback,5,Locale getRequestedLocale(),False,NULL
3,NameCallback,1,NameCallback(),False,NULL
3,NameCallback,2,getName(),False,NULL
3,NameCallback,3,setName(String name),False,NULL
3,NameCallback,4,setPrompt(String prompt),False,NULL
3,NameCallback,5,getPrompt(),False,NULL
4,PasswordCallback,1,PasswordCallback(),False,NULL
4,PasswordCallback,2,setPassword(char[] password),False,NULL
4,PasswordCallback,3,getPassword(),False,NULL
4,PasswordCallback,4,setPrompt(String prompt),False,NULL
4,PasswordCallback,5,getPrompt(),False,NULL
5,TextInputCallback,1,"TextInputCallback(String prompt, String defaultText, boolean echoOn)",False,NULL
5,TextInputCallback,2,String getPrompt(),True,Get the prompt.
5,TextInputCallback,3,String getDefaultText(),True,Get the default text.
5,TextInputCallback,4,boolean isEchoOn(),False,NULL
5,TextInputCallback,5,void setInput(String input),False,NULL
6,TextOutputCallback,1,"TextOutputCallback(String prompt, String output)",False,NULL
6,TextOutputCallback,2,String getPrompt(),False,NULL
6,TextOutputCallback,3,String getOutput(),False,NULL
6,TextOutputCallback,4,void setOutput(String output),False,NULL
6,TextOutputCallback,5,void setPrompt(String prompt),False,NULL
