FileName,Compilable,Runnable,Correct
CaretEvent_1,True,True,True
CaretEvent_2,True,True,True
HyperlinkEvent_1,False,False,False
HyperlinkEvent_2,True,True,True
HyperlinkEvent_4,False,False,False
InternalFrameAdapter_1,True,False,False
InternalFrameAdapter_2,True,False,False
InternalFrameAdapter_3,True,False,False
InternalFrameAdapter_4,True,False,False
InternalFrameAdapter_5,True,False,False
InternalFrameAdapter_6,True,False,False
InternalFrameAdapter_7,True,False,False
ListDataEvent_1,True,True,True
ListDataEvent_2,True,True,True
ListDataEvent_3,True,True,True
ListSelectionEvent_1,False,False,False
ListSelectionEvent_2,False,False,False
RowSorterEvent_5,False,False,False
SwingPropertyChangeSupport_5,True,True,True
TableModelEvent_4,True,True,True
TableModelEvent_6,False,False,False
TableModelEvent_7,True,True,True
TreeModelEvent_2,False,False,False
TreeSelectionEvent_1,False,False,False
UndoableEditEvent_2,True,True,True
