ClassName,Method,Return Type,Description,Full Description
Delegate,"create_request(Object obj, Context ctx, String operation, NVList arg_list, NamedValue result)",abstract Request,Creates a Request instance for use in the Dynamic Invocation Interface.,"

create_request
public abstract Request create_request(Object obj,
                                       Context ctx,
                                       String operation,
                                       NVList arg_list,
                                       NamedValue result)
Creates a Request instance for use in the Dynamic Invocation Interface.

Parameters:
obj - The object reference which delegated to this delegate.
ctx - The context to be used.
operation - The name of the operation to be
                                 invoked.
arg_list - The arguments to the operation in the
                                 form of an NVList.
result - A container for the result as a NamedValue.
Returns:
The created Request object.


"
Delegate,"create_request(Object obj, Context ctx, String operation, NVList arg_list, NamedValue result, ExceptionList exclist, ContextList ctxlist)",abstract Request,Creates a Request instance for use in the Dynamic Invocation Interface.,"

create_request
public abstract Request create_request(Object obj,
                                       Context ctx,
                                       String operation,
                                       NVList arg_list,
                                       NamedValue result,
                                       ExceptionList exclist,
                                       ContextList ctxlist)
Creates a Request instance for use in the Dynamic Invocation Interface.

Parameters:
obj - The object reference which delegated to this delegate.
ctx - The context to be used.
operation - The name of the operation to be
                                 invoked.
arg_list - The arguments to the operation in the
                                 form of an NVList.
result - A container for the result as a NamedValue.
exclist - A list of possible exceptions the
                                 operation can throw.
ctxlist - A list of context strings that need
                                 to be resolved and sent with the
                                 Request.
Returns:
The created Request object.


"
Delegate,duplicate(Object obj),abstract Object,Returns a duplicate of the object reference provided.,"

duplicate
public abstract Object duplicate(Object obj)
Returns a duplicate of the object reference provided.

Parameters:
obj - The object reference whose duplicate needs to be returned
Returns:
the duplicate object reference


"
Delegate,"equals(Object self, Object obj)",boolean,Provides the implementation to override the equals(java.lang.Object obj) method of the delegating CORBA object.,"

equals
public boolean equals(Object self,
                      Object obj)
Provides the implementation to override the equals(java.lang.Object obj)
 method of the delegating CORBA object.

Parameters:
self - the object reference that delegated to this delegate
obj - the Object with which to compare
Returns:
true if obj equals self;
         false otherwise


"
Delegate,get_domain_managers(Object self),DomainManager[],Retrieves the DomainManagers of this object.,"

get_domain_managers
public DomainManager[] get_domain_managers(Object self)
Retrieves the DomainManagers of this object.
 This allows administration services (and applications) to retrieve the
 domain managers, and hence the security and other policies applicable
 to individual objects that are members of the domain.

Parameters:
self - The object reference which delegated to this delegate.
Returns:
The list of immediately enclosing domain managers of this object.
  At least one domain manager is always returned in the list since by
 default each object is associated with at least one domain manager at
 creation.
See Also:
portable
 package comments for unimplemented features


"
Delegate,get_interface_def(Object self),abstract Object,Return an InterfaceDef for the object reference provided.,"

get_interface_def
public abstract Object get_interface_def(Object self)
Return an InterfaceDef for the object reference provided.

Parameters:
self - The object reference whose InterfaceDef needs to be returned
Returns:
the InterfaceDef


"
Delegate,"get_policy(Object self, int policy_type)",Policy,Returns the Policy object of the specified type which applies to this object.,"

get_policy
public Policy get_policy(Object self,
                         int policy_type)
Returns the Policy object of the specified type
 which applies to this object.

Parameters:
self - The object reference which delegated to this delegate.
policy_type - The type of policy to be obtained.
Returns:
A Policy object of the type specified by
         the policy_type parameter.
Throws:
BAD_PARAM - raised when the value of policy type
 is not valid either because the specified type is not supported by this
 ORB or because a policy object of that type is not associated with this
 Object.
See Also:
portable
 package comments for unimplemented features


"
Delegate,"hash(Object obj, int max)",abstract int,Returns an ORB-internal identifier (hashcode) for this object reference.,"

hash
public abstract int hash(Object obj,
                         int max)
Returns an ORB-internal identifier (hashcode) for this object reference.

Parameters:
obj - The object reference which delegated to this delegate.
max - specifies an upper bound on the hash value returned by
            the ORB.
Returns:
ORB-internal hash identifier for object reference


"
Delegate,hashCode(Object self),int,Provides the implementation to override the hashCode() method of the delegating CORBA object.,"

hashCode
public int hashCode(Object self)
Provides the implementation to override the hashCode() method
 of the delegating CORBA object.

Parameters:
self - the object reference that delegated to this delegate
Returns:
an int that represents the hashcode for the
         object reference that delegated to this Delegate
         object


"
Delegate,"invoke(Object self, OutputStream output)",InputStream,invoke is called by a stub to invoke an operation.,"

invoke
public InputStream invoke(Object self,
                          OutputStream output)
                   throws ApplicationException,
                          RemarshalException
invoke is called by a stub to invoke an operation. The stub provides an
 OutputStream that was previously returned by a request()
 call. invoke returns an InputStream which contains the
 marshaled reply. If an exception occurs, invoke may throw an
 ApplicationException object which contains an InputStream from
 which the user exception state may be unmarshaled.

Parameters:
self - The object reference which delegated to this delegate.
output - the OutputStream which contains marshaled arguments
Returns:
input the InputStream from which reply parameters can be
 unmarshaled.
Throws:
ApplicationException - thrown when implementation throws
 (upon invocation) an exception defined as part of its remote method
 definition.
RemarshalException - thrown when remarshalling fails.
See Also:
portable
 package comments for unimplemented features


"
