Sample Number,ClassName,Snippet Number,Method,Exist,Description
0,LockInfo,1,LockInfo(),False,NULL
0,LockInfo,2,getClassName(),False,NULL
0,LockInfo,3,getIdentityHashCode(),False,NULL
0,LockInfo,4,getLockedMonitors(),False,NULL
0,LockInfo,5,getLockedStackDepth(),False,NULL
1,ManagementFactory,1,"ManagementFactory getPlatformMXBean(String name, Class<?> type)",False,NULL
1,ManagementFactory,2,List<String> getPlatformMXBeanNames(),False,NULL
1,ManagementFactory,3,Object getOperatingSystemMXBean(),False,NULL
1,ManagementFactory,4,Object getRuntimeMXBean(),False,NULL
1,ManagementFactory,5,Object getThreadMXBean(),False,NULL
2,ManagementPermission,1,long getUptime(),False,NULL
2,ManagementPermission,2,String getInputArguments(),False,NULL
2,ManagementPermission,3,String getVMName(),False,NULL
2,ManagementPermission,4,String getVMVendor(),False,NULL
2,ManagementPermission,5,String getVMVersion(),False,NULL
2,ManagementPermission,6,String getSpecVersion(),False,NULL
2,ManagementPermission,7,String getSpecName(),False,NULL
2,ManagementPermission,8,String getManagementSpecVersion(),False,NULL
2,ManagementPermission,9,String getManagementSpecName(),False,NULL
2,ManagementPermission,10,String getManagementSpecVendor(),False,NULL
2,ManagementPermission,11,String getManagementSpecVersion(),False,NULL
2,ManagementPermission,12,String getManagementSpecName(),False,NULL
2,ManagementPermission,13,String getManagementSpecVendor(),False,NULL
2,ManagementPermission,14,String getManagementSpecVersion(),False,NULL
2,ManagementPermission,15,String getManagementSpecName(),False,NULL
2,ManagementPermission,16,String getManagementSpecVendor(),False,NULL
2,ManagementPermission,17,String getManagementSpecVersion(),False,NULL
2,ManagementPermission,18,String getManagementSpecName(),False,NULL
2,ManagementPermission,19,String getManagementSpecVendor(),False,NULL
2,ManagementPermission,20,String getManagementSpecVersion(),False,NULL
2,ManagementPermission,21,String getManagementSpecName(),False,NULL
2,ManagementPermission,22,String getManagementSpecVendor(),False,NULL
2,ManagementPermission,23,String getManagementSpecVersion(),False,NULL
2,ManagementPermission,24,String getManagementSpecName(),False,NULL
2,ManagementPermission,25,String getManagementSpecVendor(),False,NULL
3,MemoryNotificationInfo,1,long getCommitted(),False,NULL
3,MemoryNotificationInfo,2,long getInit(),False,NULL
3,MemoryNotificationInfo,3,long getMax(),False,NULL
3,MemoryNotificationInfo,4,long getUsed(),False,NULL
3,MemoryNotificationInfo,5,long getSwapUsed(),False,NULL
3,MemoryNotificationInfo,6,long getSwapTotal(),False,NULL
3,MemoryNotificationInfo,7,long getSwapFree(),False,NULL
3,MemoryNotificationInfo,8,long getHeapMemoryUsage(),False,NULL
3,MemoryNotificationInfo,9,long getNonHeapMemoryUsage(),False,NULL
3,MemoryNotificationInfo,10,long getObjectPendingFinalizationCount(),False,NULL
4,MemoryUsage,1,long getInit(),True,Returns the amount of memory in bytes that the Java virtual machine initially requests from the operating system for memory management.
4,MemoryUsage,2,long getUsed(),True,Returns the amount of used memory in bytes.
4,MemoryUsage,3,long getCommitted(),True,Returns the amount of memory in bytes that is committed for the Java virtual machine to use.
4,MemoryUsage,4,long getMax(),True,Returns the maximum amount of memory in bytes that can be used for memory management.
4,MemoryUsage,5,long getUsedMemory(),False,NULL
4,MemoryUsage,6,long getCommittedMemory(),False,NULL
4,MemoryUsage,7,long getMaxMemory(),False,NULL
4,MemoryUsage,8,long getUsedMemory(),False,NULL
4,MemoryUsage,9,long getCommittedMemory(),False,NULL
4,MemoryUsage,10,long getMaxMemory(),False,NULL
5,MonitorInfo,1,long getLockedStackDepth(),False,NULL
5,MonitorInfo,2,long getLockedStackTrace(),False,NULL
5,MonitorInfo,3,long getLockedThread(),False,NULL
5,MonitorInfo,4,long getLockedTime(),False,NULL
5,MonitorInfo,5,long getLockedOwnerName(),False,NULL
6,ThreadInfo,1,"ThreadInfo[] dumpAllThreads(boolean live, boolean sanitize)",False,NULL
6,ThreadInfo,2,"ThreadInfo[] dumpThreads(long[] ids, boolean live, boolean sanitize)",False,NULL
6,ThreadInfo,3,"ThreadInfo getThreadInfo(long id, int suspend_policy)",False,NULL
6,ThreadInfo,4,StackTraceElement[] getStackTrace(),True,Returns the stack trace of the thread associated with this ThreadInfo.
6,ThreadInfo,5,LockInfo[] getLockedMonitors(),False,NULL
