ClassName,Method,Return Type,Description
LockInfo,from(CompositeData cd),static LockInfo,Returns a LockInfo object represented by the given CompositeData.
LockInfo,getClassName(),String,Returns the fully qualified name of the class of the lock object.
LockInfo,getIdentityHashCode(),int,Returns the identity hash code of the lock object returned from the System.identityHashCode(java.lang.Object) method.
LockInfo,toString(),String,Returns a string representation of a lock.
ManagementFactory,getClassLoadingMXBean(),static ClassLoadingMXBean,Returns the managed bean for the class loading system of the Java virtual machine.
ManagementFactory,getCompilationMXBean(),static CompilationMXBean,Returns the managed bean for the compilation system of the Java virtual machine.
ManagementFactory,getGarbageCollectorMXBeans(),static List<GarbageCollectorMXBean>,Returns a list of GarbageCollectorMXBean objects in the Java virtual machine.
ManagementFactory,getMemoryManagerMXBeans(),static List<MemoryManagerMXBean>,Returns a list of MemoryManagerMXBean objects in the Java virtual machine.
ManagementFactory,getMemoryMXBean(),static MemoryMXBean,Returns the managed bean for the memory system of the Java virtual machine.
ManagementFactory,getMemoryPoolMXBeans(),static List<MemoryPoolMXBean>,Returns a list of MemoryPoolMXBean objects in the Java virtual machine.
ManagementFactory,getOperatingSystemMXBean(),static OperatingSystemMXBean,Returns the managed bean for the operating system on which the Java virtual machine is running.
ManagementFactory,getPlatformManagementInterfaces(),static Set<Class<? extends PlatformManagedObject>>,"Returns the set of Class objects, subinterface of PlatformManagedObject, representing all management interfaces for monitoring and managing the Java platform."
ManagementFactory,getPlatformMBeanServer(),static MBeanServer,Returns the platform MBeanServer.
ManagementFactory,getPlatformMXBean(Class<T> mxbeanInterface),static <T extends PlatformManagedObject>T,Returns the platform MXBean implementing the given mxbeanInterface which is specified to have one single instance in the Java virtual machine.
ManagementFactory,"getPlatformMXBean(MBeanServerConnection connection, Class<T> mxbeanInterface)",static <T extends PlatformManagedObject>T,Returns the platform MXBean proxy for mxbeanInterface which is specified to have one single instance in a Java virtual machine and the proxy will forward the method calls through the given MBeanServerConnection.
ManagementFactory,getPlatformMXBeans(Class<T> mxbeanInterface),static <T extends PlatformManagedObject>List<T>,Returns the list of platform MXBeans implementing the given mxbeanInterface in the Java virtual machine.
ManagementFactory,"getPlatformMXBeans(MBeanServerConnection connection, Class<T> mxbeanInterface)",static <T extends PlatformManagedObject>List<T>,Returns the list of the platform MXBean proxies for forwarding the method calls of the mxbeanInterface through the given MBeanServerConnection.
ManagementFactory,getRuntimeMXBean(),static RuntimeMXBean,Returns the managed bean for the runtime system of the Java virtual machine.
ManagementFactory,getThreadMXBean(),static ThreadMXBean,Returns the managed bean for the thread system of the Java virtual machine.
