Sample Number,ClassName,Snippet Number,Method,Exist,Description,Full Description
0,Boolean,1,boolean booleanValue(),True,Returns the value of this Boolean object as a boolean primitive.,"

booleanValue
public boolean booleanValue()
Returns the value of this Boolean object as a boolean
 primitive.

Returns:
the primitive boolean value of this object.


"
0,Boolean,2,boolean equals(Object obj),True,Returns true if and only if the argument is not null and is a Boolean object that represents the same boolean value as this object.,"

equals
public boolean equals(Object obj)
Returns true if and only if the argument is not
 null and is a Boolean object that
 represents the same boolean value as this object.

Overrides:
equals in class Object
Parameters:
obj - the object to compare with.
Returns:
true if the Boolean objects represent the
          same value; false otherwise.
See Also:
Object.hashCode(), 
HashMap


"
0,Boolean,3,int hashCode(),True,Returns a hash code for this Boolean object.,"

hashCode
public int hashCode()
Returns a hash code for this Boolean object.

Overrides:
hashCode in class Object
Returns:
the integer 1231 if this object represents
 true; returns the integer 1237 if this
 object represents false.
See Also:
Object.equals(java.lang.Object), 
System.identityHashCode(java.lang.Object)


"
0,Boolean,4,Boolean valueOf(boolean b),True,Returns a Boolean instance representing the specified boolean value.,"

valueOf
public static Boolean valueOf(boolean b)
Returns a Boolean instance representing the specified
 boolean value.  If the specified boolean value
 is true, this method returns Boolean.TRUE;
 if it is false, this method returns Boolean.FALSE.
 If a new Boolean instance is not required, this method
 should generally be used in preference to the constructor
 Boolean(boolean), as this method is likely to yield
 significantly better space and time performance.

Parameters:
b - a boolean value.
Returns:
a Boolean instance representing b.
Since:
1.4


"
0,Boolean,5,Boolean valueOf(String s),True,Returns a Boolean with a value represented by the specified string.,"

valueOf
public static Boolean valueOf(String s)
Returns a Boolean with a value represented by the
 specified string.  The Boolean returned represents a
 true value if the string argument is not null
 and is equal, ignoring case, to the string ""true"".

Parameters:
s - a string.
Returns:
the Boolean value represented by the string.


"
1,Byte,1,Byte valueOf(byte b),True,Returns a Byte instance representing the specified byte value.,"

valueOf
public static Byte valueOf(byte b)
Returns a Byte instance representing the specified
 byte value.
 If a new Byte instance is not required, this method
 should generally be used in preference to the constructor
 Byte(byte), as this method is likely to yield
 significantly better space and time performance since
 all byte values are cached.

Parameters:
b - a byte value.
Returns:
a Byte instance representing b.
Since:
1.5


"
1,Byte,2,byte byteValue(),True,Returns the value of this Byte as a byte.,"

byteValue
public byte byteValue()
Returns the value of this Byte as a
 byte.

Overrides:
byteValue in class Number
Returns:
the numeric value represented by this object after conversion
          to type byte.


"
1,Byte,3,Byte decode(String s),True,Decodes a String into a Byte.,"

decode
public static Byte decode(String nm)
                   throws NumberFormatException
Decodes a String into a Byte.
 Accepts decimal, hexadecimal, and octal numbers given by
 the following grammar:

 

DecodableString:
Signopt DecimalNumeral
Signopt 0x HexDigits
Signopt 0X HexDigits
Signopt # HexDigits
Signopt 0 OctalDigits
Sign:
-
+


DecimalNumeral, HexDigits, and OctalDigits
 are as defined in section 3.10.1 of
 The Java™ Language Specification,
 except that underscores are not accepted between digits.

 The sequence of characters following an optional
 sign and/or radix specifier (""0x"", ""0X"",
 ""#"", or leading zero) is parsed as by the Byte.parseByte method with the indicated radix (10, 16, or 8).
 This sequence of characters must represent a positive value or
 a NumberFormatException will be thrown.  The result is
 negated if first character of the specified String is
 the minus sign.  No whitespace characters are permitted in the
 String.

Parameters:
nm - the String to decode.
Returns:
a Byte object holding the byte
          value represented by nm
Throws:
NumberFormatException - if the String does not
            contain a parsable byte.
See Also:
parseByte(java.lang.String, int)


"
1,Byte,4,byte parseByte(String s),True,Parses the string argument as a signed decimal byte.,"

parseByte
public static byte parseByte(String s)
                      throws NumberFormatException
Parses the string argument as a signed decimal byte. The characters in the string must all be decimal digits,
 except that the first character may be an ASCII minus sign
 '-' ('\u002D') to indicate a negative
 value or an ASCII plus sign '+'
 ('\u002B') to indicate a positive value. The
 resulting byte value is returned, exactly as if the
 argument and the radix 10 were given as arguments to the parseByte(java.lang.String, int) method.

Parameters:
s - a String containing the
                  byte representation to be parsed
Returns:
the byte value represented by the
                  argument in decimal
Throws:
NumberFormatException - if the string does not
                  contain a parsable byte.


"
1,Byte,5,"byte parseByte(String s, int radix)",True,Parses the string argument as a signed byte in the radix specified by the second argument.,"

parseByte
public static byte parseByte(String s,
                             int radix)
                      throws NumberFormatException
Parses the string argument as a signed byte in the
 radix specified by the second argument. The characters in the
 string must all be digits, of the specified radix (as
 determined by whether Character.digit(char,
 int) returns a nonnegative value) except that the first
 character may be an ASCII minus sign '-'
 ('\u002D') to indicate a negative value or an
 ASCII plus sign '+' ('\u002B') to
 indicate a positive value.  The resulting byte value is
 returned.

 An exception of type NumberFormatException is
 thrown if any of the following situations occurs:
 
 The first argument is null or is a string of
 length zero.

  The radix is either smaller than Character.MIN_RADIX or larger than Character.MAX_RADIX.

  Any character of the string is not a digit of the
 specified radix, except that the first character may be a minus
 sign '-' ('\u002D') or plus sign
 '+' ('\u002B') provided that the
 string is longer than length 1.

  The value represented by the string is not a value of type
 byte.
 

Parameters:
s - the String containing the
                  byte
                  representation to be parsed
radix - the radix to be used while parsing s
Returns:
the byte value represented by the string
                   argument in the specified radix
Throws:
NumberFormatException - If the string does
                  not contain a parsable byte.


"
