ClassName,Method,Return Type,Description
AlreadyBoundHelper,extract(Any a),static AlreadyBound,NULL
AlreadyBoundHelper,id(),static String,NULL
AlreadyBoundHelper,"insert(Any a, AlreadyBound that)",static void,NULL
AlreadyBoundHelper,read(InputStream istream),static AlreadyBound,NULL
AlreadyBoundHelper,type(),static TypeCode,NULL
AlreadyBoundHelper,"write(OutputStream ostream, AlreadyBound value)",static void,NULL
AlreadyBoundHolder,_read(InputStream i),void,Reads data from istream and initalizes the value field of the Holder with the unmarshalled data.
AlreadyBoundHolder,_type(),TypeCode,Retrieves the TypeCode object corresponding to the value in the value field of the Holder.
AlreadyBoundHolder,_write(OutputStream o),void,Marshals to ostream the value in the value field of the Holder.
CannotProceedHelper,extract(Any a),static CannotProceed,NULL
CannotProceedHelper,id(),static String,NULL
CannotProceedHelper,"insert(Any a, CannotProceed that)",static void,NULL
CannotProceedHelper,read(InputStream istream),static CannotProceed,NULL
CannotProceedHelper,type(),static TypeCode,NULL
CannotProceedHelper,"write(OutputStream ostream, CannotProceed value)",static void,NULL
CannotProceedHolder,_read(InputStream i),void,Reads data from istream and initalizes the value field of the Holder with the unmarshalled data.
CannotProceedHolder,_type(),TypeCode,Retrieves the TypeCode object corresponding to the value in the value field of the Holder.
CannotProceedHolder,_write(OutputStream o),void,Marshals to ostream the value in the value field of the Holder.
InvalidNameHelper,extract(Any a),static InvalidName,NULL
InvalidNameHelper,id(),static String,NULL
InvalidNameHelper,"insert(Any a, InvalidName that)",static void,NULL
InvalidNameHelper,read(InputStream istream),static InvalidName,NULL
InvalidNameHelper,type(),static TypeCode,NULL
InvalidNameHelper,"write(OutputStream ostream, InvalidName value)",static void,NULL
InvalidNameHolder,_read(InputStream i),void,Reads data from istream and initalizes the value field of the Holder with the unmarshalled data.
InvalidNameHolder,_type(),TypeCode,Retrieves the TypeCode object corresponding to the value in the value field of the Holder.
InvalidNameHolder,_write(OutputStream o),void,Marshals to ostream the value in the value field of the Holder.
NotEmptyHelper,extract(Any a),static NotEmpty,NULL
NotEmptyHelper,id(),static String,NULL
NotEmptyHelper,"insert(Any a, NotEmpty that)",static void,NULL
NotEmptyHelper,read(InputStream istream),static NotEmpty,NULL
NotEmptyHelper,type(),static TypeCode,NULL
NotEmptyHelper,"write(OutputStream ostream, NotEmpty value)",static void,NULL
NotEmptyHolder,_read(InputStream i),void,Reads data from istream and initalizes the value field of the Holder with the unmarshalled data.
NotEmptyHolder,_type(),TypeCode,Retrieves the TypeCode object corresponding to the value in the value field of the Holder.
NotEmptyHolder,_write(OutputStream o),void,Marshals to ostream the value in the value field of the Holder.
NotFoundHelper,extract(Any a),static NotFound,NULL
NotFoundHelper,id(),static String,NULL
NotFoundHelper,"insert(Any a, NotFound that)",static void,NULL
NotFoundHelper,read(InputStream istream),static NotFound,NULL
NotFoundHelper,type(),static TypeCode,NULL
NotFoundHelper,"write(OutputStream ostream, NotFound value)",static void,NULL
NotFoundHolder,_read(InputStream i),void,Reads data from istream and initalizes the value field of the Holder with the unmarshalled data.
NotFoundHolder,_type(),TypeCode,Retrieves the TypeCode object corresponding to the value in the value field of the Holder.
NotFoundHolder,_write(OutputStream o),void,Marshals to ostream the value in the value field of the Holder.
NotFoundReason,from_int(int value),static NotFoundReason,NULL
NotFoundReason,value(),int,NULL
NotFoundReasonHelper,extract(Any a),static NotFoundReason,NULL
NotFoundReasonHelper,id(),static String,NULL
NotFoundReasonHelper,"insert(Any a, NotFoundReason that)",static void,NULL
NotFoundReasonHelper,read(InputStream istream),static NotFoundReason,NULL
NotFoundReasonHelper,type(),static TypeCode,NULL
NotFoundReasonHelper,"write(OutputStream ostream, NotFoundReason value)",static void,NULL
NotFoundReasonHolder,_read(InputStream i),void,Reads data from istream and initalizes the value field of the Holder with the unmarshalled data.
NotFoundReasonHolder,_type(),TypeCode,Retrieves the TypeCode object corresponding to the value in the value field of the Holder.
NotFoundReasonHolder,_write(OutputStream o),void,Marshals to ostream the value in the value field of the Holder.
