Sample Number,ClassName,Snippet Number,Method,Exist,Description
0,AbstractAction,1,void actionPerformed(ActionEvent e),False,NULL
0,AbstractAction,2,"void putValue(Object key, Object value)",False,NULL
0,AbstractAction,3,Object getValue(Object key),False,NULL
0,AbstractAction,4,void setEnabled(boolean b),True,Sets whether the Action is enabled.
0,AbstractAction,5,boolean isEnabled(),True,Returns true if the action is enabled.
1,AbstractButton,1,void setActionCommand(String actionCommand),True,Sets the action command for this button.
1,AbstractButton,2,String getActionCommand(),True,Returns the action command for this button.
1,AbstractButton,3,void setSelected(boolean b),True,Sets the state of the button.
1,AbstractButton,4,boolean isSelected(),True,Returns the state of the button.
1,AbstractButton,5,void setEnabled(boolean b),True,Enables (or disables) the button.
1,AbstractButton,6,boolean isEnabled(),False,NULL
1,AbstractButton,7,void setFocusPainted(boolean b),True,"Sets the paintFocus property, which must be true for the focus state to be painted."
1,AbstractButton,8,boolean isFocusPainted(),True,Gets the paintFocus property.
1,AbstractButton,9,void setContentAreaFilled(boolean b),True,Sets the contentAreaFilled property.
1,AbstractButton,10,boolean isContentAreaFilled(),True,Gets the contentAreaFilled property.
1,AbstractButton,11,void setBorderPainted(boolean b),True,Sets the borderPainted property.
1,AbstractButton,12,boolean isBorderPainted(),True,Gets the borderPainted property.
1,AbstractButton,13,void setMargin(Insets insets),True,Sets space for margin between the button's border and the label.
1,AbstractButton,14,Insets getMargin(),True,Returns the margin between the button's border and the label.
1,AbstractButton,15,void setText(String text),True,Sets the button's text.
1,AbstractButton,16,String getText(),True,Returns the button's text.
1,AbstractButton,17,void setIcon(Icon icon),True,Sets the button's default icon.
1,AbstractButton,18,Icon getIcon(),True,Returns the default icon.
1,AbstractButton,19,void setHorizontalTextPosition(int position),True,Sets the horizontal position of the text relative to the icon.
1,AbstractButton,20,int getHorizontalTextPosition(),True,Returns the horizontal position of the text relative to the icon.
1,AbstractButton,21,void setVerticalTextPosition(int position),True,Sets the vertical position of the text relative to the icon.
1,AbstractButton,22,int getVerticalTextPosition(),True,Returns the vertical position of the text relative to the icon.
1,AbstractButton,23,void setRolloverEnabled(boolean b),True,"Sets the rolloverEnabled property, which must be true for rollover effects to occur."
1,AbstractButton,24,boolean isRolloverEnabled(),True,Gets the rolloverEnabled property.
1,AbstractButton,25,void setRolloverIcon(Icon icon),True,Sets the rollover icon for the button.
1,AbstractButton,26,Icon getRolloverIcon(),True,Returns the rollover icon for the button.
1,AbstractButton,27,void setPressedIcon(Icon icon),True,Sets the pressed icon for the button.
1,AbstractButton,28,Icon getPressedIcon(),True,Returns the pressed icon for the button.
1,AbstractButton,29,void setDisabledIcon(Icon icon),True,Sets the disabled icon for the button.
1,AbstractButton,30,Icon getDisabledIcon(),True,Returns the icon used by the button when it's disabled.
1,AbstractButton,31,void setFocusIcon(Icon icon),False,NULL
1,AbstractButton,32,Icon getFocusIcon(),False,NULL
1,AbstractButton,33,void setSelectedIcon(Icon icon),True,Sets the selected icon for the button.
1,AbstractButton,34,Icon getSelectedIcon(),True,Returns the selected icon for the button.
1,AbstractButton,35,void setRolloverSelectedIcon(Icon icon),True,Sets the rollover selected icon for the button.
1,AbstractButton,36,Icon getRolloverSelectedIcon(),True,Returns the rollover selection icon for the button.
1,AbstractButton,37,void setPressedSelectedIcon(Icon icon),False,NULL
1,AbstractButton,38,Icon getPressedSelectedIcon(),False,NULL
1,AbstractButton,39,void setDisabledSelectedIcon(Icon icon),True,Sets the disabled selection icon for the button.
1,AbstractButton,40,Icon getDisabledSelectedIcon(),True,Returns the icon used by the button when it's disabled and selected.
1,AbstractButton,41,void setFocusSelectedIcon(Icon icon),False,NULL
1,AbstractButton,42,Icon getFocusSelectedIcon(),False,NULL
1,AbstractButton,43,void setRolloverEnabled(boolean b),True,"Sets the rolloverEnabled property, which must be true for rollover effects to occur."
1,AbstractButton,44,boolean isRolloverEnabled(),True,Gets the rolloverEnabled property.
1,AbstractButton,45,void setRolloverIcon(Icon icon),True,Sets the rollover icon for the button.
1,AbstractButton,46,Icon getRolloverIcon(),True,Returns the rollover icon for the button.
1,AbstractButton,47,void setPressedIcon(Icon icon),True,Sets the pressed icon for the button.
1,AbstractButton,48,Icon getPressedIcon(),True,Returns the pressed icon for the button.
1,AbstractButton,49,void setDisabledIcon(Icon icon),True,Sets the disabled icon for the button.
1,AbstractButton,50,Icon getDisabledIcon(),True,Returns the icon used by the button when it's disabled.
1,AbstractButton,51,void setFocusIcon(Icon icon),False,NULL
1,AbstractButton,52,Icon getFocusIcon(),False,NULL
1,AbstractButton,53,void setSelectedIcon(Icon icon),True,Sets the selected icon for the button.
1,AbstractButton,54,Icon getSelectedIcon(),True,Returns the selected icon for the button.
1,AbstractButton,55,void setRolloverSelectedIcon(Icon icon),True,Sets the rollover selected icon for the button.
1,AbstractButton,56,Icon getRolloverSelectedIcon(),True,Returns the rollover selection icon for the button.
1,AbstractButton,57,void setPressedSelectedIcon(Icon icon),False,NULL
1,AbstractButton,58,Icon getPressedSelectedIcon(),False,NULL
1,AbstractButton,59,void setDisabledSelectedIcon(Icon icon),True,Sets the disabled selection icon for the button.
1,AbstractButton,60,Icon getDisabledSelectedIcon(),True,Returns the icon used by the button when it's disabled and selected.
1,AbstractButton,61,void setFocusSelectedIcon(Icon icon),False,NULL
1,AbstractButton,62,Icon getFocusSelectedIcon(),False,NULL
1,AbstractButton,63,void setRolloverEnabled(boolean b),True,"Sets the rolloverEnabled property, which must be true for rollover effects to occur."
1,AbstractButton,64,boolean isRolloverEnabled(),True,Gets the rolloverEnabled property.
1,AbstractButton,65,void setRolloverIcon(Icon icon),True,Sets the rollover icon for the button.
1,AbstractButton,66,Icon getRolloverIcon(),True,Returns the rollover icon for the button.
1,AbstractButton,67,void setPressedIcon(Icon icon),True,Sets the pressed icon for the button.
1,AbstractButton,68,Icon getPressedIcon(),True,Returns the pressed icon for the button.
