ClassName,URL,Description
ArrayType,https://docs.oracle.com/javase/8/docs/api/javax/management/openmbean/ArrayType.html,The ArrayType class is the open type class whose instances describe all open data values which are n-dimensional arrays of open data values.
CompositeDataInvocationHandler,https://docs.oracle.com/javase/8/docs/api/javax/management/openmbean/CompositeDataInvocationHandler.html,An InvocationHandler that forwards getter methods to a CompositeData.
CompositeDataSupport,https://docs.oracle.com/javase/8/docs/api/javax/management/openmbean/CompositeDataSupport.html,The CompositeDataSupport class is the open data class which implements the CompositeData interface.
CompositeType,https://docs.oracle.com/javase/8/docs/api/javax/management/openmbean/CompositeType.html,The CompositeType class is the open type class whose instances describe the types of CompositeData values.
OpenMBeanAttributeInfoSupport,https://docs.oracle.com/javase/8/docs/api/javax/management/openmbean/OpenMBeanAttributeInfoSupport.html,Describes an attribute of an open MBean.
OpenMBeanConstructorInfoSupport,https://docs.oracle.com/javase/8/docs/api/javax/management/openmbean/OpenMBeanConstructorInfoSupport.html,Describes a constructor of an Open MBean.
OpenMBeanInfoSupport,https://docs.oracle.com/javase/8/docs/api/javax/management/openmbean/OpenMBeanInfoSupport.html,"The OpenMBeanInfoSupport class describes the management information of an open MBean: it is a subclass of MBeanInfo, and it implements the OpenMBeanInfo interface."
OpenMBeanOperationInfoSupport,https://docs.oracle.com/javase/8/docs/api/javax/management/openmbean/OpenMBeanOperationInfoSupport.html,Describes an operation of an Open MBean.
OpenMBeanParameterInfoSupport,https://docs.oracle.com/javase/8/docs/api/javax/management/openmbean/OpenMBeanParameterInfoSupport.html,Describes a parameter used in one or more operations or constructors of an open MBean.
OpenType,https://docs.oracle.com/javase/8/docs/api/javax/management/openmbean/OpenType.html,The OpenType class is the parent abstract class of all classes which describe the actual open type of open data values.
SimpleType,https://docs.oracle.com/javase/8/docs/api/javax/management/openmbean/SimpleType.html,"The SimpleType class is the open type class whose instances describe all open data values which are neither arrays, nor CompositeData values, nor TabularData values."
TabularDataSupport,https://docs.oracle.com/javase/8/docs/api/javax/management/openmbean/TabularDataSupport.html,"The TabularDataSupport class is the open data class which implements the TabularData and the Map interfaces, and which is internally based on a hash map data structure."
TabularType,https://docs.oracle.com/javase/8/docs/api/javax/management/openmbean/TabularType.html,The TabularType class is the open type class whose instances describe the types of TabularData values.
