Sample Number,ClassName,Snippet Number,Method,Exist,Description,Full Description
0,X500Principal,1,X500Principal(String name),False,,NULL
0,X500Principal,2,String getName(),True,Returns a string representation of the X.500 distinguished name using the format defined in RFC 2253.,"

getName
public String getName()
Returns a string representation of the X.500 distinguished name using
 the format defined in RFC 2253.

 This method is equivalent to calling
 getName(X500Principal.RFC2253).

Specified by:
getName in interface Principal
Returns:
the distinguished name of this X500Principal


"
0,X500Principal,3,boolean equals(Object obj),True,Compares the specified Object with this X500Principal for equality.,"

equals
public boolean equals(Object o)
Compares the specified Object with this
 X500Principal for equality.

  Specifically, this method returns true if
 the Object o is an X500Principal
 and if the respective canonical string representations
 (obtained via the getName(X500Principal.CANONICAL) method)
 of this object and o are equal.

  This implementation is compliant with the requirements of RFC 3280.

Specified by:
equals in interface Principal
Overrides:
equals in class Object
Parameters:
o - Object to be compared for equality with this
          X500Principal
Returns:
true if the specified Object is equal
          to this X500Principal, false otherwise
See Also:
Object.hashCode(), 
HashMap


"
0,X500Principal,4,int hashCode(),True,Return a hash code for this X500Principal.,"

hashCode
public int hashCode()
Return a hash code for this X500Principal.

  The hash code is calculated via:
 getName(X500Principal.CANONICAL).hashCode()

Specified by:
hashCode in interface Principal
Overrides:
hashCode in class Object
Returns:
a hash code for this X500Principal
See Also:
Object.equals(java.lang.Object), 
System.identityHashCode(java.lang.Object)


"
0,X500Principal,5,String toString(),True,Return a user-friendly string representation of this X500Principal.,"

toString
public String toString()
Return a user-friendly string representation of this
 X500Principal.

Specified by:
toString in interface Principal
Overrides:
toString in class Object
Returns:
a string representation of this X500Principal


"
1,X500PrivateCredential,1,"X500PrivateCredential(PrivateKey privateKey, X500Principal issuer)",False,,NULL
1,X500PrivateCredential,2,PrivateKey getPrivateKey(),True,Returns the PrivateKey.,"

getPrivateKey
public PrivateKey getPrivateKey()
Returns the PrivateKey.
 

Returns:
the PrivateKey


"
1,X500PrivateCredential,3,X500Principal getIssuer(),False,,NULL
1,X500PrivateCredential,4,void setPrivateKey(PrivateKey privateKey),False,,NULL
1,X500PrivateCredential,5,void setIssuer(X500Principal issuer),False,,NULL
