Sample Number,ClassName,Snippet Number,Method,Exist
0,CookieHolder,1,void _set_value(byte[] val),False
0,CookieHolder,2,byte[] _get_value(),False
0,CookieHolder,3,void _set_synchronization(int sync),False
0,CookieHolder,4,int _get_synchronization(),False
0,CookieHolder,5,void _set_priority(int pri),False
0,CookieHolder,6,int _get_priority(),False
0,CookieHolder,7,void _set_the_priority(int pri),False
0,CookieHolder,8,int _get_the_priority(),False
0,CookieHolder,9,void _set_the_value(byte[] val),False
0,CookieHolder,10,byte[] _get_the_value(),False
0,CookieHolder,11,void _set_the_synchronization(int sync),False
0,CookieHolder,12,int _get_the_synchronization(),False
