ClassName,Method,Return Type,Description
IIOImage,getMetadata(),IIOMetadata,"Returns a reference to the current IIOMetadata object, or null is none is set."
IIOImage,getNumThumbnails(),int,Returns the number of thumbnails stored in this IIOImage.
IIOImage,getRaster(),Raster,"Returns the currently set Raster, or null if only a RenderedImage is available."
IIOImage,getRenderedImage(),RenderedImage,"Returns the currently set RenderedImage, or null if only a Raster is available."
IIOImage,getThumbnail(int index),BufferedImage,Returns a thumbnail associated with the main image.
IIOImage,getThumbnails(),List<? extends BufferedImage>,"Returns the current List of thumbnail BufferedImages, or null if none is set."
IIOImage,hasRaster(),boolean,Returns true if this IIOImage stores a Raster rather than a RenderedImage.
IIOImage,setMetadata(IIOMetadata metadata),void,"Sets the IIOMetadata to a new object, or null."
IIOImage,setRaster(Raster raster),void,Sets the current Raster.
IIOImage,setRenderedImage(RenderedImage image),void,Sets the current RenderedImage.
IIOImage,setThumbnails(List<? extends BufferedImage> thumbnails),void,"Sets the list of thumbnails to a new List of BufferedImages, or to null."
IIOParam,activateController(),boolean,Activates the installed IIOParamController for this IIOParam object and returns the resulting value.
IIOParam,getController(),IIOParamController,Returns whatever IIOParamController is currently installed.
IIOParam,getDefaultController(),IIOParamController,"Returns the default IIOParamController, if there is one, regardless of the currently installed controller."
IIOParam,getDestinationOffset(),Point,Returns the offset in the destination image at which pixels are to be placed.
IIOParam,getDestinationType(),ImageTypeSpecifier,"Returns the type of image to be returned by the read, if one was set by a call to setDestination(ImageTypeSpecifier), as an ImageTypeSpecifier."
IIOParam,getSourceBands(),int[],Returns the set of of source bands to be used.
IIOParam,getSourceRegion(),Rectangle,Returns the source region to be used.
IIOParam,getSourceXSubsampling(),int,Returns the number of source columns to advance for each pixel.
IIOParam,getSourceYSubsampling(),int,Returns the number of rows to advance for each pixel.
IIOParam,getSubsamplingXOffset(),int,Returns the horizontal offset of the subsampling grid.
IIOParam,getSubsamplingYOffset(),int,Returns the vertical offset of the subsampling grid.
IIOParam,hasController(),boolean,Returns true if there is a controller installed for this IIOParam object.
IIOParam,setController(IIOParamController controller),void,"Sets the IIOParamController to be used to provide settings for this IIOParam object when the activateController method is called, overriding any default controller."
IIOParam,setDestinationOffset(Point destinationOffset),void,"Specifies the offset in the destination image at which future decoded pixels are to be placed, when reading, or where a region will be written, when writing."
IIOParam,setDestinationType(ImageTypeSpecifier destinationType),void,"Sets the desired image type for the destination image, using an ImageTypeSpecifier."
IIOParam,setSourceBands(int[] sourceBands),void,Sets the indices of the source bands to be used.
IIOParam,setSourceRegion(Rectangle sourceRegion),void,Sets the source region of interest.
IIOParam,"setSourceSubsampling(int sourceXSubsampling, int sourceYSubsampling, int subsamplingXOffset, int subsamplingYOffset)",void,Specifies a decimation subsampling to apply on I/O.
ImageIO,createImageInputStream(Object input),static ImageInputStream,Returns an ImageInputStream that will take its input from the given Object.
ImageIO,createImageOutputStream(Object output),static ImageOutputStream,Returns an ImageOutputStream that will send its output to the given Object.
ImageIO,getCacheDirectory(),static File,"Returns the current value set by setCacheDirectory, or null if no explicit setting has been made."
ImageIO,getImageReader(ImageWriter writer),static ImageReader,"Returns an ImageReadercorresponding to the given ImageWriter, if there is one, or null if the plug-in for this ImageWriter does not specify a corresponding ImageReader, or if the given ImageWriter is not registered."
ImageIO,getImageReaders(Object input),static Iterator<ImageReader>,"Returns an Iterator containing all currently registered ImageReaders that claim to be able to decode the supplied Object, typically an ImageInputStream."
ImageIO,getImageReadersByFormatName(String formatName),static Iterator<ImageReader>,Returns an Iterator containing all currently registered ImageReaders that claim to be able to decode the named format.
ImageIO,getImageReadersByMIMEType(String MIMEType),static Iterator<ImageReader>,Returns an Iterator containing all currently registered ImageReaders that claim to be able to decode files with the given MIME type.
ImageIO,getImageReadersBySuffix(String fileSuffix),static Iterator<ImageReader>,Returns an Iterator containing all currently registered ImageReaders that claim to be able to decode files with the given suffix.
ImageIO,"getImageTranscoders(ImageReader reader, ImageWriter writer)",static Iterator<ImageTranscoder>,Returns an Iterator containing all currently registered ImageTranscoders that claim to be able to transcode between the metadata of the given ImageReader and ImageWriter.
ImageIO,getImageWriter(ImageReader reader),static ImageWriter,"Returns an ImageWritercorresponding to the given ImageReader, if there is one, or null if the plug-in for this ImageReader does not specify a corresponding ImageWriter, or if the given ImageReader is not registered."
ImageIO,"getImageWriters(ImageTypeSpecifier type, String formatName)",static Iterator<ImageWriter>,Returns an Iterator containing all currently registered ImageWriters that claim to be able to encode images of the given layout (specified using an ImageTypeSpecifier) in the given format.
ImageIO,getImageWritersByFormatName(String formatName),static Iterator<ImageWriter>,Returns an Iterator containing all currently registered ImageWriters that claim to be able to encode the named format.
ImageIO,getImageWritersByMIMEType(String MIMEType),static Iterator<ImageWriter>,Returns an Iterator containing all currently registered ImageWriters that claim to be able to encode files with the given MIME type.
ImageIO,getImageWritersBySuffix(String fileSuffix),static Iterator<ImageWriter>,Returns an Iterator containing all currently registered ImageWriters that claim to be able to encode files with the given suffix.
ImageIO,getReaderFileSuffixes(),static String[],Returns an array of Strings listing all of the file suffixes associated with the formats understood by the current set of registered readers.
ImageIO,getReaderFormatNames(),static String[],Returns an array of Strings listing all of the informal format names understood by the current set of registered readers.
ImageIO,getReaderMIMETypes(),static String[],Returns an array of Strings listing all of the MIME types understood by the current set of registered readers.
ImageIO,getUseCache(),static boolean,"Returns the current value set by setUseCache, or true if no explicit setting has been made."
ImageIO,getWriterFileSuffixes(),static String[],Returns an array of Strings listing all of the file suffixes associated with the formats understood by the current set of registered writers.
ImageIO,getWriterFormatNames(),static String[],Returns an array of Strings listing all of the informal format names understood by the current set of registered writers.
ImageIO,getWriterMIMETypes(),static String[],Returns an array of Strings listing all of the MIME types understood by the current set of registered writers.
ImageIO,read(File input),static BufferedImage,Returns a BufferedImage as the result of decoding a supplied File with an ImageReader chosen automatically from among those currently registered.
ImageIO,read(ImageInputStream stream),static BufferedImage,Returns a BufferedImage as the result of decoding a supplied ImageInputStream with an ImageReader chosen automatically from among those currently registered.
ImageIO,read(InputStream input),static BufferedImage,Returns a BufferedImage as the result of decoding a supplied InputStream with an ImageReader chosen automatically from among those currently registered.
ImageIO,read(URL input),static BufferedImage,Returns a BufferedImage as the result of decoding a supplied URL with an ImageReader chosen automatically from among those currently registered.
ImageIO,scanForPlugins(),static void,"Scans for plug-ins on the application class path, loads their service provider classes, and registers a service provider instance for each one found with the IIORegistry."
ImageIO,setCacheDirectory(File cacheDirectory),static void,Sets the directory where cache files are to be created.
ImageIO,setUseCache(boolean useCache),static void,Sets a flag indicating whether a disk-based cache file should be used when creating ImageInputStreams and ImageOutputStreams.
ImageIO,"write(RenderedImage im, String formatName, File output)",static boolean,Writes an image using an arbitrary ImageWriter that supports the given format to a File.
ImageIO,"write(RenderedImage im, String formatName, ImageOutputStream output)",static boolean,Writes an image using the an arbitrary ImageWriter that supports the given format to an ImageOutputStream.
ImageIO,"write(RenderedImage im, String formatName, OutputStream output)",static boolean,Writes an image using an arbitrary ImageWriter that supports the given format to an OutputStream.
ImageReader,abort(),void,Requests that any current read operation be aborted.
ImageReader,abortRequested(),protected boolean,Returns true if a request to abort the current read operation has been made since the reader was instantiated or clearAbortRequest was called.
ImageReader,addIIOReadProgressListener(IIOReadProgressListener listener),void,Adds an IIOReadProgressListener to the list of registered progress listeners.
ImageReader,addIIOReadUpdateListener(IIOReadUpdateListener listener),void,Adds an IIOReadUpdateListener to the list of registered update listeners.
ImageReader,addIIOReadWarningListener(IIOReadWarningListener listener),void,Adds an IIOReadWarningListener to the list of registered warning listeners.
ImageReader,canReadRaster(),boolean,Returns true if this plug-in supports reading just a Raster of pixel data.
ImageReader,"checkReadParamBandSettings(ImageReadParam param, int numSrcBands, int numDstBands)",protected static void,A utility method that may be used by readers to test the validity of the source and destination band settings of an ImageReadParam.
ImageReader,clearAbortRequest(),protected void,Clears any previous abort request.
ImageReader,"computeRegions(ImageReadParam param, int srcWidth, int srcHeight, BufferedImage image, Rectangle srcRegion, Rectangle destRegion)",protected static void,"Computes the source region of interest and the destination region of interest, taking the width and height of the source image, an optional destination image, and an optional ImageReadParam into account."
ImageReader,dispose(),void,Allows any resources held by this object to be released.
ImageReader,getAspectRatio(int imageIndex),float,"Returns the aspect ratio of the given image (that is, its width divided by its height) as a float."
ImageReader,getAvailableLocales(),Locale[],Returns an array of Locales that may be used to localize warning listeners and compression settings.
ImageReader,getDefaultReadParam(),ImageReadParam,Returns a default ImageReadParam object appropriate for this format.
ImageReader,"getDestination(ImageReadParam param, Iterator<ImageTypeSpecifier> imageTypes, int width, int height)",protected static BufferedImage,Returns the BufferedImage to which decoded pixel data should be written.
ImageReader,getFormatName(),String,Returns a String identifying the format of the input source.
ImageReader,getHeight(int imageIndex),abstract int,Returns the height in pixels of the given image within the input source.
ImageReader,getImageMetadata(int imageIndex),abstract IIOMetadata,"Returns an IIOMetadata object containing metadata associated with the given image, or null if the reader does not support reading metadata, is set to ignore metadata, or if no metadata is available."
ImageReader,"getImageMetadata(int imageIndex, String formatName, Set<String> nodeNames)",IIOMetadata,"Returns an IIOMetadata object representing the metadata associated with the given image, or null if the reader does not support reading metadata or none is available."
ImageReader,getImageTypes(int imageIndex),abstract Iterator<ImageTypeSpecifier>,"Returns an Iterator containing possible image types to which the given image may be decoded, in the form of ImageTypeSpecifierss."
ImageReader,getInput(),Object,Returns the ImageInputStream or other Object previously set as the input source.
ImageReader,getLocale(),Locale,"Returns the currently set Locale, or null if none has been set."
ImageReader,getMinIndex(),int,"Returns the lowest valid index for reading an image, thumbnail, or image metadata."
ImageReader,getNumImages(boolean allowSearch),abstract int,"Returns the number of images, not including thumbnails, available from the current input source."
ImageReader,getNumThumbnails(int imageIndex),int,Returns the number of thumbnail preview images associated with the given image.
ImageReader,getOriginatingProvider(),ImageReaderSpi,Returns the ImageReaderSpi that was passed in on the constructor.
