ClassName,Method,Return Type,Description
Date,getHours(),int,Deprecated.
Date,getMinutes(),int,Deprecated.
Date,getSeconds(),int,Deprecated.
Date,setHours(int i),void,Deprecated.
Date,setMinutes(int i),void,Deprecated.
Date,setSeconds(int i),void,Deprecated.
Date,setTime(long date),void,Sets an existing Date object using the given milliseconds time value.
Date,toInstant(),Instant,This method always throws an UnsupportedOperationException and should not be used because SQL Date values do not have a time component.
Date,toLocalDate(),LocalDate,Converts this Date object to a LocalDate
Date,toString(),String,Formats a date in the date escape format yyyy-mm-dd.
Date,valueOf(LocalDate date),static Date,"Obtains an instance of Date from a LocalDate object with the same year, month and day of month value as the given LocalDate."
Date,valueOf(String s),static Date,Converts a string in JDBC date escape format to a Date value.
DriverManager,deregisterDriver(Driver driver),static void,Removes the specified driver from the DriverManager's list of registered drivers.
DriverManager,getConnection(String url),static Connection,Attempts to establish a connection to the given database URL.
DriverManager,"getConnection(String url, Properties info)",static Connection,Attempts to establish a connection to the given database URL.
DriverManager,"getConnection(String url, String user, String password)",static Connection,Attempts to establish a connection to the given database URL.
DriverManager,getDriver(String url),static Driver,Attempts to locate a driver that understands the given URL.
DriverManager,getDrivers(),static Enumeration<Driver>,Retrieves an Enumeration with all of the currently loaded JDBC drivers to which the current caller has access.
DriverManager,getLoginTimeout(),static int,Gets the maximum time in seconds that a driver can wait when attempting to log in to a database.
DriverManager,getLogStream(),static PrintStream,Deprecated. Use getLogWriter
DriverManager,getLogWriter(),static PrintWriter,Retrieves the log writer.
DriverManager,println(String message),static void,Prints a message to the current JDBC log stream.
DriverManager,registerDriver(Driver driver),static void,Registers the given driver with the DriverManager.
DriverManager,"registerDriver(Driver driver, DriverAction da)",static void,Registers the given driver with the DriverManager.
DriverManager,setLoginTimeout(int seconds),static void,Sets the maximum time in seconds that a driver will wait while attempting to connect to a database once the driver has been identified.
DriverManager,setLogStream(PrintStream out),static void,Deprecated. Use setLogWriter
DriverManager,setLogWriter(PrintWriter out),static void,Sets the logging/tracing PrintWriter object that is used by the DriverManager and all drivers.
Time,getDate(),int,Deprecated.
Time,getDay(),int,Deprecated.
Time,getMonth(),int,Deprecated.
Time,getYear(),int,Deprecated.
Time,setDate(int i),void,Deprecated.
Time,setMonth(int i),void,Deprecated.
Time,setTime(long time),void,Sets a Time object using a milliseconds time value.
Time,setYear(int i),void,Deprecated.
Time,toInstant(),Instant,This method always throws an UnsupportedOperationException and should not be used because SQL Time values do not have a date component.
Time,toLocalTime(),LocalTime,Converts this Time object to a LocalTime.
Time,toString(),String,Formats a time in JDBC time escape format.
Time,valueOf(LocalTime time),static Time,"Obtains an instance of Time from a LocalTime object with the same hour, minute and second time value as the given LocalTime."
Time,valueOf(String s),static Time,Converts a string in JDBC time escape format to a Time value.
Timestamp,after(Timestamp ts),boolean,Indicates whether this Timestamp object is later than the given Timestamp object.
Timestamp,before(Timestamp ts),boolean,Indicates whether this Timestamp object is earlier than the given Timestamp object.
Timestamp,compareTo(Date o),int,Compares this Timestamp object to the given Date object.
Timestamp,compareTo(Timestamp ts),int,Compares this Timestamp object to the given Timestamp object.
Timestamp,equals(Object ts),boolean,Tests to see if this Timestamp object is equal to the given object.
Timestamp,equals(Timestamp ts),boolean,Tests to see if this Timestamp object is equal to the given Timestamp object.
Timestamp,from(Instant instant),static Timestamp,Obtains an instance of Timestamp from an Instant object.
Timestamp,getNanos(),int,Gets this Timestamp object's nanos value.
Timestamp,getTime(),long,"Returns the number of milliseconds since January 1, 1970, 00:00:00 GMT represented by this Timestamp object."
Timestamp,hashCode(),int,Returns a hash code value for this object.
Timestamp,setNanos(int n),void,Sets this Timestamp object's nanos field to the given value.
Timestamp,setTime(long time),void,"Sets this Timestamp object to represent a point in time that is time milliseconds after January 1, 1970 00:00:00 GMT."
Timestamp,toInstant(),Instant,Converts this Timestamp object to an Instant.
Timestamp,toLocalDateTime(),LocalDateTime,Converts this Timestamp object to a LocalDateTime.
Timestamp,toString(),String,Formats a timestamp in JDBC timestamp escape format.
Timestamp,valueOf(LocalDateTime dateTime),static Timestamp,"Obtains an instance of Timestamp from a LocalDateTime object, with the same year, month, day of month, hours, minutes, seconds and nanos date-time value as the provided LocalDateTime."
Timestamp,valueOf(String s),static Timestamp,Converts a String object in JDBC timestamp escape format to a Timestamp value.
