Sample Number,ClassName,Snippet Number,Method,Exist,Description
0,AbstractAction,1,Object getValue(String key),True
0,AbstractAction,2,"void putValue(String key, Object value)",True
0,AbstractAction,3,void actionPerformed(ActionEvent e),False
0,AbstractAction,4,void setEnabled(boolean newValue),True
0,AbstractAction,5,void setEnabled(boolean enabled),True
1,AbstractButton,1,void setMnemonic(int mnemonic),True
1,AbstractButton,2,void setActionCommand(String command),True
1,AbstractButton,3,void setBorderPainted(boolean b),True
1,AbstractButton,4,void setFocusPainted(boolean b),True
1,AbstractButton,5,void setRolloverEnabled(boolean b),True
2,AbstractCellEditor,1,Object getCellEditorValue(),False
2,AbstractCellEditor,2,boolean stopCellEditing(),True
2,AbstractCellEditor,3,void cancelCellEditing(),True
2,AbstractCellEditor,4,Component getComponent(),False
2,AbstractCellEditor,5,boolean isCellEditable(EventObject anEvent),True
3,AbstractListModel,1,int getSize(),False
3,AbstractListModel,2,Object getElementAt(int index),False
3,AbstractListModel,3,void addElement(Object element),False
3,AbstractListModel,4,"void insertElementAt(Object element, int index)",False
3,AbstractListModel,5,void removeElement(Object element),False
4,AbstractSpinnerModel,1,Object getNextValue(),False
4,AbstractSpinnerModel,2,Object getPreviousValue(),False
4,AbstractSpinnerModel,3,void setValue(Object value),False
4,AbstractSpinnerModel,4,void setMinimum(Object minimum),False
4,AbstractSpinnerModel,5,void setMaximum(Object maximum),False
5,ActionMap,1,"void put(Object key, Action action)",True
5,ActionMap,2,Action get(Object key),True
5,ActionMap,3,void remove(Object key),True
5,ActionMap,4,void clear(),True
5,ActionMap,5,int size(),True
6,BorderFactory,1,"javax.swing.border.Border createEmptyBorder(int top, int left, int bottom, int right)",False
6,BorderFactory,2,javax.swing.border.Border createLineBorder(java.awt.Color color),False
6,BorderFactory,3,"javax.swing.border.Border createMatteBorder(int top, int left, int bottom, int right, java.awt.Image tileIcon)",False
6,BorderFactory,4,javax.swing.border.Border createEtchedBorder(),False
6,BorderFactory,5,"javax.swing.border.Border createCompoundBorder(javax.swing.border.Border outsideBorder, javax.swing.border.Border insideBorder)",False
7,Box,1,void add(Component comp),False
7,Box,2,void addGlue(),False
7,Box,3,void addStrut(int width),False
7,Box,4,void createHorizontalGlue(),False
7,Box,5,void createVerticalGlue(),False
8,Box.Filler,1,Dimension getPreferredSize(),False
8,Box.Filler,2,"void changeShape(Dimension min, Dimension pref, Dimension max)",True
8,Box.Filler,3,void changeShape(Dimension size),False
8,Box.Filler,4,void setSpring(int s),False
8,Box.Filler,5,void setAlignmentX(float alignmentX),False
9,BoxLayout,1,void setAxis(int axis),False
9,BoxLayout,2,void addLayoutComponent(Component comp),False
9,BoxLayout,3,"void addLayoutComponent(Component comp, Object constraints)",True
9,BoxLayout,4,void removeLayoutComponent(Component comp),True
9,BoxLayout,5,Dimension preferredLayoutSize(Container target),True
10,ButtonGroup,1,void add(AbstractButton b),True
10,ButtonGroup,2,Enumeration<AbstractButton> getElements(),True
10,ButtonGroup,3,AbstractButton getSelection(),False
10,ButtonGroup,4,"void setSelected(AbstractButton b, boolean selected)",False
10,ButtonGroup,5,void clearSelection(),True
11,CellRendererPane,1,void paintComponent(Graphics g),False
11,CellRendererPane,2,void invalidate(),True
11,CellRendererPane,3,void add(Component comp),False
11,CellRendererPane,4,void remove(Component comp),False
11,CellRendererPane,5,Component getComponent(int n),False
12,ComponentInputMap,1,"void put(KeyStroke keyStroke, Object actionMapKey)",True
12,ComponentInputMap,2,void remove(KeyStroke key),True
12,ComponentInputMap,3,void clear(),True
12,ComponentInputMap,4,Object get(KeyStroke keyStroke),False
12,ComponentInputMap,5,KeyStroke[] keys(),False
13,DebugGraphics,1,void setDebugOptions(int options),True
13,DebugGraphics,2,int getDebugOptions(),True
13,DebugGraphics,3,void setFlashColor(Color c),True
13,DebugGraphics,4,Color getFlashColor(),False
13,DebugGraphics,5,void flash(Rectangle r),False
14,DefaultBoundedRangeModel,1,int getExtent(),True
14,DefaultBoundedRangeModel,2,int getValue(),True
14,DefaultBoundedRangeModel,3,int getMinimum(),True
14,DefaultBoundedRangeModel,4,int getMaximum(),True
14,DefaultBoundedRangeModel,5,"void setRangeProperties(int value, int extent, int min, int max, boolean adjusting)",True
15,DefaultButtonModel,1,void setArmed(boolean b),True
15,DefaultButtonModel,2,void setPressed(boolean b),True
15,DefaultButtonModel,3,void setRollover(boolean b),True
15,DefaultButtonModel,4,void setMnemonic(int key),True
15,DefaultButtonModel,5,void setActionCommand(String actionCommand),True
16,DefaultCellEditor,1,Object getCellEditorValue(),True
16,DefaultCellEditor,2,Component getComponent(),True
16,DefaultCellEditor,3,void setClickCountToStart(int count),True
16,DefaultCellEditor,4,void setClickCountToStart(int count),True
16,DefaultCellEditor,5,void setClickCountToStart(int count),True
17,DefaultComboBoxModel,1,void removeAllElements(),True
17,DefaultComboBoxModel,2,void removeElement(Object anObject),True
17,DefaultComboBoxModel,3,"void insertElementAt(Object anObject, int index)",False
17,DefaultComboBoxModel,4,Object getElementAt(int index),False
17,DefaultComboBoxModel,5,int getSize(),True
18,DefaultDesktopManager,1,void activateFrame(JInternalFrame f),True
18,DefaultDesktopManager,2,void closeFrame(JInternalFrame f),True
18,DefaultDesktopManager,3,void deiconifyFrame(JInternalFrame f),True
18,DefaultDesktopManager,4,void iconifyFrame(JInternalFrame f),True
18,DefaultDesktopManager,5,void openFrame(JInternalFrame f),True
19,DefaultFocusManager,1,void focusNextComponent(Component aComponent),False
19,DefaultFocusManager,2,void focusPreviousComponent(Component aComponent),False
19,DefaultFocusManager,3,void upFocusCycle(Component aComponent),False
19,DefaultFocusManager,4,void downFocusCycle(Container aContainer),False
19,DefaultFocusManager,5,"void processKeyEvent(Component aComponent, KeyEvent keyEvent)",False
20,DefaultListCellRenderer,1,"Component getListCellRendererComponent(JList list, Object value, int index, boolean isSelected, boolean cellHasFocus)",False
20,DefaultListCellRenderer,2,void setValue(Object value),False
20,DefaultListCellRenderer,3,void setIcon(Icon icon),False
20,DefaultListCellRenderer,4,void setText(String text),False
20,DefaultListCellRenderer,5,void setBackground(Color color),False
21,DefaultListCellRenderer.UIResource,1,void installUI(JComponent c),False
21,DefaultListCellRenderer.UIResource,2,void uninstallUI(JComponent c),False
21,DefaultListCellRenderer.UIResource,3,void updateUI(),False
