Sample Number,ClassName,Snippet Number,Method,Exist,Description
0,BMPImageWriteParam,1,void setCompressionType(String compressionType),False,NULL
0,BMPImageWriteParam,2,void setBMPCompression(boolean bmpCompression),False,NULL
0,BMPImageWriteParam,3,void setBMPPad(boolean bmpPad),False,NULL
0,BMPImageWriteParam,4,void setBMPPadValue(int bmpPadValue),False,NULL
0,BMPImageWriteParam,5,void setBMPV4Compression(boolean bmpV4Compression),False,NULL
0,BMPImageWriteParam,6,void setBMPV5Compression(boolean bmpV5Compression),False,NULL
0,BMPImageWriteParam,7,void setBMPV6Compression(boolean bmpV6Compression),False,NULL
0,BMPImageWriteParam,8,void setBMPV7Compression(boolean bmpV7Compression),False,NULL
0,BMPImageWriteParam,9,void setBMPV8Compression(boolean bmpV8Compression),False,NULL
0,BMPImageWriteParam,10,void setBMPV9Compression(boolean bmpV9Compression),False,NULL
0,BMPImageWriteParam,11,void setBMPV10Compression(boolean bmpV10Compression),False,NULL
0,BMPImageWriteParam,12,void setBMPV11Compression(boolean bmpV11Compression),False,NULL
0,BMPImageWriteParam,13,void setBMPV12Compression(boolean bmpV12Compression),False,NULL
0,BMPImageWriteParam,14,void setBMPV13Compression(boolean bmpV13Compression),False,NULL
0,BMPImageWriteParam,15,void setBMPV14Compression(boolean bmpV14Compression),False,NULL
0,BMPImageWriteParam,16,void setBMPV15Compression(boolean bmpV15Compression),False,NULL
0,BMPImageWriteParam,17,void setBMPV16Compression(boolean bmpV16Compression),False,NULL
0,BMPImageWriteParam,18,void setBMPV17Compression(boolean bmpV17Compression),False,NULL
0,BMPImageWriteParam,19,void setBMPV18Compression(boolean bmpV18Compression),False,NULL
0,BMPImageWriteParam,20,void setBMPV19Compression(boolean bmpV19Compression),False,NULL
0,BMPImageWriteParam,21,void setBMPV20Compression(boolean bmpV20Compression),False,NULL
0,BMPImageWriteParam,22,void setBMPV21Compression(boolean bmpV21Compression),False,NULL
0,BMPImageWriteParam,23,void setBMPV22Compression(boolean bmpV22Compression),False,NULL
0,BMPImageWriteParam,24,void setBMPV23Compression(boolean bmpV23Compression),False,NULL
0,BMPImageWriteParam,25,void setBMPV24Compression(boolean bmpV24Compression),False,NULL
0,BMPImageWriteParam,26,void setBMPV25Compression(boolean bmpV25Compression),False,NULL
0,BMPImageWriteParam,27,void setBMPV26Compression(boolean bmpV26Compression),False,NULL
0,BMPImageWriteParam,28,void setBMPV27Compression(boolean bmpV27Compression),False,NULL
0,BMPImageWriteParam,29,void setBMPV28Compression(boolean bmpV28Compression),False,NULL
0,BMPImageWriteParam,30,void setBMPV29Compression(boolean bmpV29Compression),False,NULL
0,BMPImageWriteParam,31,void setBMPV30Compression(boolean bmpV30Compression),False,NULL
0,BMPImageWriteParam,32,void setBMPV31Compression(boolean bmpV31Compression),False,NULL
0,BMPImageWriteParam,33,void setBMPV32Compression(boolean bmpV32Compression),False,NULL
0,BMPImageWriteParam,34,void setBMPV33Compression(boolean bmpV33Compression),False,NULL
0,BMPImageWriteParam,35,void setBMPV34Compression(boolean bmpV34Compression),False,NULL
0,BMPImageWriteParam,36,void setBMPV35Compression(boolean bmpV35Compression),False,NULL
0,BMPImageWriteParam,37,void setBMPV36Compression(boolean bmpV36Compression),False,NULL
0,BMPImageWriteParam,38,void setBMPV37Compression(boolean bmpV37Compression),False,NULL
0,BMPImageWriteParam,39,void setBMPV38Compression(boolean bmpV38Compression),False,NULL
0,BMPImageWriteParam,40,void setBMPV39Compression(boolean bmpV39Compression),False,NULL
0,BMPImageWriteParam,41,void setBMPV40Compression(boolean bmpV40Compression),False,NULL
0,BMPImageWriteParam,42,void setBMPV41Compression(boolean bmpV41Compression),False,NULL
0,BMPImageWriteParam,43,void setBMPV42Compression(boolean bmpV42Compression),False,NULL
0,BMPImageWriteParam,44,void setBMPV43Compression(boolean bmpV43Compression),False,NULL
0,BMPImageWriteParam,45,void setBMPV44Compression(boolean bmpV44Compression),False,NULL
0,BMPImageWriteParam,46,void setBMPV45Compression(boolean bmpV45Compression),False,NULL
0,BMPImageWriteParam,47,void setBMPV46Compression(boolean bmpV46Compression),False,NULL
0,BMPImageWriteParam,48,void setBMPV47Compression(boolean bmpV47Compression),False,NULL
0,BMPImageWriteParam,49,void setBMPV48Compression(boolean bmpV48Compression),False,NULL
0,BMPImageWriteParam,50,void setBMPV49Compression(boolean bmpV49Compression),False,NULL
