ClassName,Method,Return Type,Description
ServerSocketFactory,createServerSocket(),ServerSocket,Returns an unbound server socket.
ServerSocketFactory,createServerSocket(int port),abstract ServerSocket,Returns a server socket bound to the specified port.
ServerSocketFactory,"createServerSocket(int port, int backlog)",abstract ServerSocket,"Returns a server socket bound to the specified port, and uses the specified connection backlog."
ServerSocketFactory,"createServerSocket(int port, int backlog, InetAddress ifAddress)",abstract ServerSocket,"Returns a server socket bound to the specified port, with a specified listen backlog and local IP."
ServerSocketFactory,getDefault(),static ServerSocketFactory,Returns a copy of the environment's default socket factory.
SocketFactory,createSocket(),Socket,Creates an unconnected socket.
SocketFactory,"createSocket(InetAddress host, int port)",abstract Socket,Creates a socket and connects it to the specified port number at the specified address.
SocketFactory,"createSocket(InetAddress address, int port, InetAddress localAddress, int localPort)",abstract Socket,Creates a socket and connect it to the specified remote address on the specified remote port.
SocketFactory,"createSocket(String host, int port)",abstract Socket,Creates a socket and connects it to the specified remote host at the specified remote port.
SocketFactory,"createSocket(String host, int port, InetAddress localHost, int localPort)",abstract Socket,Creates a socket and connects it to the specified remote host on the specified remote port.
SocketFactory,getDefault(),static SocketFactory,Returns a copy of the environment's default socket factory.
