Sample Number,ClassName,Snippet Number,Method,Exist,Description
0,MultiButtonUI,1,void installDefaults(JComponent c),False,NULL
0,MultiButtonUI,2,void uninstallDefaults(JComponent c),False,NULL
0,MultiButtonUI,3,"void installColorsAndFont(JComponent c, JComponent.BaselineResizeBehavior baselineResizeBehavior)",False,NULL
0,MultiButtonUI,4,void uninstallColorsAndFont(JComponent c),False,NULL
0,MultiButtonUI,5,void installFocus(JComponent c),False,NULL
0,MultiButtonUI,6,void uninstallFocus(JComponent c),False,NULL
0,MultiButtonUI,7,"void installProperties(JComponent c, JComponent.BaselineResizeBehavior baselineResizeBehavior)",False,NULL
0,MultiButtonUI,8,void uninstallProperties(JComponent c),False,NULL
0,MultiButtonUI,9,void installDimension(JComponent c),False,NULL
0,MultiButtonUI,10,void uninstallDimension(JComponent c),False,NULL
0,MultiButtonUI,11,void installIcon(JComponent c),False,NULL
0,MultiButtonUI,12,void uninstallIcon(JComponent c),False,NULL
0,MultiButtonUI,13,void installText(JComponent c),False,NULL
0,MultiButtonUI,14,void uninstallText(JComponent c),False,NULL
0,MultiButtonUI,15,void installMargin(JComponent c),False,NULL
0,MultiButtonUI,16,void uninstallMargin(JComponent c),False,NULL
0,MultiButtonUI,17,void installBorder(JComponent c),False,NULL
0,MultiButtonUI,18,void uninstallBorder(JComponent c),False,NULL
0,MultiButtonUI,19,void installPainting(JComponent c),False,NULL
0,MultiButtonUI,20,void uninstallPainting(JComponent c),False,NULL
1,MultiColorChooserUI,1,void installDefaults(JComponent c),False,NULL
1,MultiColorChooserUI,2,void uninstallDefaults(JComponent c),False,NULL
1,MultiColorChooserUI,3,void installColors(JColorChooser c),False,NULL
1,MultiColorChooserUI,4,void uninstallColors(JColorChooser c),False,NULL
1,MultiColorChooserUI,5,void installUI(JComponent c),True,Invokes the installUI method on each UI handled by this object.
1,MultiColorChooserUI,6,void uninstallUI(JComponent c),True,Invokes the uninstallUI method on each UI handled by this object.
1,MultiColorChooserUI,7,void installComponents(JComponent c),False,NULL
1,MultiColorChooserUI,8,void uninstallComponents(JComponent c),False,NULL
1,MultiColorChooserUI,9,void installChooser(JColorChooser c),False,NULL
1,MultiColorChooserUI,10,void uninstallChooser(JColorChooser c),False,NULL
1,MultiColorChooserUI,11,void installColorChooser(JColorChooser c),False,NULL
