ClassName,Method,Return Type,Description,Full Description
FormatMismatchHelper,extract(Any a),static FormatMismatch,NULL,"

extract
public static FormatMismatch extract(Any a)

"
FormatMismatchHelper,id(),static String,NULL,"

id
public static String id()

"
FormatMismatchHelper,"insert(Any a, FormatMismatch that)",static void,NULL,"

insert
public static void insert(Any a,
                          FormatMismatch that)

"
FormatMismatchHelper,read(InputStream istream),static FormatMismatch,NULL,"

read
public static FormatMismatch read(InputStream istream)

"
FormatMismatchHelper,type(),static TypeCode,NULL,"

type
public static TypeCode type()

"
FormatMismatchHelper,"write(OutputStream ostream, FormatMismatch value)",static void,NULL,"

write
public static void write(OutputStream ostream,
                         FormatMismatch value)

"
InvalidTypeForEncodingHelper,extract(Any a),static InvalidTypeForEncoding,NULL,"

extract
public static InvalidTypeForEncoding extract(Any a)

"
InvalidTypeForEncodingHelper,id(),static String,NULL,"

id
public static String id()

"
InvalidTypeForEncodingHelper,"insert(Any a, InvalidTypeForEncoding that)",static void,NULL,"

insert
public static void insert(Any a,
                          InvalidTypeForEncoding that)

"
InvalidTypeForEncodingHelper,read(InputStream istream),static InvalidTypeForEncoding,NULL,"

read
public static InvalidTypeForEncoding read(InputStream istream)

"
InvalidTypeForEncodingHelper,type(),static TypeCode,NULL,"

type
public static TypeCode type()

"
InvalidTypeForEncodingHelper,"write(OutputStream ostream, InvalidTypeForEncoding value)",static void,NULL,"

write
public static void write(OutputStream ostream,
                         InvalidTypeForEncoding value)

"
TypeMismatchHelper,extract(Any a),static TypeMismatch,NULL,"

extract
public static TypeMismatch extract(Any a)

"
TypeMismatchHelper,id(),static String,NULL,"

id
public static String id()

"
TypeMismatchHelper,"insert(Any a, TypeMismatch that)",static void,NULL,"

insert
public static void insert(Any a,
                          TypeMismatch that)

"
TypeMismatchHelper,read(InputStream istream),static TypeMismatch,NULL,"

read
public static TypeMismatch read(InputStream istream)

"
TypeMismatchHelper,type(),static TypeCode,NULL,"

type
public static TypeCode type()

"
TypeMismatchHelper,"write(OutputStream ostream, TypeMismatch value)",static void,NULL,"

write
public static void write(OutputStream ostream,
                         TypeMismatch value)

"
