ClassName,Method,Return Type,Description,Full Description
AbstractInterruptibleChannel,begin(),protected void,Marks the beginning of an I/O operation that might block indefinitely.,"

begin
protected final void begin()
Marks the beginning of an I/O operation that might block indefinitely.

  This method should be invoked in tandem with the end
 method, using a try ... finally block as
 shown above, in order to implement asynchronous
 closing and interruption for this channel.  

"
AbstractInterruptibleChannel,close(),void,Closes this channel.,"

close
public final void close()
                 throws IOException
Closes this channel.

  If the channel has already been closed then this method returns
 immediately.  Otherwise it marks the channel as closed and then invokes
 the implCloseChannel method in order to
 complete the close operation.  

Specified by:
close in interface Closeable
Specified by:
close in interface AutoCloseable
Specified by:
close in interface Channel
Specified by:
close in interface InterruptibleChannel
Throws:
IOException - If an I/O error occurs


"
AbstractInterruptibleChannel,end(boolean completed),protected void,Marks the end of an I/O operation that might block indefinitely.,"

end
protected final void end(boolean completed)
                  throws AsynchronousCloseException
Marks the end of an I/O operation that might block indefinitely.

  This method should be invoked in tandem with the begin method, using a try ... finally block
 as shown above, in order to implement asynchronous
 closing and interruption for this channel.  

Parameters:
completed - true if, and only if, the I/O operation completed
         successfully, that is, had some effect that would be visible to
         the operation's invoker
Throws:
AsynchronousCloseException - If the channel was asynchronously closed
ClosedByInterruptException - If the thread blocked in the I/O operation was interrupted


"
AbstractInterruptibleChannel,implCloseChannel(),protected abstract void,Closes this channel.,"

implCloseChannel
protected abstract void implCloseChannel()
                                  throws IOException
Closes this channel.

  This method is invoked by the close method in order
 to perform the actual work of closing the channel.  This method is only
 invoked if the channel has not yet been closed, and it is never invoked
 more than once.

  An implementation of this method must arrange for any other thread
 that is blocked in an I/O operation upon this channel to return
 immediately, either by throwing an exception or by returning normally.
 

Throws:
IOException - If an I/O error occurs while closing the channel


"
AbstractInterruptibleChannel,isOpen(),boolean,Tells whether or not this channel is open.,"

isOpen
public final boolean isOpen()
Description copied from interface: Channel
Tells whether or not this channel is open.

Specified by:
isOpen in interface Channel
Returns:
true if, and only if, this channel is open


"
AbstractSelectableChannel,blockingLock(),Object,Retrieves the object upon which the configureBlocking and register methods synchronize.,"

blockingLock
public final Object blockingLock()
Description copied from class: SelectableChannel
Retrieves the object upon which the configureBlocking and register methods synchronize.
 This is often useful in the implementation of adaptors that require a
 specific blocking mode to be maintained for a short period of time.

Specified by:
blockingLock in class SelectableChannel
Returns:
The blocking-mode lock object


"
AbstractSelectableChannel,configureBlocking(boolean block),SelectableChannel,Adjusts this channel's blocking mode.,"

configureBlocking
public final SelectableChannel configureBlocking(boolean block)
                                          throws IOException
Adjusts this channel's blocking mode.

  If the given blocking mode is different from the current blocking
 mode then this method invokes the implConfigureBlocking method, while holding the appropriate locks, in
 order to change the mode.  

Specified by:
configureBlocking in class SelectableChannel
Parameters:
block - If true then this channel will be placed in
                blocking mode; if false then it will be placed
                non-blocking mode
Returns:
This selectable channel
Throws:
ClosedChannelException - If this channel is closed
IOException - If an I/O error occurs


"
AbstractSelectableChannel,implCloseChannel(),protected void,Closes this channel.,"

implCloseChannel
protected final void implCloseChannel()
                               throws IOException
Closes this channel.

  This method, which is specified in the AbstractInterruptibleChannel class and is invoked by the close method, in turn invokes the
 implCloseSelectableChannel method in
 order to perform the actual work of closing this channel.  It then
 cancels all of this channel's keys.  

Specified by:
implCloseChannel in class AbstractInterruptibleChannel
Throws:
IOException - If an I/O error occurs while closing the channel


"
AbstractSelectableChannel,implCloseSelectableChannel(),protected abstract void,Closes this selectable channel.,"

implCloseSelectableChannel
protected abstract void implCloseSelectableChannel()
                                            throws IOException
Closes this selectable channel.

  This method is invoked by the close method in order to perform the actual work of closing the
 channel.  This method is only invoked if the channel has not yet been
 closed, and it is never invoked more than once.

  An implementation of this method must arrange for any other thread
 that is blocked in an I/O operation upon this channel to return
 immediately, either by throwing an exception or by returning normally.
 

Throws:
IOException - If an I/O error occurs


"
AbstractSelectableChannel,implConfigureBlocking(boolean block),protected abstract void,Adjusts this channel's blocking mode.,"

implConfigureBlocking
protected abstract void implConfigureBlocking(boolean block)
                                       throws IOException
Adjusts this channel's blocking mode.

  This method is invoked by the configureBlocking method in order to perform the actual work of
 changing the blocking mode.  This method is only invoked if the new mode
 is different from the current mode.  

Parameters:
block - If true then this channel will be placed in
                blocking mode; if false then it will be placed
                non-blocking mode
Throws:
IOException - If an I/O error occurs


"
AbstractSelectableChannel,isBlocking(),boolean,Tells whether or not every I/O operation on this channel will block until it completes.,"

isBlocking
public final boolean isBlocking()
Description copied from class: SelectableChannel
Tells whether or not every I/O operation on this channel will block
 until it completes.  A newly-created channel is always in blocking mode.

  If this channel is closed then the value returned by this method is
 not specified. 

Specified by:
isBlocking in class SelectableChannel
Returns:
true if, and only if, this channel is in blocking mode


"
