FileName,UsedPackage
ActionEvent_2,True
ActionEvent_3,True
ActionEvent_4,True
ComponentAdapter_1,True
ComponentAdapter_2,True
ComponentAdapter_3,True
ComponentAdapter_4,True
ContainerAdapter_1,True
ContainerAdapter_2,True
ContainerEvent_4,True
FocusAdapter_1,True
FocusAdapter_2,True
FocusEvent_1,True
FocusEvent_2,True
FocusEvent_4,True
HierarchyBoundsAdapter_1,True
HierarchyBoundsAdapter_2,True
HierarchyBoundsAdapter_4,True
HierarchyBoundsAdapter_5,True
HierarchyEvent_2,True
HierarchyEvent_5,True
InputEvent_1,True
InputEvent_2,True
InputEvent_4,True
InputMethodEvent_2,True
InputMethodEvent_3,True
InputMethodEvent_4,True
InputMethodEvent_5,True
InvocationEvent_1,True
InvocationEvent_2,True
ItemEvent_1,True
ItemEvent_2,True
ItemEvent_4,True
KeyEvent_1,True
KeyEvent_2,True
KeyEvent_4,True
KeyEvent_5,True
MouseAdapter_1,True
MouseAdapter_2,True
MouseAdapter_3,True
MouseAdapter_4,True
MouseAdapter_5,True
MouseEvent_1,True
MouseEvent_2,True
MouseEvent_3,True
MouseEvent_4,True
MouseMotionAdapter_1,True
MouseMotionAdapter_2,True
MouseWheelEvent_1,True
MouseWheelEvent_2,True
MouseWheelEvent_3,True
MouseWheelEvent_4,True
TextEvent_3,True
WindowAdapter_1,True
WindowAdapter_2,True
WindowAdapter_3,True
WindowAdapter_4,True
WindowAdapter_5,True
WindowEvent_2,True
