ClassName,URL,Description
AtomicBoolean,https://docs.oracle.com/javase/8/docs/api/java/util/concurrent/atomic/AtomicBoolean.html,A boolean value that may be updated atomically.
AtomicInteger,https://docs.oracle.com/javase/8/docs/api/java/util/concurrent/atomic/AtomicInteger.html,An int value that may be updated atomically.
AtomicIntegerArray,https://docs.oracle.com/javase/8/docs/api/java/util/concurrent/atomic/AtomicIntegerArray.html,An int array in which elements may be updated atomically.
AtomicIntegerFieldUpdater,https://docs.oracle.com/javase/8/docs/api/java/util/concurrent/atomic/AtomicIntegerFieldUpdater.html,A reflection-based utility that enables atomic updates to designated volatile int fields of designated classes.
AtomicLong,https://docs.oracle.com/javase/8/docs/api/java/util/concurrent/atomic/AtomicLong.html,A long value that may be updated atomically.
AtomicLongArray,https://docs.oracle.com/javase/8/docs/api/java/util/concurrent/atomic/AtomicLongArray.html,A long array in which elements may be updated atomically.
AtomicLongFieldUpdater,https://docs.oracle.com/javase/8/docs/api/java/util/concurrent/atomic/AtomicLongFieldUpdater.html,A reflection-based utility that enables atomic updates to designated volatile long fields of designated classes.
AtomicMarkableReference,https://docs.oracle.com/javase/8/docs/api/java/util/concurrent/atomic/AtomicMarkableReference.html,"An AtomicMarkableReference maintains an object reference along with a mark bit, that can be updated atomically."
AtomicReference,https://docs.oracle.com/javase/8/docs/api/java/util/concurrent/atomic/AtomicReference.html,An object reference that may be updated atomically.
AtomicReferenceArray,https://docs.oracle.com/javase/8/docs/api/java/util/concurrent/atomic/AtomicReferenceArray.html,An array of object references in which elements may be updated atomically.
AtomicReferenceFieldUpdater,https://docs.oracle.com/javase/8/docs/api/java/util/concurrent/atomic/AtomicReferenceFieldUpdater.html,A reflection-based utility that enables atomic updates to designated volatile reference fields of designated classes.
AtomicStampedReference,https://docs.oracle.com/javase/8/docs/api/java/util/concurrent/atomic/AtomicStampedReference.html,"An AtomicStampedReference maintains an object reference along with an integer ""stamp"", that can be updated atomically."
DoubleAccumulator,https://docs.oracle.com/javase/8/docs/api/java/util/concurrent/atomic/DoubleAccumulator.html,One or more variables that together maintain a running double value updated using a supplied function.
DoubleAdder,https://docs.oracle.com/javase/8/docs/api/java/util/concurrent/atomic/DoubleAdder.html,One or more variables that together maintain an initially zero double sum.
LongAccumulator,https://docs.oracle.com/javase/8/docs/api/java/util/concurrent/atomic/LongAccumulator.html,One or more variables that together maintain a running long value updated using a supplied function.
LongAdder,https://docs.oracle.com/javase/8/docs/api/java/util/concurrent/atomic/LongAdder.html,One or more variables that together maintain an initially zero long sum.
