ClassName,Method,Return Type,Description
AccessControlContext,checkPermission(Permission perm),void,"Determines whether the access request indicated by the specified permission should be allowed or denied, based on the security policy currently in effect, and the context in this object."
AccessControlContext,equals(Object obj),boolean,Checks two AccessControlContext objects for equality.
AccessControlContext,getDomainCombiner(),DomainCombiner,Get the DomainCombiner associated with this AccessControlContext.
AccessControlContext,hashCode(),int,Returns the hash code value for this context.
AccessController,checkPermission(Permission perm),static void,"Determines whether the access request indicated by the specified permission should be allowed or denied, based on the current AccessControlContext and security policy."
AccessController,doPrivileged(PrivilegedAction<T> action),static <T> T,Performs the specified PrivilegedAction with privileges enabled.
AccessController,"doPrivileged(PrivilegedAction<T> action, AccessControlContext context)",static <T> T,Performs the specified PrivilegedAction with privileges enabled and restricted by the specified AccessControlContext.
AccessController,"doPrivileged(PrivilegedAction<T> action, AccessControlContext context, Permission... perms)",static <T> T,Performs the specified PrivilegedAction with privileges enabled and restricted by the specified AccessControlContext and with a privilege scope limited by specified Permission arguments.
AccessController,doPrivileged(PrivilegedExceptionAction<T> action),static <T> T,Performs the specified PrivilegedExceptionAction with privileges enabled.
AccessController,"doPrivileged(PrivilegedExceptionAction<T> action, AccessControlContext context)",static <T> T,Performs the specified PrivilegedExceptionAction with privileges enabled and restricted by the specified AccessControlContext.
AccessController,"doPrivileged(PrivilegedExceptionAction<T> action, AccessControlContext context, Permission... perms)",static <T> T,Performs the specified PrivilegedExceptionAction with privileges enabled and restricted by the specified AccessControlContext and with a privilege scope limited by specified Permission arguments.
AccessController,doPrivilegedWithCombiner(PrivilegedAction<T> action),static <T> T,Performs the specified PrivilegedAction with privileges enabled.
AccessController,"doPrivilegedWithCombiner(PrivilegedAction<T> action, AccessControlContext context, Permission... perms)",static <T> T,Performs the specified PrivilegedAction with privileges enabled and restricted by the specified AccessControlContext and with a privilege scope limited by specified Permission arguments.
