ClassName,Method,Return Type,Description,Full Description
Annotation,getValue(),Object,"Returns the value of the attribute, which may be null.","

getValue
public Object getValue()
Returns the value of the attribute, which may be null.

Returns:
the value of the attribute


"
Annotation,toString(),String,Returns the String representation of this Annotation.,"

toString
public String toString()
Returns the String representation of this Annotation.

Overrides:
toString in class Object
Returns:
the String representation of this Annotation


"
AttributedCharacterIterator.Attribute,equals(Object obj),boolean,Compares two objects for equality.,"

equals
public final boolean equals(Object obj)
Compares two objects for equality. This version only returns true
 for x.equals(y) if x and y refer
 to the same object, and guarantees this for all subclasses.

Overrides:
equals in class Object
Parameters:
obj - the reference object with which to compare.
Returns:
true if this object is the same as the obj
          argument; false otherwise.
See Also:
Object.hashCode(), 
HashMap


"
AttributedCharacterIterator.Attribute,getName(),protected String,Returns the name of the attribute.,"

getName
protected String getName()
Returns the name of the attribute.

Returns:
the name of Attribute


"
AttributedCharacterIterator.Attribute,hashCode(),int,Returns a hash code value for the object.,"

hashCode
public final int hashCode()
Returns a hash code value for the object. This version is identical to
 the one in Object, but is also final.

Overrides:
hashCode in class Object
Returns:
a hash code value for this object.
See Also:
Object.equals(java.lang.Object), 
System.identityHashCode(java.lang.Object)


"
AttributedCharacterIterator.Attribute,readResolve(),protected Object,Resolves instances being deserialized to the predefined constants.,"

readResolve
protected Object readResolve()
                      throws InvalidObjectException
Resolves instances being deserialized to the predefined constants.

Returns:
the resolved Attribute object
Throws:
InvalidObjectException - if the object to resolve is not
                                an instance of Attribute


"
AttributedCharacterIterator.Attribute,toString(),String,Returns a string representation of the object.,"

toString
public String toString()
Returns a string representation of the object. This version returns the
 concatenation of class name, ""("", a name identifying the attribute
 and "")"".

Overrides:
toString in class Object
Returns:
a string representation of the object.


"
AttributedString,"addAttribute(AttributedCharacterIterator.Attribute attribute, Object value)",void,Adds an attribute to the entire string.,"

addAttribute
public void addAttribute(AttributedCharacterIterator.Attribute attribute,
                         Object value)
Adds an attribute to the entire string.

Parameters:
attribute - the attribute key
value - the value of the attribute; may be null
Throws:
NullPointerException - if attribute is null.
IllegalArgumentException - if the AttributedString has length 0
 (attributes cannot be applied to a 0-length range).


"
AttributedString,"addAttribute(AttributedCharacterIterator.Attribute attribute, Object value, int beginIndex, int endIndex)",void,Adds an attribute to a subrange of the string.,"

addAttribute
public void addAttribute(AttributedCharacterIterator.Attribute attribute,
                         Object value,
                         int beginIndex,
                         int endIndex)
Adds an attribute to a subrange of the string.

Parameters:
attribute - the attribute key
value - The value of the attribute. May be null.
beginIndex - Index of the first character of the range.
endIndex - Index of the character following the last character of the range.
Throws:
NullPointerException - if attribute is null.
IllegalArgumentException - if beginIndex is less then 0, endIndex is
 greater than the length of the string, or beginIndex and endIndex together don't
 define a non-empty subrange of the string.


"
AttributedString,"addAttributes(Map<? extends AttributedCharacterIterator.Attribute,?> attributes, int beginIndex, int endIndex)",void,Adds a set of attributes to a subrange of the string.,"

addAttributes
public void addAttributes(Map<? extends AttributedCharacterIterator.Attribute,?> attributes,
                          int beginIndex,
                          int endIndex)
Adds a set of attributes to a subrange of the string.

Parameters:
attributes - The attributes to be added to the string.
beginIndex - Index of the first character of the range.
endIndex - Index of the character following the last
 character of the range.
Throws:
NullPointerException - if attributes is null.
IllegalArgumentException - if beginIndex is less then
 0, endIndex is greater than the length of the string, or
 beginIndex and endIndex together don't define a non-empty
 subrange of the string and the attributes parameter is not an
 empty Map.


"
