Sample Number,ClassName,Snippet Number,Method,Exist,Description,Full Description
0,Annotation,1,void setValue(String value),False,,NULL
0,Annotation,2,String getValue(),False,,NULL
0,Annotation,3,"void setAttribute(String key, Object value)",False,,NULL
0,Annotation,4,Object getAttribute(String key),False,,NULL
0,Annotation,5,Set<String> getKeys(),False,,NULL
1,AttributedCharacterIterator.Attribute,1,String getName(),True,,"

getName
protected String getName()
Returns the name of the attribute.

Returns:
the name of Attribute


"
1,AttributedCharacterIterator.Attribute,2,boolean equals(Object obj),True,,"

equals
public final boolean equals(Object obj)
Compares two objects for equality. This version only returns true
 for x.equals(y) if x and y refer
 to the same object, and guarantees this for all subclasses.

Overrides:
equals in class Object
Parameters:
obj - the reference object with which to compare.
Returns:
true if this object is the same as the obj
          argument; false otherwise.
See Also:
Object.hashCode(), 
HashMap


"
1,AttributedCharacterIterator.Attribute,3,int hashCode(),True,,"

hashCode
public final int hashCode()
Returns a hash code value for the object. This version is identical to
 the one in Object, but is also final.

Overrides:
hashCode in class Object
Returns:
a hash code value for this object.
See Also:
Object.equals(java.lang.Object), 
System.identityHashCode(java.lang.Object)


"
1,AttributedCharacterIterator.Attribute,4,String toString(),True,,"

toString
public String toString()
Returns a string representation of the object. This version returns the
 concatenation of class name, ""("", a name identifying the attribute
 and "")"".

Overrides:
toString in class Object
Returns:
a string representation of the object.


"
1,AttributedCharacterIterator.Attribute,5,AttributedCharacterIterator.Attribute readResolve(),False,,NULL
2,AttributedString,1,"void addAttribute(AttributedCharacterIterator.Attribute attribute, Object value)",True,,"

addAttribute
public void addAttribute(AttributedCharacterIterator.Attribute attribute,
                         Object value)
Adds an attribute to the entire string.

Parameters:
attribute - the attribute key
value - the value of the attribute; may be null
Throws:
NullPointerException - if attribute is null.
IllegalArgumentException - if the AttributedString has length 0
 (attributes cannot be applied to a 0-length range).


"
2,AttributedString,2,"void addAttribute(AttributedCharacterIterator.Attribute attribute, Object value, int beginIndex, int endIndex)",True,,"

addAttribute
public void addAttribute(AttributedCharacterIterator.Attribute attribute,
                         Object value,
                         int beginIndex,
                         int endIndex)
Adds an attribute to a subrange of the string.

Parameters:
attribute - the attribute key
value - The value of the attribute. May be null.
beginIndex - Index of the first character of the range.
endIndex - Index of the character following the last character of the range.
Throws:
NullPointerException - if attribute is null.
IllegalArgumentException - if beginIndex is less then 0, endIndex is
 greater than the length of the string, or beginIndex and endIndex together don't
 define a non-empty subrange of the string.


"
2,AttributedString,3,"void addAttributes(Map<? extends AttributedCharacterIterator.Attribute, ?> attributes, int beginIndex, int endIndex)",True,,"

addAttributes
public void addAttributes(Map<? extends AttributedCharacterIterator.Attribute,?> attributes,
                          int beginIndex,
                          int endIndex)
Adds a set of attributes to a subrange of the string.

Parameters:
attributes - The attributes to be added to the string.
beginIndex - Index of the first character of the range.
endIndex - Index of the character following the last
 character of the range.
Throws:
NullPointerException - if attributes is null.
IllegalArgumentException - if beginIndex is less then
 0, endIndex is greater than the length of the string, or
 beginIndex and endIndex together don't define a non-empty
 subrange of the string and the attributes parameter is not an
 empty Map.


"
2,AttributedString,4,AttributedCharacterIterator getIterator(),True,,"

getIterator
public AttributedCharacterIterator getIterator()
Creates an AttributedCharacterIterator instance that provides access to the entire contents of
 this string.

Returns:
An iterator providing access to the text and its attributes.


"
2,AttributedString,5,AttributedCharacterIterator getIterator(AttributedCharacterIterator.Attribute[] attributes),True,,"

getIterator
public AttributedCharacterIterator getIterator(AttributedCharacterIterator.Attribute[] attributes)
Creates an AttributedCharacterIterator instance that provides access to
 selected contents of this string.
 Information about attributes not listed in attributes that the
 implementor may have need not be made accessible through the iterator.
 If the list is null, all available attribute information should be made
 accessible.

Parameters:
attributes - a list of attributes that the client is interested in
Returns:
an iterator providing access to the entire text and its selected attributes


"
3,Bidi,1,int getLength(),True,,"

getLength
public int getLength()
Return the length of text in the line.

Returns:
the length of text in the line


"
3,Bidi,2,int getLevelAt(int offset),True,,"

getLevelAt
public int getLevelAt(int offset)
Return the resolved level of the character at offset.  If offset is
 < 0 or ≥ the length of the line, return the base direction
 level.

Parameters:
offset - the index of the character for which to return the level
Returns:
the resolved level of the character at offset


"
3,Bidi,3,int getRunCount(),True,,"

getRunCount
public int getRunCount()
Return the number of level runs.

Returns:
the number of level runs


"
3,Bidi,4,int getRunLevel(int run),True,,"

getRunLevel
public int getRunLevel(int run)
Return the level of the nth logical run in this line.

Parameters:
run - the index of the run, between 0 and getRunCount()
Returns:
the level of the run


"
3,Bidi,5,String getParagraph(int paraIndex),False,,NULL
4,BreakIterator,1,int first(),True,,"

first
public abstract int first()
Returns the first boundary. The iterator's current position is set
 to the first text boundary.

Returns:
The character index of the first text boundary.


"
4,BreakIterator,2,int last(),True,,"

last
public abstract int last()
Returns the last boundary. The iterator's current position is set
 to the last text boundary.

Returns:
The character index of the last text boundary.


"
4,BreakIterator,3,int next(),True,,"

next
public abstract int next()
Returns the boundary following the current boundary. If the current boundary
 is the last text boundary, it returns BreakIterator.DONE and
 the iterator's current position is unchanged. Otherwise, the iterator's
 current position is set to the boundary following the current boundary.

Returns:
The character index of the next text boundary or
 BreakIterator.DONE if the current boundary is the last text
 boundary.
 Equivalent to next(1).
See Also:
next(int)


"
