Sample Number,ClassName,Snippet Number,Method,Exist
0,AbstractColorChooserPanel,1,Color getColor(),False
0,AbstractColorChooserPanel,2,void setColor(Color color),False
0,AbstractColorChooserPanel,3,void updateChooser(),True
0,AbstractColorChooserPanel,4,String getDisplayName(),True
0,AbstractColorChooserPanel,5,Icon getSmallDisplayIcon(),True
1,ColorChooserComponentFactory,1,JColorChooser createDefaultChooserPanel(),False
1,ColorChooserComponentFactory,2,AbstractColorChooserPanel[] getChooserPanels(),False
1,ColorChooserComponentFactory,3,ColorChooserPanel[] getFactoryPanels(),False
1,ColorChooserComponentFactory,4,ColorData getNewColorData(),False
1,ColorChooserComponentFactory,5,void updateChooserPanels(),False
2,DefaultColorSelectionModel,1,void setSelectedColor(Color c),True
2,DefaultColorSelectionModel,2,Color getSelectedColor(),True
2,DefaultColorSelectionModel,3,void setRandomColor(),False
2,DefaultColorSelectionModel,4,void setSwatches(Hashtable swatches),False
2,DefaultColorSelectionModel,5,Hashtable getSwatches(),False
