ClassName,Method,Return Type,Description,Full Description
FileCacheImageInputStream,close(),void,"Closes this FileCacheImageInputStream, closing and removing the cache file.","

close
public void close()
           throws IOException
Closes this FileCacheImageInputStream, closing
 and removing the cache file.  The source InputStream
 is not closed.

Specified by:
close in interface Closeable
Specified by:
close in interface AutoCloseable
Specified by:
close in interface ImageInputStream
Overrides:
close in class ImageInputStreamImpl
Throws:
IOException - if an error occurs.


"
FileCacheImageInputStream,finalize(),protected void,Finalizes this object prior to garbage collection.,"

finalize
protected void finalize()
                 throws Throwable
Finalizes this object prior to garbage collection.  The
 close method is called to close any open input
 source.  This method should not be called from application
 code.

Overrides:
finalize in class ImageInputStreamImpl
Throws:
Throwable - if an error occurs during superclass
 finalization.
See Also:
WeakReference, 
PhantomReference


"
FileCacheImageInputStream,isCached(),boolean,Returns true since this ImageInputStream caches data in order to allow seeking backwards.,"

isCached
public boolean isCached()
Returns true since this
 ImageInputStream caches data in order to allow
 seeking backwards.

Specified by:
isCached in interface ImageInputStream
Overrides:
isCached in class ImageInputStreamImpl
Returns:
true.
See Also:
isCachedMemory(), 
isCachedFile()


"
FileCacheImageInputStream,isCachedFile(),boolean,Returns true since this ImageInputStream maintains a file cache.,"

isCachedFile
public boolean isCachedFile()
Returns true since this
 ImageInputStream maintains a file cache.

Specified by:
isCachedFile in interface ImageInputStream
Overrides:
isCachedFile in class ImageInputStreamImpl
Returns:
true.
See Also:
isCached(), 
isCachedMemory()


"
FileCacheImageInputStream,isCachedMemory(),boolean,Returns false since this ImageInputStream does not maintain a main memory cache.,"

isCachedMemory
public boolean isCachedMemory()
Returns false since this
 ImageInputStream does not maintain a main memory
 cache.

Specified by:
isCachedMemory in interface ImageInputStream
Overrides:
isCachedMemory in class ImageInputStreamImpl
Returns:
false.
See Also:
isCached(), 
isCachedFile()


"
FileCacheImageInputStream,read(),int,Reads a single byte from the stream and returns it as an int between 0 and 255.,"

read
public int read()
         throws IOException
Description copied from class: ImageInputStreamImpl
Reads a single byte from the stream and returns it as an
 int between 0 and 255.  If EOF is reached,
 -1 is returned.

  Subclasses must provide an implementation for this method.
 The subclass implementation should update the stream position
 before exiting.

  The bit offset within the stream must be reset to zero before
 the read occurs.

Specified by:
read in interface ImageInputStream
Specified by:
read in class ImageInputStreamImpl
Returns:
the value of the next byte in the stream, or -1
 if EOF is reached.
Throws:
IOException - if the stream has been closed.


"
FileCacheImageInputStream,"read(byte[] b, int off, int len)",int,"Reads up to len bytes from the stream, and stores them into b starting at index off.","

read
public int read(byte[] b,
                int off,
                int len)
         throws IOException
Description copied from class: ImageInputStreamImpl
Reads up to len bytes from the stream, and stores
 them into b starting at index off.
 If no bytes can be read because the end of the stream has been
 reached, -1 is returned.

  The bit offset within the stream must be reset to zero before
 the read occurs.

  Subclasses must provide an implementation for this method.
 The subclass implementation should update the stream position
 before exiting.

Specified by:
read in interface ImageInputStream
Specified by:
read in class ImageInputStreamImpl
Parameters:
b - an array of bytes to be written to.
off - the starting position within b to write to.
len - the maximum number of bytes to read.
Returns:
the number of bytes actually read, or -1
 to indicate EOF.
Throws:
IOException - if an I/O error occurs.


"
FileCacheImageOutputStream,close(),void,Closes this FileCacheImageOutputStream.,"

close
public void close()
           throws IOException
Closes this FileCacheImageOutputStream.  All
 pending data is flushed to the output, and the cache file
 is closed and removed.  The destination OutputStream
 is not closed.

Specified by:
close in interface Closeable
Specified by:
close in interface AutoCloseable
Specified by:
close in interface ImageInputStream
Overrides:
close in class ImageInputStreamImpl
Throws:
IOException - if an error occurs.


"
FileCacheImageOutputStream,flushBefore(long pos),void,Discards the initial portion of the stream prior to the indicated position.,"

flushBefore
public void flushBefore(long pos)
                 throws IOException
Description copied from interface: ImageInputStream
Discards the initial portion of the stream prior to the
 indicated position.  Attempting to seek to an offset within the
 flushed portion of the stream will result in an
 IndexOutOfBoundsException.

  Calling flushBefore may allow classes
 implementing this interface to free up resources such as memory
 or disk space that are being used to store data from the
 stream.

Specified by:
flushBefore in interface ImageInputStream
Specified by:
flushBefore in interface ImageOutputStream
Overrides:
flushBefore in class ImageInputStreamImpl
Parameters:
pos - a long containing the length of the
 stream prefix that may be flushed.
Throws:
IOException - if an I/O error occurs.


"
FileCacheImageOutputStream,isCached(),boolean,Returns true since this ImageOutputStream caches data in order to allow seeking backwards.,"

isCached
public boolean isCached()
Returns true since this
 ImageOutputStream caches data in order to allow
 seeking backwards.

Specified by:
isCached in interface ImageInputStream
Overrides:
isCached in class ImageInputStreamImpl
Returns:
true.
See Also:
isCachedMemory(), 
isCachedFile()


"
