Sample Number,ClassName,Snippet Number,Method,Exist,Description
0,AbstractProcessor,1,Set<String> getSupportedAnnotationTypes(),True
0,AbstractProcessor,2,Set<String> getSupportedOptions(),True
0,AbstractProcessor,3,SourceVersion getSupportedSourceVersion(),True
0,AbstractProcessor,4,void init(ProcessingEnvironment processingEnv),True
0,AbstractProcessor,5,"boolean process(Set<? extends TypeElement> annotations, RoundEnvironment roundEnv)",True
1,Completions,1,Completion of(TypeMirror type),False
1,Completions,2,"Completion of(TypeMirror type, String value)",False
1,Completions,3,"Completion of(TypeMirror type, String value, Element element)",False
1,Completions,4,"Completion of(TypeMirror type, String value, Element element, AnnotationMirror annotation)",False
1,Completions,5,"Completion of(TypeMirror type, String value, Element element, AnnotationMirror annotation, AnnotationValue annotationValue)",False
