ClassName,Method,Return Type,Description
AbstractAnnotationValueVisitor6,visit(AnnotationValue av),R,Visits an annotation value as if by passing itself to that value's accept method passing null for the additional parameter.
AbstractAnnotationValueVisitor6,"visit(AnnotationValue av, P p)",R,Visits an annotation value as if by passing itself to that value's accept.
AbstractAnnotationValueVisitor6,"visitUnknown(AnnotationValue av, P p)",R,Visits an unknown kind of annotation value.
AbstractElementVisitor6,visit(Element e),R,Visits any program element as if by passing itself to that element's accept method and passing null for the additional parameter.
AbstractElementVisitor6,"visit(Element e, P p)",R,Visits any program element as if by passing itself to that element's accept method.
AbstractElementVisitor6,"visitUnknown(Element e, P p)",R,Visits an unknown kind of element.
AbstractTypeVisitor6,visit(TypeMirror t),R,Visits any type mirror as if by passing itself to that type mirror's accept method and passing null for the additional parameter.
AbstractTypeVisitor6,"visit(TypeMirror t, P p)",R,Visits any type mirror as if by passing itself to that type mirror's accept method.
AbstractTypeVisitor6,"visitIntersection(IntersectionType t, P p)",R,Visits an IntersectionType element by calling visitUnknown.
AbstractTypeVisitor6,"visitUnion(UnionType t, P p)",R,Visits a UnionType element by calling visitUnknown.
AbstractTypeVisitor6,"visitUnknown(TypeMirror t, P p)",R,Visits an unknown kind of type.
AbstractTypeVisitor7,"visitUnion(UnionType t, P p)",abstract R,Visits a UnionType in a manner defined by a subclass.
AbstractTypeVisitor8,"visitIntersection(IntersectionType t, P p)",abstract R,Visits an IntersectionType in a manner defined by a subclass.
ElementFilter,constructorsIn(Iterable<? extends Element> elements),static List<ExecutableElement>,Returns a list of constructors in elements.
ElementFilter,constructorsIn(Set<? extends Element> elements),static Set<ExecutableElement>,Returns a set of constructors in elements.
ElementFilter,fieldsIn(Iterable<? extends Element> elements),static List<VariableElement>,Returns a list of fields in elements.
ElementFilter,fieldsIn(Set<? extends Element> elements),static Set<VariableElement>,Returns a set of fields in elements.
ElementFilter,methodsIn(Iterable<? extends Element> elements),static List<ExecutableElement>,Returns a list of methods in elements.
ElementFilter,methodsIn(Set<? extends Element> elements),static Set<ExecutableElement>,Returns a set of methods in elements.
ElementFilter,packagesIn(Iterable<? extends Element> elements),static List<PackageElement>,Returns a list of packages in elements.
ElementFilter,packagesIn(Set<? extends Element> elements),static Set<PackageElement>,Returns a set of packages in elements.
ElementFilter,typesIn(Iterable<? extends Element> elements),static List<TypeElement>,Returns a list of types in elements.
ElementFilter,typesIn(Set<? extends Element> elements),static Set<TypeElement>,Returns a set of types in elements.
ElementKindVisitor6,"visitExecutable(ExecutableElement e, P p)",R,"Visits an executable element, dispatching to the visit method for the specific kind of executable, CONSTRUCTOR, INSTANCE_INIT, METHOD, or STATIC_INIT."
ElementKindVisitor6,"visitExecutableAsConstructor(ExecutableElement e, P p)",R,Visits a CONSTRUCTOR executable element by calling defaultAction.
ElementKindVisitor6,"visitExecutableAsInstanceInit(ExecutableElement e, P p)",R,Visits an INSTANCE_INIT executable element by calling defaultAction.
ElementKindVisitor6,"visitExecutableAsMethod(ExecutableElement e, P p)",R,Visits a METHOD executable element by calling defaultAction.
ElementKindVisitor6,"visitExecutableAsStaticInit(ExecutableElement e, P p)",R,Visits a STATIC_INIT executable element by calling defaultAction.
ElementKindVisitor6,"visitPackage(PackageElement e, P p)",R,Visits a package element.
ElementKindVisitor6,"visitType(TypeElement e, P p)",R,"Visits a type element, dispatching to the visit method for the specific kind of type, ANNOTATION_TYPE, CLASS, ENUM, or INTERFACE."
ElementKindVisitor6,"visitTypeAsAnnotationType(TypeElement e, P p)",R,Visits an ANNOTATION_TYPE type element by calling defaultAction.
ElementKindVisitor6,"visitTypeAsClass(TypeElement e, P p)",R,Visits a CLASS type element by calling defaultAction.
ElementKindVisitor6,"visitTypeAsEnum(TypeElement e, P p)",R,Visits an ENUM type element by calling defaultAction.
ElementKindVisitor6,"visitTypeAsInterface(TypeElement e, P p)",R,Visits an INTERFACE type element by calling defaultAction.
ElementKindVisitor6,"visitTypeParameter(TypeParameterElement e, P p)",R,Visits a type parameter element.
ElementKindVisitor6,"visitVariable(VariableElement e, P p)",R,"Visits a variable element, dispatching to the visit method for the specific kind of variable, ENUM_CONSTANT, EXCEPTION_PARAMETER, FIELD, LOCAL_VARIABLE, PARAMETER, or RESOURCE_VARIABLE."
ElementKindVisitor6,"visitVariableAsEnumConstant(VariableElement e, P p)",R,Visits an ENUM_CONSTANT variable element by calling defaultAction.
ElementKindVisitor6,"visitVariableAsExceptionParameter(VariableElement e, P p)",R,Visits an EXCEPTION_PARAMETER variable element by calling defaultAction.
ElementKindVisitor6,"visitVariableAsField(VariableElement e, P p)",R,Visits a FIELD variable element by calling defaultAction.
ElementKindVisitor6,"visitVariableAsLocalVariable(VariableElement e, P p)",R,Visits a LOCAL_VARIABLE variable element by calling defaultAction.
ElementKindVisitor6,"visitVariableAsParameter(VariableElement e, P p)",R,Visits a PARAMETER variable element by calling defaultAction.
