Sample Number,ClassName,Snippet Number,Method,Exist,Description
0,AbstractAnnotationValueVisitor6,1,boolean visitBoolean(boolean b),False,NULL
0,AbstractAnnotationValueVisitor6,2,String visitString(String s),False,NULL
0,AbstractAnnotationValueVisitor6,3,byte visitByte(byte b),False,NULL
0,AbstractAnnotationValueVisitor6,4,short visitShort(short s),False,NULL
0,AbstractAnnotationValueVisitor6,5,int visitInt(int i),False,NULL
0,AbstractAnnotationValueVisitor6,6,long visitLong(long l),False,NULL
0,AbstractAnnotationValueVisitor6,7,char visitChar(char c),False,NULL
0,AbstractAnnotationValueVisitor6,8,float visitFloat(float f),False,NULL
0,AbstractAnnotationValueVisitor6,9,double visitDouble(double d),False,NULL
0,AbstractAnnotationValueVisitor6,10,AnnotationValue visitAnnotationValue(AnnotationValue av),False,NULL
0,AbstractAnnotationValueVisitor6,11,List<? extends AnnotationValue> visitArray(List<? extends AnnotationValue> avs),False,NULL
0,AbstractAnnotationValueVisitor6,12,List<? extends Element> visitTypeElement(List<? extends Element> els),False,NULL
0,AbstractAnnotationValueVisitor6,13,List<? extends Element> visitTypeParameterElement(List<? extends Element> els),False,NULL
0,AbstractAnnotationValueVisitor6,14,List<? extends Element> visitElementValuePairElement(List<? extends Element> els),False,NULL
0,AbstractAnnotationValueVisitor6,15,List<? extends Element> visitEnumConstantElement(List<? extends Element> els),False,NULL
0,AbstractAnnotationValueVisitor6,16,List<? extends Element> visitAnnotationElement(List<? extends Element> els),False,NULL
0,AbstractAnnotationValueVisitor6,17,List<? extends Element> visitAnnotation(List<? extends Element> els),False,NULL
0,AbstractAnnotationValueVisitor6,18,List<? extends Element> visitPackageElement(List<? extends Element> els),False,NULL
0,AbstractAnnotationValueVisitor6,19,List<? extends Element> visitErrorElement(List<? extends Element> els),False,NULL
0,AbstractAnnotationValueVisitor6,20,List<? extends Element> visitNoElement(List<? extends Element> els),False,NULL
0,AbstractAnnotationValueVisitor6,21,List<? extends Element> visitUnknownElement(List<? extends Element> els),False,NULL
0,AbstractAnnotationValueVisitor6,22,List<? extends Element> visitOmittedElement(List<? extends Element> els),False,NULL
0,AbstractAnnotationValueVisitor6,23,List<? extends Element> visitUnannTypeElement(List<? extends Element> els),False,NULL
0,AbstractAnnotationValueVisitor6,24,List<? extends Element> visitUnannPrimitiveTypeElement(List<? extends Element> els),False,NULL
0,AbstractAnnotationValueVisitor6,25,List<? extends Element> visitUnannArrayTypeElement(List<? extends Element> els),False,NULL
0,AbstractAnnotationValueVisitor6,26,List<? extends Element> visitUnannClassTypeElement(List<? extends Element> els),False,NULL
0,AbstractAnnotationValueVisitor6,27,List<? extends Element> visitUnannWildcardTypeElement(List<? extends Element> els),False,NULL
0,AbstractAnnotationValueVisitor6,28,List<? extends Element> visitUnannOtherTypeElement(List<? extends Element> els),False,NULL
0,AbstractAnnotationValueVisitor6,29,List<? extends Element> visitUnannInterfaceTypeElement(List<? extends Element> els),False,NULL
0,AbstractAnnotationValueVisitor6,30,List<? extends Element> visitUnannEnumTypeElement(List<? extends Element> els),False,NULL
0,AbstractAnnotationValueVisitor6,31,List<? extends Element> visitUnannErrorTypeElement(List<? extends Element> els),False,NULL
0,AbstractAnnotationValueVisitor6,32,List<? extends Element> visitUnannTypeParameterElement(List<? extends Element> els),False,NULL
