ClassName,Method,Return Type,Description
Charset,aliases(),Set<String>,Returns a set containing this charset's aliases.
Charset,availableCharsets(),"static SortedMap<String,Charset>",Constructs a sorted map from canonical charset names to charset objects.
Charset,canEncode(),boolean,Tells whether or not this charset supports encoding.
Charset,compareTo(Charset that),int,Compares this charset to another.
Charset,contains(Charset cs),abstract boolean,Tells whether or not this charset contains the given charset.
Charset,decode(ByteBuffer bb),CharBuffer,Convenience method that decodes bytes in this charset into Unicode characters.
Charset,defaultCharset(),static Charset,Returns the default charset of this Java virtual machine.
Charset,displayName(),String,Returns this charset's human-readable name for the default locale.
Charset,displayName(Locale locale),String,Returns this charset's human-readable name for the given locale.
Charset,encode(CharBuffer cb),ByteBuffer,Convenience method that encodes Unicode characters into bytes in this charset.
Charset,encode(String str),ByteBuffer,Convenience method that encodes a string into bytes in this charset.
Charset,equals(Object ob),boolean,Tells whether or not this object is equal to another.
Charset,forName(String charsetName),static Charset,Returns a charset object for the named charset.
Charset,hashCode(),int,Computes a hashcode for this charset.
Charset,isRegistered(),boolean,Tells whether or not this charset is registered in the IANA Charset Registry.
Charset,isSupported(String charsetName),static boolean,Tells whether the named charset is supported.
Charset,name(),String,Returns this charset's canonical name.
Charset,newDecoder(),abstract CharsetDecoder,Constructs a new decoder for this charset.
Charset,newEncoder(),abstract CharsetEncoder,Constructs a new encoder for this charset.
Charset,toString(),String,Returns a string describing this charset.
CharsetDecoder,averageCharsPerByte(),float,Returns the average number of characters that will be produced for each byte of input.
CharsetDecoder,charset(),Charset,Returns the charset that created this decoder.
CharsetDecoder,decode(ByteBuffer in),CharBuffer,Convenience method that decodes the remaining content of a single input byte buffer into a newly-allocated character buffer.
CharsetDecoder,"decode(ByteBuffer in, CharBuffer out, boolean endOfInput)",CoderResult,"Decodes as many bytes as possible from the given input buffer, writing the results to the given output buffer."
CharsetDecoder,"decodeLoop(ByteBuffer in, CharBuffer out)",protected abstract CoderResult,Decodes one or more bytes into one or more characters.
CharsetDecoder,detectedCharset(),Charset,Retrieves the charset that was detected by this decoder (optional operation).
CharsetDecoder,flush(CharBuffer out),CoderResult,Flushes this decoder.
CharsetDecoder,implFlush(CharBuffer out),protected CoderResult,Flushes this decoder.
CharsetDecoder,implOnMalformedInput(CodingErrorAction newAction),protected void,Reports a change to this decoder's malformed-input action.
CharsetDecoder,implOnUnmappableCharacter(CodingErrorAction newAction),protected void,Reports a change to this decoder's unmappable-character action.
CharsetDecoder,implReplaceWith(String newReplacement),protected void,Reports a change to this decoder's replacement value.
CharsetDecoder,implReset(),protected void,"Resets this decoder, clearing any charset-specific internal state."
CharsetDecoder,isAutoDetecting(),boolean,Tells whether or not this decoder implements an auto-detecting charset.
CharsetDecoder,isCharsetDetected(),boolean,Tells whether or not this decoder has yet detected a charset (optional operation).
CharsetDecoder,malformedInputAction(),CodingErrorAction,Returns this decoder's current action for malformed-input errors.
CharsetDecoder,maxCharsPerByte(),float,Returns the maximum number of characters that will be produced for each byte of input.
CharsetDecoder,onMalformedInput(CodingErrorAction newAction),CharsetDecoder,Changes this decoder's action for malformed-input errors.
CharsetDecoder,onUnmappableCharacter(CodingErrorAction newAction),CharsetDecoder,Changes this decoder's action for unmappable-character errors.
CharsetDecoder,replacement(),String,Returns this decoder's replacement value.
CharsetDecoder,replaceWith(String newReplacement),CharsetDecoder,Changes this decoder's replacement value.
CharsetDecoder,reset(),CharsetDecoder,"Resets this decoder, clearing any internal state."
