Sample Number,ClassName,Snippet Number,Method,Exist
0,Authenticator,1,PasswordAuthentication getPasswordAuthentication(),True
0,Authenticator,2,void setDefault(Authenticator a),True
0,Authenticator,3,String getRequestingHost(),True
0,Authenticator,4,int getRequestingPort(),True
0,Authenticator,5,String getRequestingPrompt(),True
1,CacheRequest,1,void abort(),True
1,CacheRequest,2,OutputStream getBody(),True
1,CacheRequest,3,URLConnection get(),False
1,CacheRequest,4,void complete(),False
1,CacheRequest,5,void flush(),False
2,CacheResponse,1,"Map<String, List<String>> getHeaders()",False
2,CacheResponse,2,InputStream getBody(),True
2,CacheResponse,3,String getRequestMethod(),False
2,CacheResponse,4,URI getRequestURI(),False
2,CacheResponse,5,Headers getHeaders(String key),False
3,ContentHandler,1,Object getContent(URLConnection uc),True
3,ContentHandler,2,"Object getContent(URLConnection uc, Class[] classes)",True
3,ContentHandler,3,abstract Object content(URLConnection urlc) throws IOException,False
3,ContentHandler,4,boolean equals(Object obj),False
3,ContentHandler,5,String toString(),False
4,CookieHandler,1,CookieHandler getDefault(),True
4,CookieHandler,2,void setDefault(CookieHandler cHandler),True
4,CookieHandler,3,"void put(URI uri, Map<String, List<String>> responseHeaders)",True
4,CookieHandler,4,"Map<String, List<String>> get(URI uri, Map<String, List<String>> requestHeaders)",False
4,CookieHandler,5,"void put(URI uri, HttpCookie cookie)",False
5,CookieManager,1,"void put(URI uri, Map<String, List<String>> responseHeaders)",True
5,CookieManager,2,"Map<URI, List<HttpCookie>> get(URI uri)",False
5,CookieManager,3,void setCookiePolicy(CookiePolicy cookiePolicy),True
5,CookieManager,4,void setCookieStore(CookieStore cookieStore),False
5,CookieManager,5,CookieStore getCookieStore(),True
6,DatagramPacket,1,void setData(byte[] buf),True
6,DatagramPacket,2,byte[] getData(),True
6,DatagramPacket,3,InetAddress getAddress(),True
6,DatagramPacket,4,int getPort(),True
6,DatagramPacket,5,void setSocketAddress(SocketAddress address),True
7,DatagramSocket,1,void bind(SocketAddress bindpoint),True
7,DatagramSocket,2,void close(),True
7,DatagramSocket,3,void connect(SocketAddress address),True
7,DatagramSocket,4,void disconnect(),True
7,DatagramSocket,5,void send(DatagramPacket p),True
8,DatagramSocketImpl,1,void create(),True
8,DatagramSocketImpl,2,"void bind(int port, InetAddress laddr)",True
8,DatagramSocketImpl,3,void send(DatagramPacket p),True
8,DatagramSocketImpl,4,void receive(DatagramPacket p),True
8,DatagramSocketImpl,5,void close(),True
9,HttpCookie,1,String getName(),True
9,HttpCookie,2,String getValue(),True
9,HttpCookie,3,void setPath(String path),True
9,HttpCookie,4,void setSecure(boolean secure),True
10,HttpURLConnection,1,void connect(),False
10,HttpURLConnection,2,int getResponseCode(),True
10,HttpURLConnection,3,OutputStream getOutputStream(),False
10,HttpURLConnection,4,void setRequestMethod(String method),True
