ClassName,Method,Return Type,Description,Full Description
DefaultMetalTheme,getControlTextFont(),FontUIResource,Returns the control text font.,"

getControlTextFont
public FontUIResource getControlTextFont()
Returns the control text font. This returns Dialog, 12pt. If
 plain fonts have been enabled as described in 
 font style, the font style is plain. Otherwise the font style is
 bold.

Specified by:
getControlTextFont in class MetalTheme
Returns:
the control text font


"
DefaultMetalTheme,getMenuTextFont(),FontUIResource,Returns the menu text font.,"

getMenuTextFont
public FontUIResource getMenuTextFont()
Returns the menu text font. This returns Dialog, 12pt. If
 plain fonts have been enabled as described in 
 font style, the font style is plain. Otherwise the font style is
 bold.

Specified by:
getMenuTextFont in class MetalTheme
Returns:
the menu text font


"
DefaultMetalTheme,getName(),String,Returns the name of this theme.,"

getName
public String getName()
Returns the name of this theme. This returns ""Steel"".

Specified by:
getName in class MetalTheme
Returns:
the name of this theme.


"
DefaultMetalTheme,getPrimary1(),protected ColorUIResource,Returns the primary 1 color.,"

getPrimary1
protected ColorUIResource getPrimary1()
Returns the primary 1 color. This returns a color with rgb values
 of 102, 102, and 153, respectively.

Specified by:
getPrimary1 in class MetalTheme
Returns:
the primary 1 color


"
DefaultMetalTheme,getPrimary2(),protected ColorUIResource,Returns the primary 2 color.,"

getPrimary2
protected ColorUIResource getPrimary2()
Returns the primary 2 color. This returns a color with rgb values
 of 153, 153, 204, respectively.

Specified by:
getPrimary2 in class MetalTheme
Returns:
the primary 2 color


"
DefaultMetalTheme,getPrimary3(),protected ColorUIResource,Returns the primary 3 color.,"

getPrimary3
protected ColorUIResource getPrimary3()
Returns the primary 3 color. This returns a color with rgb values
 204, 204, 255, respectively.

Specified by:
getPrimary3 in class MetalTheme
Returns:
the primary 3 color


"
DefaultMetalTheme,getSecondary1(),protected ColorUIResource,Returns the secondary 1 color.,"

getSecondary1
protected ColorUIResource getSecondary1()
Returns the secondary 1 color. This returns a color with rgb values
 102, 102, and 102, respectively.

Specified by:
getSecondary1 in class MetalTheme
Returns:
the secondary 1 color


"
DefaultMetalTheme,getSecondary2(),protected ColorUIResource,Returns the secondary 2 color.,"

getSecondary2
protected ColorUIResource getSecondary2()
Returns the secondary 2 color. This returns a color with rgb values
 153, 153, and 153, respectively.

Specified by:
getSecondary2 in class MetalTheme
Returns:
the secondary 2 color


"
DefaultMetalTheme,getSecondary3(),protected ColorUIResource,Returns the secondary 3 color.,"

getSecondary3
protected ColorUIResource getSecondary3()
Returns the secondary 3 color. This returns a color with rgb values
 204, 204, and 204, respectively.

Specified by:
getSecondary3 in class MetalTheme
Returns:
the secondary 3 color


"
DefaultMetalTheme,getSubTextFont(),FontUIResource,Returns the sub-text font.,"

getSubTextFont
public FontUIResource getSubTextFont()
Returns the sub-text font. This returns Dialog, 10pt, plain.

Specified by:
getSubTextFont in class MetalTheme
Returns:
the sub-text font


"
DefaultMetalTheme,getSystemTextFont(),FontUIResource,Returns the system text font.,"

getSystemTextFont
public FontUIResource getSystemTextFont()
Returns the system text font. This returns Dialog, 12pt, plain.

Specified by:
getSystemTextFont in class MetalTheme
Returns:
the system text font


"
DefaultMetalTheme,getUserTextFont(),FontUIResource,Returns the user text font.,"

getUserTextFont
public FontUIResource getUserTextFont()
Returns the user text font. This returns Dialog, 12pt, plain.

Specified by:
getUserTextFont in class MetalTheme
Returns:
the user text font


"
DefaultMetalTheme,getWindowTitleFont(),FontUIResource,Returns the window title font.,"

getWindowTitleFont
public FontUIResource getWindowTitleFont()
Returns the window title font. This returns Dialog, 12pt, bold.

Specified by:
getWindowTitleFont in class MetalTheme
Returns:
the window title font


"
MetalBorders,getButtonBorder(),static Border,Returns a border instance for a JButton,"

getButtonBorder
public static Border getButtonBorder()
Returns a border instance for a JButton

Since:
1.3


"
MetalBorders,getDesktopIconBorder(),static Border,Returns a border instance for a Desktop Icon,"

getDesktopIconBorder
public static Border getDesktopIconBorder()
Returns a border instance for a Desktop Icon

Since:
1.3


"
MetalBorders,getTextBorder(),static Border,Returns a border instance for a text component,"

getTextBorder
public static Border getTextBorder()
Returns a border instance for a text component

Since:
1.3


"
MetalBorders,getTextFieldBorder(),static Border,Returns a border instance for a JTextField,"

getTextFieldBorder
public static Border getTextFieldBorder()
Returns a border instance for a JTextField

Since:
1.3


"
MetalBorders,getToggleButtonBorder(),static Border,Returns a border instance for a JToggleButton,"

getToggleButtonBorder
public static Border getToggleButtonBorder()
Returns a border instance for a JToggleButton

Since:
1.3


"
MetalBorders.ButtonBorder,"getBorderInsets(Component c, Insets newInsets)",Insets,Reinitializes the insets parameter with this Border's current Insets.,"

getBorderInsets
public Insets getBorderInsets(Component c,
                              Insets newInsets)
Description copied from class: AbstractBorder
Reinitializes the insets parameter with this Border's current Insets.

Overrides:
getBorderInsets in class AbstractBorder
Parameters:
c - the component for which this border insets value applies
newInsets - the object to be reinitialized
Returns:
the insets object


"
MetalBorders.ButtonBorder,"paintBorder(Component c, Graphics g, int x, int y, int w, int h)",void,This default implementation does no painting.,"

paintBorder
public void paintBorder(Component c,
                        Graphics g,
                        int x,
                        int y,
                        int w,
                        int h)
Description copied from class: AbstractBorder
This default implementation does no painting.

Specified by:
paintBorder in interface Border
Overrides:
paintBorder in class AbstractBorder
Parameters:
c - the component for which this border is being painted
g - the paint graphics
x - the x position of the painted border
y - the y position of the painted border
w - the width of the painted border
h - the height of the painted border


"
MetalBorders.Flush3DBorder,"getBorderInsets(Component c, Insets newInsets)",Insets,Reinitializes the insets parameter with this Border's current Insets.,"

getBorderInsets
public Insets getBorderInsets(Component c,
                              Insets newInsets)
Description copied from class: AbstractBorder
Reinitializes the insets parameter with this Border's current Insets.

Overrides:
getBorderInsets in class AbstractBorder
Parameters:
c - the component for which this border insets value applies
newInsets - the object to be reinitialized
Returns:
the insets object


"
MetalBorders.Flush3DBorder,"paintBorder(Component c, Graphics g, int x, int y, int w, int h)",void,This default implementation does no painting.,"

paintBorder
public void paintBorder(Component c,
                        Graphics g,
                        int x,
                        int y,
                        int w,
                        int h)
Description copied from class: AbstractBorder
This default implementation does no painting.

Specified by:
paintBorder in interface Border
Overrides:
paintBorder in class AbstractBorder
Parameters:
c - the component for which this border is being painted
g - the paint graphics
x - the x position of the painted border
y - the y position of the painted border
w - the width of the painted border
h - the height of the painted border


"
MetalBorders.InternalFrameBorder,"getBorderInsets(Component c, Insets newInsets)",Insets,Reinitializes the insets parameter with this Border's current Insets.,"

getBorderInsets
public Insets getBorderInsets(Component c,
                              Insets newInsets)
Description copied from class: AbstractBorder
Reinitializes the insets parameter with this Border's current Insets.

Overrides:
getBorderInsets in class AbstractBorder
Parameters:
c - the component for which this border insets value applies
newInsets - the object to be reinitialized
Returns:
the insets object


"
MetalBorders.InternalFrameBorder,"paintBorder(Component c, Graphics g, int x, int y, int w, int h)",void,This default implementation does no painting.,"

paintBorder
public void paintBorder(Component c,
                        Graphics g,
                        int x,
                        int y,
                        int w,
                        int h)
Description copied from class: AbstractBorder
This default implementation does no painting.

Specified by:
paintBorder in interface Border
Overrides:
paintBorder in class AbstractBorder
Parameters:
c - the component for which this border is being painted
g - the paint graphics
x - the x position of the painted border
y - the y position of the painted border
w - the width of the painted border
h - the height of the painted border


"
MetalBorders.MenuBarBorder,"getBorderInsets(Component c, Insets newInsets)",Insets,Reinitializes the insets parameter with this Border's current Insets.,"

getBorderInsets
public Insets getBorderInsets(Component c,
                              Insets newInsets)
Description copied from class: AbstractBorder
Reinitializes the insets parameter with this Border's current Insets.

Overrides:
getBorderInsets in class AbstractBorder
Parameters:
c - the component for which this border insets value applies
newInsets - the object to be reinitialized
Returns:
the insets object


"
MetalBorders.MenuBarBorder,"paintBorder(Component c, Graphics g, int x, int y, int w, int h)",void,This default implementation does no painting.,"

paintBorder
public void paintBorder(Component c,
                        Graphics g,
                        int x,
                        int y,
                        int w,
                        int h)
Description copied from class: AbstractBorder
This default implementation does no painting.

Specified by:
paintBorder in interface Border
Overrides:
paintBorder in class AbstractBorder
Parameters:
c - the component for which this border is being painted
g - the paint graphics
x - the x position of the painted border
y - the y position of the painted border
w - the width of the painted border
h - the height of the painted border


"
MetalBorders.MenuItemBorder,"getBorderInsets(Component c, Insets newInsets)",Insets,Reinitializes the insets parameter with this Border's current Insets.,"

getBorderInsets
public Insets getBorderInsets(Component c,
                              Insets newInsets)
Description copied from class: AbstractBorder
Reinitializes the insets parameter with this Border's current Insets.

Overrides:
getBorderInsets in class AbstractBorder
Parameters:
c - the component for which this border insets value applies
newInsets - the object to be reinitialized
Returns:
the insets object


"
MetalBorders.MenuItemBorder,"paintBorder(Component c, Graphics g, int x, int y, int w, int h)",void,This default implementation does no painting.,"

paintBorder
public void paintBorder(Component c,
                        Graphics g,
                        int x,
                        int y,
                        int w,
                        int h)
Description copied from class: AbstractBorder
This default implementation does no painting.

Specified by:
paintBorder in interface Border
Overrides:
paintBorder in class AbstractBorder
Parameters:
c - the component for which this border is being painted
g - the paint graphics
x - the x position of the painted border
y - the y position of the painted border
w - the width of the painted border
h - the height of the painted border


"
