Sample Number,ClassName,Snippet Number,Method,Exist
0,AbstractTableModel,1,int getRowCount(),False
0,AbstractTableModel,2,int getColumnCount(),False
0,AbstractTableModel,3,Class<?> getColumnClass(int columnIndex),True
0,AbstractTableModel,4,String getColumnName(int columnIndex),True
0,AbstractTableModel,5,"Object getValueAt(int rowIndex, int columnIndex)",False
1,DefaultTableCellRenderer,1,"Component getTableCellRendererComponent(JTable table, Object value, boolean isSelected, boolean hasFocus, int row, int column)",True
1,DefaultTableCellRenderer,2,void setValue(Object value),True
1,DefaultTableCellRenderer,3,void setHorizontalAlignment(int alignment),False
1,DefaultTableCellRenderer,4,void setVerticalAlignment(int alignment),False
1,DefaultTableCellRenderer,5,void setBorder(Border border),False
2,DefaultTableCellRenderer.UIResource,1,"boolean setValueAt(Object value, int row, int column)",False
2,DefaultTableCellRenderer.UIResource,2,"Component getTableCellRendererComponent(JTable table, Object value, boolean isSelected, boolean hasFocus, int row, int column)",False
2,DefaultTableCellRenderer.UIResource,3,void setHorizontalAlignment(int alignment),False
2,DefaultTableCellRenderer.UIResource,4,void setVerticalAlignment(int alignment),False
2,DefaultTableCellRenderer.UIResource,5,void setOpaque(boolean isOpaque),False
3,DefaultTableColumnModel,1,void addColumn(TableColumn aColumn),True
3,DefaultTableColumnModel,2,TableColumn getColumn(int columnIndex),True
3,DefaultTableColumnModel,3,int getColumnCount(),True
3,DefaultTableColumnModel,4,void removeColumn(TableColumn aColumn),True
3,DefaultTableColumnModel,5,"void moveColumn(int columnIndex, int newIndex)",True
4,DefaultTableModel,1,void addRow(Object[] rowData),True
4,DefaultTableModel,2,"void insertRow(int row, Object[] rowData)",True
4,DefaultTableModel,3,void removeRow(int row),True
4,DefaultTableModel,4,void setRowCount(int rowCount),True
4,DefaultTableModel,5,"Object getValueAt(int row, int column)",True
5,JTableHeader,1,TableColumnModel getColumnModel(),True
5,JTableHeader,2,JTableHeader createDefaultTableHeader(),False
5,JTableHeader,3,void setReorderingAllowed(boolean reorderingAllowed),True
5,JTableHeader,4,void setResizingAllowed(boolean resizingAllowed),True
5,JTableHeader,5,void setDefaultRenderer(TableCellRenderer defaultRenderer),True
6,TableColumn,1,void setMinWidth(int minWidth),True
6,TableColumn,2,void setHeaderValue(Object headerValue),True
6,TableColumn,3,void setCellRenderer(ListCellRenderer cellRenderer),False
6,TableColumn,4,void setResizable(boolean isResizable),True
6,TableColumn,5,void setIdentifier(Object identifier),True
7,TableRowSorter,1,void toggleSortOrder(int column),False
7,TableRowSorter,2,void setSortKeys(List<? extends RowSorter.SortKey> sortKeys),False
7,TableRowSorter,3,void modelStructureChanged(),False
7,TableRowSorter,4,"void setSortable(int column, boolean sortable)",False
7,TableRowSorter,5,List<? extends RowSorter.SortKey> getSortKeys(),False
8,TableStringConverter,1,String toString(Object value),False
8,TableStringConverter,2,Object fromString(String text),False
8,TableStringConverter,3,String fromValue(Object value),False
8,TableStringConverter,4,Object toValue(String text),False
