ClassName,Method,Return Type,Description
AbstractOwnableSynchronizer,getExclusiveOwnerThread(),protected Thread,"Returns the thread last set by setExclusiveOwnerThread, or null if never set."
AbstractOwnableSynchronizer,setExclusiveOwnerThread(Thread thread),protected void,Sets the thread that currently owns exclusive access.
AbstractQueuedLongSynchronizer,acquire(long arg),void,"Acquires in exclusive mode, ignoring interrupts."
AbstractQueuedLongSynchronizer,acquireInterruptibly(long arg),void,"Acquires in exclusive mode, aborting if interrupted."
AbstractQueuedLongSynchronizer,acquireShared(long arg),void,"Acquires in shared mode, ignoring interrupts."
AbstractQueuedLongSynchronizer,acquireSharedInterruptibly(long arg),void,"Acquires in shared mode, aborting if interrupted."
AbstractQueuedLongSynchronizer,"compareAndSetState(long expect, long update)",protected boolean,Atomically sets synchronization state to the given updated value if the current state value equals the expected value.
AbstractQueuedLongSynchronizer,getExclusiveQueuedThreads(),Collection<Thread>,Returns a collection containing threads that may be waiting to acquire in exclusive mode.
AbstractQueuedLongSynchronizer,getFirstQueuedThread(),Thread,"Returns the first (longest-waiting) thread in the queue, or null if no threads are currently queued."
AbstractQueuedLongSynchronizer,getQueuedThreads(),Collection<Thread>,Returns a collection containing threads that may be waiting to acquire.
AbstractQueuedLongSynchronizer,getQueueLength(),int,Returns an estimate of the number of threads waiting to acquire.
AbstractQueuedLongSynchronizer,getSharedQueuedThreads(),Collection<Thread>,Returns a collection containing threads that may be waiting to acquire in shared mode.
AbstractQueuedLongSynchronizer,getState(),protected long,Returns the current value of synchronization state.
AbstractQueuedLongSynchronizer,getWaitingThreads(AbstractQueuedLongSynchronizer.ConditionObject condition),Collection<Thread>,Returns a collection containing those threads that may be waiting on the given condition associated with this synchronizer.
AbstractQueuedLongSynchronizer,getWaitQueueLength(AbstractQueuedLongSynchronizer.ConditionObject condition),int,Returns an estimate of the number of threads waiting on the given condition associated with this synchronizer.
AbstractQueuedLongSynchronizer,hasContended(),boolean,Queries whether any threads have ever contended to acquire this synchronizer; that is if an acquire method has ever blocked.
AbstractQueuedLongSynchronizer,hasQueuedPredecessors(),boolean,Queries whether any threads have been waiting to acquire longer than the current thread.
AbstractQueuedLongSynchronizer,hasQueuedThreads(),boolean,Queries whether any threads are waiting to acquire.
