ClassName,Method,Return Type,Description,Full Description
AtomicBoolean,"compareAndSet(boolean expect, boolean update)",boolean,Atomically sets the value to the given updated value if the current value == the expected value.,"

compareAndSet
public final boolean compareAndSet(boolean expect,
                                   boolean update)
Atomically sets the value to the given updated value
 if the current value == the expected value.

Parameters:
expect - the expected value
update - the new value
Returns:
true if successful. False return indicates that
 the actual value was not equal to the expected value.


"
AtomicBoolean,get(),boolean,Returns the current value.,"

get
public final boolean get()
Returns the current value.

Returns:
the current value


"
AtomicBoolean,getAndSet(boolean newValue),boolean,Atomically sets to the given value and returns the previous value.,"

getAndSet
public final boolean getAndSet(boolean newValue)
Atomically sets to the given value and returns the previous value.

Parameters:
newValue - the new value
Returns:
the previous value


"
AtomicBoolean,lazySet(boolean newValue),void,Eventually sets to the given value.,"

lazySet
public final void lazySet(boolean newValue)
Eventually sets to the given value.

Parameters:
newValue - the new value
Since:
1.6


"
AtomicBoolean,set(boolean newValue),void,Unconditionally sets to the given value.,"

set
public final void set(boolean newValue)
Unconditionally sets to the given value.

Parameters:
newValue - the new value


"
AtomicBoolean,toString(),String,Returns the String representation of the current value.,"

toString
public String toString()
Returns the String representation of the current value.

Overrides:
toString in class Object
Returns:
the String representation of the current value


"
AtomicBoolean,"weakCompareAndSet(boolean expect, boolean update)",boolean,Atomically sets the value to the given updated value if the current value == the expected value.,"

weakCompareAndSet
public boolean weakCompareAndSet(boolean expect,
                                 boolean update)
Atomically sets the value to the given updated value
 if the current value == the expected value.

 May fail
 spuriously and does not provide ordering guarantees, so is
 only rarely an appropriate alternative to compareAndSet.

Parameters:
expect - the expected value
update - the new value
Returns:
true if successful


"
AtomicInteger,"accumulateAndGet(int x, IntBinaryOperator accumulatorFunction)",int,"Atomically updates the current value with the results of applying the given function to the current and given values, returning the updated value.","

accumulateAndGet
public final int accumulateAndGet(int x,
                                  IntBinaryOperator accumulatorFunction)
Atomically updates the current value with the results of
 applying the given function to the current and given values,
 returning the updated value. The function should be
 side-effect-free, since it may be re-applied when attempted
 updates fail due to contention among threads.  The function
 is applied with the current value as its first argument,
 and the given update as the second argument.

Parameters:
x - the update value
accumulatorFunction - a side-effect-free function of two arguments
Returns:
the updated value
Since:
1.8


"
AtomicInteger,addAndGet(int delta),int,Atomically adds the given value to the current value.,"

addAndGet
public final int addAndGet(int delta)
Atomically adds the given value to the current value.

Parameters:
delta - the value to add
Returns:
the updated value


"
AtomicInteger,"compareAndSet(int expect, int update)",boolean,Atomically sets the value to the given updated value if the current value == the expected value.,"

compareAndSet
public final boolean compareAndSet(int expect,
                                   int update)
Atomically sets the value to the given updated value
 if the current value == the expected value.

Parameters:
expect - the expected value
update - the new value
Returns:
true if successful. False return indicates that
 the actual value was not equal to the expected value.


"
AtomicInteger,decrementAndGet(),int,Atomically decrements by one the current value.,"

decrementAndGet
public final int decrementAndGet()
Atomically decrements by one the current value.

Returns:
the updated value


"
AtomicInteger,doubleValue(),double,Returns the value of this AtomicInteger as a double after a widening primitive conversion.,"

doubleValue
public double doubleValue()
Returns the value of this AtomicInteger as a double
 after a widening primitive conversion.

Specified by:
doubleValue in class Number
Returns:
the numeric value represented by this object after conversion
          to type double.
See  The Java™ Language Specification:
5.1.2 Widening Primitive Conversions


"
AtomicInteger,floatValue(),float,Returns the value of this AtomicInteger as a float after a widening primitive conversion.,"

floatValue
public float floatValue()
Returns the value of this AtomicInteger as a float
 after a widening primitive conversion.

Specified by:
floatValue in class Number
Returns:
the numeric value represented by this object after conversion
          to type float.
See  The Java™ Language Specification:
5.1.2 Widening Primitive Conversions


"
AtomicInteger,get(),int,Gets the current value.,"

get
public final int get()
Gets the current value.

Returns:
the current value


"
AtomicInteger,"getAndAccumulate(int x, IntBinaryOperator accumulatorFunction)",int,"Atomically updates the current value with the results of applying the given function to the current and given values, returning the previous value.","

getAndAccumulate
public final int getAndAccumulate(int x,
                                  IntBinaryOperator accumulatorFunction)
Atomically updates the current value with the results of
 applying the given function to the current and given values,
 returning the previous value. The function should be
 side-effect-free, since it may be re-applied when attempted
 updates fail due to contention among threads.  The function
 is applied with the current value as its first argument,
 and the given update as the second argument.

Parameters:
x - the update value
accumulatorFunction - a side-effect-free function of two arguments
Returns:
the previous value
Since:
1.8


"
AtomicInteger,getAndAdd(int delta),int,Atomically adds the given value to the current value.,"

getAndAdd
public final int getAndAdd(int delta)
Atomically adds the given value to the current value.

Parameters:
delta - the value to add
Returns:
the previous value


"
AtomicInteger,getAndDecrement(),int,Atomically decrements by one the current value.,"

getAndDecrement
public final int getAndDecrement()
Atomically decrements by one the current value.

Returns:
the previous value


"
AtomicInteger,getAndIncrement(),int,Atomically increments by one the current value.,"

getAndIncrement
public final int getAndIncrement()
Atomically increments by one the current value.

Returns:
the previous value


"
AtomicInteger,getAndSet(int newValue),int,Atomically sets to the given value and returns the old value.,"

getAndSet
public final int getAndSet(int newValue)
Atomically sets to the given value and returns the old value.

Parameters:
newValue - the new value
Returns:
the previous value


"
