ClassName,Method,Return Type,Description
Policy,"getPermissions(Subject subject, CodeSource cs)",abstract PermissionCollection,Deprecated.
Policy,getPolicy(),static Policy,Deprecated.
Policy,refresh(),abstract void,Deprecated.
Policy,setPolicy(Policy policy),static void,Deprecated.
PrivateCredentialPermission,equals(Object obj),boolean,Checks two PrivateCredentialPermission objects for equality.
PrivateCredentialPermission,getActions(),String,"Returns the ""canonical string representation"" of the actions."
PrivateCredentialPermission,getCredentialClass(),String,Returns the Class name of the Credential associated with this PrivateCredentialPermission.
PrivateCredentialPermission,getPrincipals(),String[][],Returns the Principal classes and names associated with this PrivateCredentialPermission.
PrivateCredentialPermission,hashCode(),int,Returns the hash code value for this object.
PrivateCredentialPermission,implies(Permission p),boolean,Checks if this PrivateCredentialPermission implies the specified Permission.
PrivateCredentialPermission,newPermissionCollection(),PermissionCollection,Return a homogeneous collection of PrivateCredentialPermissions in a PermissionCollection.
Subject,"doAs(Subject subject, PrivilegedAction<T> action)",static <T> T,Perform work as a particular Subject.
Subject,"doAs(Subject subject, PrivilegedExceptionAction<T> action)",static <T> T,Perform work as a particular Subject.
Subject,"doAsPrivileged(Subject subject, PrivilegedAction<T> action, AccessControlContext acc)",static <T> T,Perform privileged work as a particular Subject.
Subject,"doAsPrivileged(Subject subject, PrivilegedExceptionAction<T> action, AccessControlContext acc)",static <T> T,Perform privileged work as a particular Subject.
Subject,equals(Object o),boolean,Compares the specified Object with this Subject for equality.
Subject,getPrincipals(),Set<Principal>,Return the Set of Principals associated with this Subject.
Subject,getPrincipals(Class<T> c),<T extends Principal>Set<T>,Return a Set of Principals associated with this Subject that are instances or subclasses of the specified Class.
Subject,getPrivateCredentials(),Set<Object>,Return the Set of private credentials held by this Subject.
Subject,getPrivateCredentials(Class<T> c),<T> Set<T>,Return a Set of private credentials associated with this Subject that are instances or subclasses of the specified Class.
Subject,getPublicCredentials(),Set<Object>,Return the Set of public credentials held by this Subject.
Subject,getPublicCredentials(Class<T> c),<T> Set<T>,Return a Set of public credentials associated with this Subject that are instances or subclasses of the specified Class.
Subject,getSubject(AccessControlContext acc),static Subject,Get the Subject associated with the provided AccessControlContext.
Subject,hashCode(),int,Returns a hashcode for this Subject.
Subject,isReadOnly(),boolean,Query whether this Subject is read-only.
Subject,setReadOnly(),void,Set this Subject to be read-only.
Subject,toString(),String,Return the String representation of this Subject.
SubjectDomainCombiner,"combine(ProtectionDomain[] currentDomains, ProtectionDomain[] assignedDomains)",ProtectionDomain[],Update the relevant ProtectionDomains with the Principals from the Subject associated with this SubjectDomainCombiner.
SubjectDomainCombiner,getSubject(),Subject,Get the Subject associated with this SubjectDomainCombiner.
