ClassName,Method,Return Type,Description,Full Description
DatatypeConstants.Field,getId(),int,Get id of this Field.,"

getId
public int getId()
Get id of this Field.

Returns:
Id of field.


"
DatatypeConstants.Field,toString(),String,Returns a field name in English.,"

toString
public String toString()
Returns a field name in English. This method
 is intended to be used for debugging/diagnosis
 and not for display to end-users.

Overrides:
toString in class Object
Returns:
a non-null valid String constant.


"
DatatypeFactory,"newDuration(boolean isPositive, BigInteger years, BigInteger months, BigInteger days, BigInteger hours, BigInteger minutes, BigDecimal seconds)",abstract Duration,"Obtain a new instance of a Duration specifying the Duration as isPositive, years, months, days, hours, minutes, seconds.","

newDuration
public abstract Duration newDuration(boolean isPositive,
                                     BigInteger years,
                                     BigInteger months,
                                     BigInteger days,
                                     BigInteger hours,
                                     BigInteger minutes,
                                     BigDecimal seconds)
Obtain a new instance of a Duration
 specifying the Duration as isPositive, years, months, days, hours, minutes, seconds.
The XML Schema specification states that values can be of an arbitrary size.
 Implementations may chose not to or be incapable of supporting arbitrarily large and/or small values.
 An UnsupportedOperationException will be thrown with a message indicating implementation limits
 if implementation capacities are exceeded.
A null value indicates that field is not set.

Parameters:
isPositive - Set to false to create a negative duration. When the length
   of the duration is zero, this parameter will be ignored.
years - of this Duration
months - of this Duration
days - of this Duration
hours - of this Duration
minutes - of this Duration
seconds - of this Duration
Returns:
New Duration created from the specified values.
Throws:
IllegalArgumentException - If the values are not a valid representation of a
 Duration: if all the fields (years, months, ...) are null or
 if any of the fields is negative.
UnsupportedOperationException - If implementation cannot support requested values.


"
DatatypeFactory,"newDuration(boolean isPositive, int years, int months, int days, int hours, int minutes, int seconds)",Duration,"Obtain a new instance of a Duration specifying the Duration as isPositive, years, months, days, hours, minutes, seconds.","

newDuration
public Duration newDuration(boolean isPositive,
                            int years,
                            int months,
                            int days,
                            int hours,
                            int minutes,
                            int seconds)
Obtain a new instance of a Duration
 specifying the Duration as isPositive, years, months, days, hours, minutes, seconds.
A DatatypeConstants.FIELD_UNDEFINED value indicates that field is not set.

Parameters:
isPositive - Set to false to create a negative duration. When the length
   of the duration is zero, this parameter will be ignored.
years - of this Duration
months - of this Duration
days - of this Duration
hours - of this Duration
minutes - of this Duration
seconds - of this Duration
Returns:
New Duration created from the specified values.
Throws:
IllegalArgumentException - If the values are not a valid representation of a
 Duration: if any of the fields is negative.
See Also:
newDuration(
   boolean isPositive,
   BigInteger years,
   BigInteger months,
   BigInteger days,
   BigInteger hours,
   BigInteger minutes,
   BigDecimal seconds)


"
DatatypeFactory,newDuration(long durationInMilliSeconds),abstract Duration,Obtain a new instance of a Duration specifying the Duration as milliseconds.,"

newDuration
public abstract Duration newDuration(long durationInMilliSeconds)
Obtain a new instance of a Duration
 specifying the Duration as milliseconds.
XML Schema Part 2: Datatypes, 3.2.6 duration, defines duration as:

 duration represents a duration of time.
 The value space of duration is a six-dimensional space where the coordinates designate the
 Gregorian year, month, day, hour, minute, and second components defined in Section 5.5.3.2 of [ISO 8601], respectively.
 These components are ordered in their significance by their order of appearance i.e. as
 year, month, day, hour, minute, and second.
 
All six values are set by computing their values from the specified milliseconds
 and are available using the get methods of  the created Duration.
 The values conform to and are defined by:

ISO 8601:2000(E) Section 5.5.3.2 Alternative format

     W3C XML Schema 1.0 Part 2, Appendix D, ISO 8601 Date and Time Formats

XMLGregorianCalendar  Date/Time Datatype Field Mapping Between XML Schema 1.0 and Java Representation

The default start instance is defined by GregorianCalendar's use of the start of the epoch: i.e.,
 Calendar.YEAR = 1970,
 Calendar.MONTH = Calendar.JANUARY,
 Calendar.DATE = 1, etc.
 This is important as there are variations in the Gregorian Calendar,
 e.g. leap years have different days in the month = Calendar.FEBRUARY
 so the result of Duration.getMonths() and Duration.getDays() can be influenced.

Parameters:
durationInMilliSeconds - Duration in milliseconds to create.
Returns:
New Duration representing durationInMilliSeconds.


"
DatatypeFactory,newDuration(String lexicalRepresentation),abstract Duration,"Obtain a new instance of a Duration specifying the Duration as its string representation, ""PnYnMnDTnHnMnS"", as defined in XML Schema 1.0 section 3.2.6.1.","

newDuration
public abstract Duration newDuration(String lexicalRepresentation)
Obtain a new instance of a Duration
 specifying the Duration as its string representation, ""PnYnMnDTnHnMnS"",
 as defined in XML Schema 1.0 section 3.2.6.1.
XML Schema Part 2: Datatypes, 3.2.6 duration, defines duration as:

 duration represents a duration of time.
 The value space of duration is a six-dimensional space where the coordinates designate the
 Gregorian year, month, day, hour, minute, and second components defined in Section 5.5.3.2 of [ISO 8601], respectively.
 These components are ordered in their significance by their order of appearance i.e. as
 year, month, day, hour, minute, and second.
 
All six values are set and available from the created Duration
The XML Schema specification states that values can be of an arbitrary size.
 Implementations may chose not to or be incapable of supporting arbitrarily large and/or small values.
 An UnsupportedOperationException will be thrown with a message indicating implementation limits
 if implementation capacities are exceeded.

Parameters:
lexicalRepresentation - String representation of a Duration.
Returns:
New Duration created from parsing the lexicalRepresentation.
Throws:
IllegalArgumentException - If lexicalRepresentation is not a valid representation of a Duration.
UnsupportedOperationException - If implementation cannot support requested values.
NullPointerException - if lexicalRepresentation is null.


"
DatatypeFactory,"newDurationDayTime(boolean isPositive, BigInteger day, BigInteger hour, BigInteger minute, BigInteger second)",Duration,"Create a Duration of type xdt:dayTimeDuration using the specified day, hour, minute and second as defined in XQuery 1.0 and XPath 2.0 Data Model, xdt:dayTimeDuration.","

newDurationDayTime
public Duration newDurationDayTime(boolean isPositive,
                                   BigInteger day,
                                   BigInteger hour,
                                   BigInteger minute,
                                   BigInteger second)
Create a Duration of type xdt:dayTimeDuration using the specified
 day, hour, minute and second as defined in
 
   XQuery 1.0 and XPath 2.0 Data Model, xdt:dayTimeDuration.
The datatype xdt:dayTimeDuration is a subtype of xs:duration
 whose lexical representation contains only day, hour, minute, and second components.
 This datatype resides in the namespace http://www.w3.org/2003/11/xpath-datatypes.
The XML Schema specification states that values can be of an arbitrary size.
 Implementations may chose not to or be incapable of supporting arbitrarily large and/or small values.
 An UnsupportedOperationException will be thrown with a message indicating implementation limits
 if implementation capacities are exceeded.
A null value indicates that field is not set.

Parameters:
isPositive - Set to false to create a negative duration. When the length
   of the duration is zero, this parameter will be ignored.
day - Day of Duration.
hour - Hour of Duration.
minute - Minute of Duration.
second - Second of Duration.
Returns:
New Duration created with the specified day, hour, minute
 and second.
Throws:
IllegalArgumentException - If the values are not a valid representation of a
 Duration: if all the fields (day, hour, ...) are null or
 if any of the fields is negative.
UnsupportedOperationException - If implementation cannot support requested values.


"
DatatypeFactory,"newDurationDayTime(boolean isPositive, int day, int hour, int minute, int second)",Duration,"Create a Duration of type xdt:dayTimeDuration using the specified day, hour, minute and second as defined in XQuery 1.0 and XPath 2.0 Data Model, xdt:dayTimeDuration.","

newDurationDayTime
public Duration newDurationDayTime(boolean isPositive,
                                   int day,
                                   int hour,
                                   int minute,
                                   int second)
Create a Duration of type xdt:dayTimeDuration using the specified
 day, hour, minute and second as defined in
 
   XQuery 1.0 and XPath 2.0 Data Model, xdt:dayTimeDuration.
The datatype xdt:dayTimeDuration is a subtype of xs:duration
 whose lexical representation contains only day, hour, minute, and second components.
 This datatype resides in the namespace http://www.w3.org/2003/11/xpath-datatypes.
A DatatypeConstants.FIELD_UNDEFINED value indicates that field is not set.

Parameters:
isPositive - Set to false to create a negative duration. When the length
   of the duration is zero, this parameter will be ignored.
day - Day of Duration.
hour - Hour of Duration.
minute - Minute of Duration.
second - Second of Duration.
Returns:
New Duration created with the specified day, hour, minute
 and second.
Throws:
IllegalArgumentException - If the values are not a valid representation of a
 Duration: if any of the fields (day, hour, ...) is negative.


"
DatatypeFactory,newDurationDayTime(long durationInMilliseconds),Duration,"Create a Duration of type xdt:dayTimeDuration using the specified milliseconds as defined in XQuery 1.0 and XPath 2.0 Data Model, xdt:dayTimeDuration.","

newDurationDayTime
public Duration newDurationDayTime(long durationInMilliseconds)
Create a Duration of type xdt:dayTimeDuration using the specified milliseconds as defined in
 
   XQuery 1.0 and XPath 2.0 Data Model, xdt:dayTimeDuration.
The datatype xdt:dayTimeDuration is a subtype of xs:duration
 whose lexical representation contains only day, hour, minute, and second components.
 This datatype resides in the namespace http://www.w3.org/2003/11/xpath-datatypes.
All four values are set by computing their values from the specified milliseconds
 and are available using the get methods of  the created Duration.
 The values conform to and are defined by:

ISO 8601:2000(E) Section 5.5.3.2 Alternative format

     W3C XML Schema 1.0 Part 2, Appendix D, ISO 8601 Date and Time Formats

XMLGregorianCalendar  Date/Time Datatype Field Mapping Between XML Schema 1.0 and Java Representation

The default start instance is defined by GregorianCalendar's use of the start of the epoch: i.e.,
 Calendar.YEAR = 1970,
 Calendar.MONTH = Calendar.JANUARY,
 Calendar.DATE = 1, etc.
 This is important as there are variations in the Gregorian Calendar,
 e.g. leap years have different days in the month = Calendar.FEBRUARY
 so the result of Duration.getDays() can be influenced.
Any remaining milliseconds after determining the day, hour, minute and second are discarded.

Parameters:
durationInMilliseconds - Milliseconds of Duration to create.
Returns:
New Duration created with the specified durationInMilliseconds.
See Also:

   XQuery 1.0 and XPath 2.0 Data Model, xdt:dayTimeDuration


"
DatatypeFactory,newDurationDayTime(String lexicalRepresentation),Duration,"Create a Duration of type xdt:dayTimeDuration by parsing its String representation, ""PnDTnHnMnS"", XQuery 1.0 and XPath 2.0 Data Model, xdt:dayTimeDuration.","

newDurationDayTime
public Duration newDurationDayTime(String lexicalRepresentation)
Create a Duration of type xdt:dayTimeDuration by parsing its String representation,
 ""PnDTnHnMnS"", 
   XQuery 1.0 and XPath 2.0 Data Model, xdt:dayTimeDuration.
The datatype xdt:dayTimeDuration is a subtype of xs:duration
 whose lexical representation contains only day, hour, minute, and second components.
 This datatype resides in the namespace http://www.w3.org/2003/11/xpath-datatypes.
All four values are set and available from the created Duration
The XML Schema specification states that values can be of an arbitrary size.
 Implementations may chose not to or be incapable of supporting arbitrarily large and/or small values.
 An UnsupportedOperationException will be thrown with a message indicating implementation limits
 if implementation capacities are exceeded.

Parameters:
lexicalRepresentation - Lexical representation of a duration.
Returns:
New Duration created using the specified lexicalRepresentation.
Throws:
IllegalArgumentException - If lexicalRepresentation is not a valid representation of a Duration expressed only in terms of days and time.
UnsupportedOperationException - If implementation cannot support requested values.
NullPointerException - If lexicalRepresentation is null.


"
