Sample Number,ClassName,Snippet Number,Method,Exist,Description
0,SslRMIClientSocketFactory,1,SslRMIClientSocketFactory(),False,NULL
0,SslRMIClientSocketFactory,2,"createSocket(String host, int port)",False,NULL
0,SslRMIClientSocketFactory,3,"createSocket(String host, int port, InetAddress localAddress, int localPort)",False,NULL
0,SslRMIClientSocketFactory,4,"createSocket(String host, int port, InetAddress clientAddress, int clientPort)",False,NULL
0,SslRMIClientSocketFactory,5,"createSocket(String host, int port, InetAddress localAddress, int localPort, InetAddress clientAddress, int clientPort)",False,NULL
1,SslRMIServerSocketFactory,1,SslRMIServerSocketFactory(),False,NULL
1,SslRMIServerSocketFactory,2,createServerSocket(int port),False,NULL
1,SslRMIServerSocketFactory,3,"createServerSocket(int port, int backlog, InetAddress bindAddr)",False,NULL
1,SslRMIServerSocketFactory,4,"createServerSocket(int port, int backlog)",False,NULL
1,SslRMIServerSocketFactory,5,"createServerSocket(int port, int backlog, int recvBufSize, boolean reuseAddr)",False,NULL
