ClassName,Method,Return Type,Description
DirectoryManager,getContinuationDirContext(CannotProceedException cpe),static DirContext,Creates a context in which to continue a DirContext operation.
DirectoryManager,"getObjectInstance(Object refInfo, Name name, Context nameCtx, Hashtable<?,?> environment, Attributes attrs)",static Object,"Creates an instance of an object for the specified object, attributes, and environment."
DirectoryManager,"getStateToBind(Object obj, Name name, Context nameCtx, Hashtable<?,?> environment, Attributes attrs)",static DirStateFactory.Result,Retrieves the state of an object for binding when given the original object and its attributes.
DirStateFactory.Result,getAttributes(),Attributes,Retrieves the attributes to be bound.
DirStateFactory.Result,getObject(),Object,Retrieves the object to be bound.
NamingManager,getContinuationContext(CannotProceedException cpe),static Context,Creates a context in which to continue a context operation.
NamingManager,"getInitialContext(Hashtable<?,?> env)",static Context,Creates an initial context using the specified environment properties.
NamingManager,"getObjectInstance(Object refInfo, Name name, Context nameCtx, Hashtable<?,?> environment)",static Object,Creates an instance of an object for the specified object and environment.
NamingManager,"getStateToBind(Object obj, Name name, Context nameCtx, Hashtable<?,?> environment)",static Object,Retrieves the state of an object for binding.
NamingManager,"getURLContext(String scheme, Hashtable<?,?> environment)",static Context,Creates a context for the given URL scheme id.
NamingManager,hasInitialContextFactoryBuilder(),static boolean,Determines whether an initial context factory builder has been set.
NamingManager,setInitialContextFactoryBuilder(InitialContextFactoryBuilder builder),static void,Sets the InitialContextFactory builder to be builder.
NamingManager,setObjectFactoryBuilder(ObjectFactoryBuilder builder),static void,The ObjectFactoryBuilder determines the policy used when trying to load object factories.
ResolveResult,appendRemainingComponent(String name),void,Adds a single component to the end of remaining name.
ResolveResult,appendRemainingName(Name name),void,Adds components to the end of remaining name.
ResolveResult,getRemainingName(),Name,Retrieves the remaining unresolved portion of the name.
ResolveResult,getResolvedObj(),Object,Retrieves the Object to which resolution was successful.
ResolveResult,setRemainingName(Name name),void,Sets the remaining name field of this result to name.
ResolveResult,setResolvedObj(Object obj),void,Sets the resolved Object field of this result to obj.
