ClassName,Method,Return Type,Description,Full Description
TransformService,getAlgorithm(),String,Returns the URI of the algorithm supported by this TransformService.,"

getAlgorithm
public final String getAlgorithm()
Returns the URI of the algorithm supported by this
 TransformService.

Specified by:
getAlgorithm in interface AlgorithmMethod
Returns:
the algorithm URI


"
TransformService,"getInstance(String algorithm, String mechanismType)",static TransformService,Returns a TransformService that supports the specified algorithm URI (ex: Transform.XPATH2) and mechanism type (ex: DOM).,"

getInstance
public static TransformService getInstance(String algorithm,
                                           String mechanismType)
                                    throws NoSuchAlgorithmException
Returns a TransformService that supports the specified
 algorithm URI (ex: Transform.XPATH2) and mechanism type
 (ex: DOM).

 This method uses the standard JCA provider lookup mechanism to
 locate and instantiate a TransformService implementation
 of the desired algorithm and MechanismType service
 attribute. It traverses the list of registered security
 Providers, starting with the most preferred
 Provider. A new TransformService object
 from the first Provider that supports the specified
 algorithm and mechanism type is returned.

  Note that the list of registered providers may be retrieved via
 the Security.getProviders() method.

Parameters:
algorithm - the URI of the algorithm
mechanismType - the type of the XML processing mechanism and
   representation
Returns:
a new TransformService
Throws:
NullPointerException - if algorithm or
   mechanismType is  null
NoSuchAlgorithmException - if no Provider supports a
   TransformService implementation for the specified
   algorithm and mechanism type
See Also:
Provider


"
TransformService,"getInstance(String algorithm, String mechanismType, Provider provider)",static TransformService,Returns a TransformService that supports the specified algorithm URI (ex: Transform.XPATH2) and mechanism type (ex: DOM) as supplied by the specified provider.,"

getInstance
public static TransformService getInstance(String algorithm,
                                           String mechanismType,
                                           Provider provider)
                                    throws NoSuchAlgorithmException
Returns a TransformService that supports the specified
 algorithm URI (ex: Transform.XPATH2) and mechanism type
 (ex: DOM) as supplied by the specified provider. Note that the specified
 Provider object does not have to be registered in the
 provider list.

Parameters:
algorithm - the URI of the algorithm
mechanismType - the type of the XML processing mechanism and
   representation
provider - the Provider object
Returns:
a new TransformService
Throws:
NullPointerException - if provider,
   algorithm, or mechanismType is
   null
NoSuchAlgorithmException - if a TransformService
   implementation for the specified algorithm and mechanism type is not
   available from the specified Provider object
See Also:
Provider


"
TransformService,"getInstance(String algorithm, String mechanismType, String provider)",static TransformService,Returns a TransformService that supports the specified algorithm URI (ex: Transform.XPATH2) and mechanism type (ex: DOM) as supplied by the specified provider.,"

getInstance
public static TransformService getInstance(String algorithm,
                                           String mechanismType,
                                           String provider)
                                    throws NoSuchAlgorithmException,
                                           NoSuchProviderException
Returns a TransformService that supports the specified
 algorithm URI (ex: Transform.XPATH2) and mechanism type
 (ex: DOM) as supplied by the specified provider. The specified provider
 must be registered in the security provider list.

 Note that the list of registered providers may be retrieved via
 the Security.getProviders() method.

Parameters:
algorithm - the URI of the algorithm
mechanismType - the type of the XML processing mechanism and
   representation
provider - the string name of the provider
Returns:
a new TransformService
Throws:
NoSuchProviderException - if the specified provider is not
   registered in the security provider list
NullPointerException - if provider,
   mechanismType, or algorithm is
   null
NoSuchAlgorithmException - if a TransformService
   implementation for the specified algorithm and mechanism type is not
   available from the specified provider
See Also:
Provider


"
TransformService,getMechanismType(),String,Returns the mechanism type supported by this TransformService.,"

getMechanismType
public final String getMechanismType()
Returns the mechanism type supported by this TransformService.

Returns:
the mechanism type


"
TransformService,getProvider(),Provider,Returns the provider of this TransformService.,"

getProvider
public final Provider getProvider()
Returns the provider of this TransformService.

Returns:
the provider


"
TransformService,init(TransformParameterSpec params),abstract void,Initializes this TransformService with the specified parameters.,"

init
public abstract void init(TransformParameterSpec params)
                   throws InvalidAlgorithmParameterException
Initializes this TransformService with the specified
 parameters.

 If the parameters exist in XML form, the
 init(XMLStructure, XMLCryptoContext) method should be used to
 initialize the TransformService.

Parameters:
params - the algorithm parameters (may be null if
   not required or optional)
Throws:
InvalidAlgorithmParameterException - if the specified parameters
   are invalid for this algorithm


"
TransformService,"init(XMLStructure parent, XMLCryptoContext context)",abstract void,Initializes this TransformService with the specified parameters and document context.,"

init
public abstract void init(XMLStructure parent,
                          XMLCryptoContext context)
                   throws InvalidAlgorithmParameterException
Initializes this TransformService with the specified
 parameters and document context.

Parameters:
parent - a mechanism-specific structure containing the parent
    structure
context - the XMLCryptoContext containing
    additional context (may be null if not applicable)
Throws:
ClassCastException - if the type of parent or
    context is not compatible with this
    TransformService
NullPointerException - if parent is null
InvalidAlgorithmParameterException - if the specified parameters
   are invalid for this algorithm


"
TransformService,"marshalParams(XMLStructure parent, XMLCryptoContext context)",abstract void,Marshals the algorithm-specific parameters.,"

marshalParams
public abstract void marshalParams(XMLStructure parent,
                                   XMLCryptoContext context)
                            throws MarshalException
Marshals the algorithm-specific parameters. If there are no parameters
 to be marshalled, this method returns without throwing an exception.

Parameters:
parent - a mechanism-specific structure containing the parent
    node that the marshalled parameters should be appended to
context - the XMLCryptoContext containing
    additional context (may be null if not applicable)
Throws:
ClassCastException - if the type of parent or
    context is not compatible with this
    TransformService
NullPointerException - if parent is null
MarshalException - if the parameters cannot be marshalled


"
XMLSignatureFactory,getInstance(),static XMLSignatureFactory,"Returns an XMLSignatureFactory that supports the default XML processing mechanism and representation type (""DOM"").","

getInstance
public static XMLSignatureFactory getInstance()
Returns an XMLSignatureFactory that supports the
 default XML processing mechanism and representation type (""DOM"").

 This method uses the standard JCA provider lookup mechanism to
 locate and instantiate an XMLSignatureFactory
 implementation of the default mechanism type. It traverses the list of
 registered security Providers, starting with the most
 preferred Provider.  A new XMLSignatureFactory
 object from the first Provider that supports the DOM
 mechanism is returned.

 Note that the list of registered providers may be retrieved via
 the Security.getProviders() method.

Returns:
a new XMLSignatureFactory
Throws:
NoSuchMechanismException - if no Provider supports an
    XMLSignatureFactory implementation for the DOM
    mechanism
See Also:
Provider


"
XMLSignatureFactory,getInstance(String mechanismType),static XMLSignatureFactory,"Returns an XMLSignatureFactory that supports the specified XML processing mechanism and representation type (ex: ""DOM"").","

getInstance
public static XMLSignatureFactory getInstance(String mechanismType)
Returns an XMLSignatureFactory that supports the
 specified XML processing mechanism and representation type (ex: ""DOM"").

 This method uses the standard JCA provider lookup mechanism to
 locate and instantiate an XMLSignatureFactory
 implementation of the desired mechanism type. It traverses the list of
 registered security Providers, starting with the most
 preferred Provider.  A new XMLSignatureFactory
 object from the first Provider that supports the specified
 mechanism is returned.

 Note that the list of registered providers may be retrieved via
 the Security.getProviders() method.

Parameters:
mechanismType - the type of the XML processing mechanism and
    representation. See the 
    Service Providers section of the API overview for a list of
    standard mechanism types.
Returns:
a new XMLSignatureFactory
Throws:
NullPointerException - if mechanismType is
    null
NoSuchMechanismException - if no Provider supports an
    XMLSignatureFactory implementation for the specified
    mechanism
See Also:
Provider


"
XMLSignatureFactory,"getInstance(String mechanismType, Provider provider)",static XMLSignatureFactory,"Returns an XMLSignatureFactory that supports the requested XML processing mechanism and representation type (ex: ""DOM""), as supplied by the specified provider.","

getInstance
public static XMLSignatureFactory getInstance(String mechanismType,
                                              Provider provider)
Returns an XMLSignatureFactory that supports the
 requested XML processing mechanism and representation type (ex: ""DOM""),
 as supplied by the specified provider. Note that the specified
 Provider object does not have to be registered in the
 provider list.

Parameters:
mechanismType - the type of the XML processing mechanism and
    representation. See the 
    Service Providers section of the API overview for a list of
    standard mechanism types.
provider - the Provider object
Returns:
a new XMLSignatureFactory
Throws:
NullPointerException - if provider or
    mechanismType is null
NoSuchMechanismException - if an XMLSignatureFactory
   implementation for the specified mechanism is not available
   from the specified Provider object
See Also:
Provider


"
XMLSignatureFactory,"getInstance(String mechanismType, String provider)",static XMLSignatureFactory,"Returns an XMLSignatureFactory that supports the requested XML processing mechanism and representation type (ex: ""DOM""), as supplied by the specified provider.","

getInstance
public static XMLSignatureFactory getInstance(String mechanismType,
                                              String provider)
                                       throws NoSuchProviderException
Returns an XMLSignatureFactory that supports the
 requested XML processing mechanism and representation type (ex: ""DOM""),
 as supplied by the specified provider. The specified provider must be
 registered in the security provider list.

 Note that the list of registered providers may be retrieved via
 the Security.getProviders() method.

Parameters:
mechanismType - the type of the XML processing mechanism and
    representation. See the 
    Service Providers section of the API overview for a list of
    standard mechanism types.
provider - the string name of the provider
Returns:
a new XMLSignatureFactory
Throws:
NoSuchProviderException - if the specified provider is not
    registered in the security provider list
NullPointerException - if provider or
    mechanismType is null
NoSuchMechanismException - if an XMLSignatureFactory
    implementation for the specified mechanism is not
    available from the specified provider
See Also:
Provider


"
XMLSignatureFactory,getKeyInfoFactory(),KeyInfoFactory,Returns a KeyInfoFactory that creates KeyInfo objects.,"

getKeyInfoFactory
public final KeyInfoFactory getKeyInfoFactory()
Returns a KeyInfoFactory that creates KeyInfo
 objects. The returned KeyInfoFactory has the same
 mechanism type and provider as this XMLSignatureFactory.

Returns:
a KeyInfoFactory
Throws:
NoSuchMechanismException - if a KeyFactory
    implementation with the same mechanism type and provider
    is not available


"
XMLSignatureFactory,getMechanismType(),String,"Returns the type of the XML processing mechanism and representation supported by this XMLSignatureFactory (ex: ""DOM"").","

getMechanismType
public final String getMechanismType()
Returns the type of the XML processing mechanism and representation
 supported by this XMLSignatureFactory (ex: ""DOM"").

Returns:
the XML processing mechanism type supported by this
    XMLSignatureFactory


"
XMLSignatureFactory,getProvider(),Provider,Returns the provider of this XMLSignatureFactory.,"

getProvider
public final Provider getProvider()
Returns the provider of this XMLSignatureFactory.

Returns:
the provider of this XMLSignatureFactory


"
XMLSignatureFactory,getURIDereferencer(),abstract URIDereferencer,Returns a reference to the URIDereferencer that is used by default to dereference URIs in Reference objects.,"

getURIDereferencer
public abstract URIDereferencer getURIDereferencer()
Returns a reference to the URIDereferencer that is used by
 default to dereference URIs in Reference objects.

Returns:
a reference to the default URIDereferencer (never
    null)


"
XMLSignatureFactory,isFeatureSupported(String feature),abstract boolean,Indicates whether a specified feature is supported.,"

isFeatureSupported
public abstract boolean isFeatureSupported(String feature)
Indicates whether a specified feature is supported.

Parameters:
feature - the feature name (as an absolute URI)
Returns:
true if the specified feature is supported,
    false otherwise
Throws:
NullPointerException - if feature is null


"
XMLSignatureFactory,"newCanonicalizationMethod(String algorithm, C14NMethodParameterSpec params)",abstract CanonicalizationMethod,Creates a CanonicalizationMethod for the specified algorithm URI and parameters.,"

newCanonicalizationMethod
public abstract CanonicalizationMethod newCanonicalizationMethod(String algorithm,
                                                                 C14NMethodParameterSpec params)
                                                          throws NoSuchAlgorithmException,
                                                                 InvalidAlgorithmParameterException
Creates a CanonicalizationMethod for the specified
 algorithm URI and parameters.

Parameters:
algorithm - the URI identifying the canonicalization algorithm
params - algorithm-specific canonicalization parameters (may be
    null)
Returns:
the CanonicalizationMethod
Throws:
InvalidAlgorithmParameterException - if the specified parameters
    are inappropriate for the requested algorithm
NoSuchAlgorithmException - if an implementation of the
    specified algorithm cannot be found
NullPointerException - if algorithm is
    null


"
XMLSignatureFactory,"newCanonicalizationMethod(String algorithm, XMLStructure params)",abstract CanonicalizationMethod,Creates a CanonicalizationMethod for the specified algorithm URI and parameters.,"

newCanonicalizationMethod
public abstract CanonicalizationMethod newCanonicalizationMethod(String algorithm,
                                                                 XMLStructure params)
                                                          throws NoSuchAlgorithmException,
                                                                 InvalidAlgorithmParameterException
Creates a CanonicalizationMethod for the specified
 algorithm URI and parameters. The parameters are specified as a
 mechanism-specific XMLStructure (ex: DOMStructure).
 This method is useful when the parameters are in XML form or there is
 no standard class for specifying the parameters.

Parameters:
algorithm - the URI identifying the canonicalization algorithm
params - a mechanism-specific XML structure from which to
   unmarshal the parameters from (may be null if
   not required or optional)
Returns:
the CanonicalizationMethod
Throws:
ClassCastException - if the type of params is
   inappropriate for this XMLSignatureFactory
InvalidAlgorithmParameterException - if the specified parameters
    are inappropriate for the requested algorithm
NoSuchAlgorithmException - if an implementation of the
    specified algorithm cannot be found
NullPointerException - if algorithm is
    null


"
