ClassName,URL,Description
_BindingIteratorImplBase,https://docs.oracle.com/javase/8/docs/api/org/omg/CosNaming/_BindingIteratorImplBase.html,NULL
_BindingIteratorStub,https://docs.oracle.com/javase/8/docs/api/org/omg/CosNaming/_BindingIteratorStub.html,The BindingIterator interface allows a client to iterate through the bindings using the next_one or next_n operations.
_NamingContextExtStub,https://docs.oracle.com/javase/8/docs/api/org/omg/CosNaming/_NamingContextExtStub.html,NamingContextExt is the extension of NamingContext which contains a set of name bindings in which each name is unique and is part of Interoperable Naming Service.
_NamingContextImplBase,https://docs.oracle.com/javase/8/docs/api/org/omg/CosNaming/_NamingContextImplBase.html,NULL
_NamingContextStub,https://docs.oracle.com/javase/8/docs/api/org/omg/CosNaming/_NamingContextStub.html,A naming context is an object that contains a set of name bindings in which each name is unique.
Binding,https://docs.oracle.com/javase/8/docs/api/org/omg/CosNaming/Binding.html,org/omg/CosNaming/Binding.java .
BindingHelper,https://docs.oracle.com/javase/8/docs/api/org/omg/CosNaming/BindingHelper.html,org/omg/CosNaming/BindingHelper.java .
BindingHolder,https://docs.oracle.com/javase/8/docs/api/org/omg/CosNaming/BindingHolder.html,org/omg/CosNaming/BindingHolder.java .
BindingIteratorHelper,https://docs.oracle.com/javase/8/docs/api/org/omg/CosNaming/BindingIteratorHelper.html,The BindingIterator interface allows a client to iterate through the bindings using the next_one or next_n operations.
BindingIteratorHolder,https://docs.oracle.com/javase/8/docs/api/org/omg/CosNaming/BindingIteratorHolder.html,The BindingIterator interface allows a client to iterate through the bindings using the next_one or next_n operations.
BindingIteratorPOA,https://docs.oracle.com/javase/8/docs/api/org/omg/CosNaming/BindingIteratorPOA.html,The BindingIterator interface allows a client to iterate through the bindings using the next_one or next_n operations.
BindingListHelper,https://docs.oracle.com/javase/8/docs/api/org/omg/CosNaming/BindingListHelper.html,List of Bindings.
BindingListHolder,https://docs.oracle.com/javase/8/docs/api/org/omg/CosNaming/BindingListHolder.html,List of Bindings.
BindingType,https://docs.oracle.com/javase/8/docs/api/org/omg/CosNaming/BindingType.html,Specifies whether the given binding is for a object (that is not a naming context) or for a naming context.
BindingTypeHelper,https://docs.oracle.com/javase/8/docs/api/org/omg/CosNaming/BindingTypeHelper.html,Specifies whether the given binding is for a object (that is not a naming context) or for a naming context.
BindingTypeHolder,https://docs.oracle.com/javase/8/docs/api/org/omg/CosNaming/BindingTypeHolder.html,Specifies whether the given binding is for a object (that is not a naming context) or for a naming context.
IstringHelper,https://docs.oracle.com/javase/8/docs/api/org/omg/CosNaming/IstringHelper.html,org/omg/CosNaming/IstringHelper.java .
NameComponent,https://docs.oracle.com/javase/8/docs/api/org/omg/CosNaming/NameComponent.html,org/omg/CosNaming/NameComponent.java .
NameComponentHelper,https://docs.oracle.com/javase/8/docs/api/org/omg/CosNaming/NameComponentHelper.html,org/omg/CosNaming/NameComponentHelper.java .
NameComponentHolder,https://docs.oracle.com/javase/8/docs/api/org/omg/CosNaming/NameComponentHolder.html,org/omg/CosNaming/NameComponentHolder.java .
NameHelper,https://docs.oracle.com/javase/8/docs/api/org/omg/CosNaming/NameHelper.html,A name is a sequence of name components.
NameHolder,https://docs.oracle.com/javase/8/docs/api/org/omg/CosNaming/NameHolder.html,A name is a sequence of name components.
NamingContextExtHelper,https://docs.oracle.com/javase/8/docs/api/org/omg/CosNaming/NamingContextExtHelper.html,NamingContextExt is the extension of NamingContext which contains a set of name bindings in which each name is unique and is part of Interoperable Naming Service.
NamingContextExtHolder,https://docs.oracle.com/javase/8/docs/api/org/omg/CosNaming/NamingContextExtHolder.html,NamingContextExt is the extension of NamingContext which contains a set of name bindings in which each name is unique and is part of Interoperable Naming Service.
NamingContextExtPOA,https://docs.oracle.com/javase/8/docs/api/org/omg/CosNaming/NamingContextExtPOA.html,NamingContextExt is the extension of NamingContext which contains a set of name bindings in which each name is unique and is part of Interoperable Naming Service.
NamingContextHelper,https://docs.oracle.com/javase/8/docs/api/org/omg/CosNaming/NamingContextHelper.html,A naming context is an object that contains a set of name bindings in which each name is unique.
NamingContextHolder,https://docs.oracle.com/javase/8/docs/api/org/omg/CosNaming/NamingContextHolder.html,A naming context is an object that contains a set of name bindings in which each name is unique.
NamingContextPOA,https://docs.oracle.com/javase/8/docs/api/org/omg/CosNaming/NamingContextPOA.html,A naming context is an object that contains a set of name bindings in which each name is unique.
