Sample Number,ClassName,Snippet Number,Method,Exist,Description
0,DocumentBuilder,1,DocumentBuilderFactory newInstance(),False,NULL
0,DocumentBuilder,2,DocumentBuilder newDocumentBuilder(),False,NULL
0,DocumentBuilder,3,Document parse(InputSource input),True,Parse the content of the given input source as an XML document and return a new DOM Document object.
0,DocumentBuilder,4,Document parse(String systemId),True,Parse the content of the given URI as an XML document and return a new DOM Document object.
0,DocumentBuilder,5,Document parse(InputStream in),True,Parse the content of the given InputStream as an XML document and return a new DOM Document object.
1,DocumentBuilderFactory,1,DocumentBuilderFactory newInstance(),True,Obtain a new instance of a DocumentBuilderFactory.
1,DocumentBuilderFactory,2,DocumentBuilder newDocumentBuilder(),True,Creates a new instance of a DocumentBuilder using the currently configured parameters.
1,DocumentBuilderFactory,3,"void setFeature(String name, boolean value)",True,Set a feature for this DocumentBuilderFactory and DocumentBuilders created by this factory.
1,DocumentBuilderFactory,4,boolean getFeature(String name),True,Get the state of the named feature.
1,DocumentBuilderFactory,5,"void setAttribute(String name, String value)",False,NULL
2,SAXParser,1,SAXParserFactory.newInstance(),False,NULL
2,SAXParser,2,"SAXParser.parse(InputSource input, ContentHandler handler)",False,NULL
2,SAXParser,3,"SAXParser.parse(String systemId, InputSource input, ContentHandler handler)",False,NULL
2,SAXParser,4,"SAXParser.parse(String systemId, InputSource input, ContentHandler handler, boolean isValidating)",False,NULL
2,SAXParser,5,"SAXParser.parse(String systemId, InputSource input, ContentHandler handler, boolean isValidating, boolean isNamespaceAware)",False,NULL
3,SAXParserFactory,1,SAXParserFactory newInstance(),True,Obtain a new instance of a SAXParserFactory.
3,SAXParserFactory,2,SAXParser newSAXParser(),True,Creates a new instance of a SAXParser using the currently configured factory parameters.
3,SAXParserFactory,3,"void setFeature(String name, boolean value)",True,Sets the particular feature in the underlying implementation of org.xml.sax.XMLReader.
3,SAXParserFactory,4,boolean getFeature(String name),True,Returns the particular property requested for in the underlying implementation of org.xml.sax.XMLReader.
3,SAXParserFactory,5,"void setProperty(String name, Object value)",False,NULL
