Sample Number,ClassName,Snippet Number,Method,Exist,Description
0,AbstractPreferences,1,boolean nodeExists(String key),True,Implements the nodeExists method as per the specification in Preferences.nodeExists(String).
0,AbstractPreferences,2,"boolean getBoolean(String key, boolean def)",True,"Implements the getBoolean method as per the specification in Preferences.getBoolean(String,boolean)."
0,AbstractPreferences,3,"void putBoolean(String key, boolean value)",True,"Implements the putBoolean method as per the specification in Preferences.putBoolean(String,boolean)."
0,AbstractPreferences,4,"String get(String key, String def)",True,"Implements the get method as per the specification in Preferences.get(String,String)."
0,AbstractPreferences,5,"void put(String key, String value)",True,"Implements the put method as per the specification in Preferences.put(String,String)."
1,NodeChangeEvent,1,NodeChangeEvent(NodeChangeEvent evt),False,NULL
1,NodeChangeEvent,2,"NodeChangeEvent(Object source, int id)",False,NULL
1,NodeChangeEvent,3,int getChildCount(),False,NULL
1,NodeChangeEvent,4,Node getChild(int index),False,NULL
1,NodeChangeEvent,5,int getChildIndex(Node node),False,NULL
2,PreferenceChangeEvent,1,"PreferenceChangeEvent(Preferences node, String key, Object oldValue, Object newValue)",False,NULL
2,PreferenceChangeEvent,2,Preferences getNode(),True,Returns the preference node that emitted the event.
2,PreferenceChangeEvent,3,String getKey(),True,Returns the key of the preference that was changed.
2,PreferenceChangeEvent,4,Object getOldValue(),False,NULL
2,PreferenceChangeEvent,5,Object getNewValue(),False,NULL
3,Preferences,1,Preferences userRoot(),True,Returns the root preference node for the calling user.
3,Preferences,2,Preferences systemRoot(),True,Returns the root preference node for the system.
3,Preferences,3,Preferences node(String path),True,"Returns the named preference node in the same tree as this node, creating it and any of its ancestors if they do not already exist."
3,Preferences,4,"void put(String key, String value)",True,Associates the specified value with the specified key in this preference node.
3,Preferences,5,"String get(String key, String def)",True,Returns the value associated with the specified key in this preference node.
