ClassName,URL,Description
ActionEvent,https://docs.oracle.com/javase/8/docs/api/java/awt/event/ActionEvent.html,A semantic event which indicates that a component-defined action occurred.
AdjustmentEvent,https://docs.oracle.com/javase/8/docs/api/java/awt/event/AdjustmentEvent.html,The adjustment event emitted by Adjustable objects like Scrollbar and ScrollPane.
AWTEventListenerProxy,https://docs.oracle.com/javase/8/docs/api/java/awt/event/AWTEventListenerProxy.html,A class which extends the EventListenerProxy specifically for adding an AWTEventListener for a specific event mask.
ComponentAdapter,https://docs.oracle.com/javase/8/docs/api/java/awt/event/ComponentAdapter.html,An abstract adapter class for receiving component events.
ComponentEvent,https://docs.oracle.com/javase/8/docs/api/java/awt/event/ComponentEvent.html,"A low-level event which indicates that a component moved, changed size, or changed visibility (also, the root class for the other component-level events)."
ContainerAdapter,https://docs.oracle.com/javase/8/docs/api/java/awt/event/ContainerAdapter.html,An abstract adapter class for receiving container events.
ContainerEvent,https://docs.oracle.com/javase/8/docs/api/java/awt/event/ContainerEvent.html,A low-level event which indicates that a container's contents changed because a component was added or removed.
FocusAdapter,https://docs.oracle.com/javase/8/docs/api/java/awt/event/FocusAdapter.html,An abstract adapter class for receiving keyboard focus events.
FocusEvent,https://docs.oracle.com/javase/8/docs/api/java/awt/event/FocusEvent.html,A low-level event which indicates that a Component has gained or lost the input focus.
HierarchyBoundsAdapter,https://docs.oracle.com/javase/8/docs/api/java/awt/event/HierarchyBoundsAdapter.html,An abstract adapter class for receiving ancestor moved and resized events.
HierarchyEvent,https://docs.oracle.com/javase/8/docs/api/java/awt/event/HierarchyEvent.html,An event which indicates a change to the Component hierarchy to which Component belongs.
InputEvent,https://docs.oracle.com/javase/8/docs/api/java/awt/event/InputEvent.html,The root event class for all component-level input events.
InputMethodEvent,https://docs.oracle.com/javase/8/docs/api/java/awt/event/InputMethodEvent.html,Input method events contain information about text that is being composed using an input method.
InvocationEvent,https://docs.oracle.com/javase/8/docs/api/java/awt/event/InvocationEvent.html,An event which executes the run() method on a Runnable when dispatched by the AWT event dispatcher thread.
ItemEvent,https://docs.oracle.com/javase/8/docs/api/java/awt/event/ItemEvent.html,A semantic event which indicates that an item was selected or deselected.
KeyAdapter,https://docs.oracle.com/javase/8/docs/api/java/awt/event/KeyAdapter.html,An abstract adapter class for receiving keyboard events.
KeyEvent,https://docs.oracle.com/javase/8/docs/api/java/awt/event/KeyEvent.html,An event which indicates that a keystroke occurred in a component.
MouseAdapter,https://docs.oracle.com/javase/8/docs/api/java/awt/event/MouseAdapter.html,An abstract adapter class for receiving mouse events.
MouseEvent,https://docs.oracle.com/javase/8/docs/api/java/awt/event/MouseEvent.html,An event which indicates that a mouse action occurred in a component.
MouseMotionAdapter,https://docs.oracle.com/javase/8/docs/api/java/awt/event/MouseMotionAdapter.html,An abstract adapter class for receiving mouse motion events.
MouseWheelEvent,https://docs.oracle.com/javase/8/docs/api/java/awt/event/MouseWheelEvent.html,An event which indicates that the mouse wheel was rotated in a component.
PaintEvent,https://docs.oracle.com/javase/8/docs/api/java/awt/event/PaintEvent.html,The component-level paint event.
TextEvent,https://docs.oracle.com/javase/8/docs/api/java/awt/event/TextEvent.html,A semantic event which indicates that an object's text changed.
WindowAdapter,https://docs.oracle.com/javase/8/docs/api/java/awt/event/WindowAdapter.html,An abstract adapter class for receiving window events.
WindowEvent,https://docs.oracle.com/javase/8/docs/api/java/awt/event/WindowEvent.html,A low-level event that indicates that a window has changed its status.
