Sample Number,ClassName,Snippet Number,Method,Exist,Description
0,AudioFileReader,1,AudioFileReader.getAudioFileTypes(),False,NULL
0,AudioFileReader,2,AudioFileReader.canRead(AudioFileFormat.Type fileType),False,NULL
0,AudioFileReader,3,AudioFileReader.getAudioFileFormat(AudioFileFormat.Type fileType),False,NULL
0,AudioFileReader,4,AudioFileReader.getAudioInputStream(File file),False,NULL
0,AudioFileReader,5,AudioFileReader.getAudioInputStream(URL url),False,NULL
1,AudioFileWriter,1,boolean canWrite(AudioFileFormat.Type fileType),False,NULL
1,AudioFileWriter,2,AudioFileFormat.Type[] getAudioFileTypes(),True,Obtains the file types for which file writing support is provided by this audio file writer.
1,AudioFileWriter,3,"void write(AudioInputStream stream, AudioFileFormat.Type fileType, OutputStream out) throws IOException",False,NULL
1,AudioFileWriter,4,"void write(AudioInputStream stream, AudioFileFormat.Type fileType, File out) throws IOException",False,NULL
1,AudioFileWriter,5,"void write(AudioInputStream stream, AudioFileFormat.Type fileType, URL out) throws IOException",False,NULL
2,FormatConversionProvider,1,boolean canConvertInput(AudioFormat targetFormat),False,NULL
2,FormatConversionProvider,2,boolean canConvertOutput(AudioFormat targetFormat),False,NULL
2,FormatConversionProvider,3,AudioFormat[] getSourceFormats(AudioFormat targetFormat),False,NULL
2,FormatConversionProvider,4,AudioFormat[] getTargetFormats(AudioFormat sourceFormat),False,NULL
2,FormatConversionProvider,5,"AudioInputStream getAudioInputStream(AudioFormat targetFormat, AudioInputStream stream)",True,Obtains an audio input stream with the specified format from the given audio input stream.
3,MixerProvider,1,Mixer.Info getMixerInfo(),False,NULL
3,MixerProvider,2,Mixer.Info[] getMixerInfos(),False,NULL
3,MixerProvider,3,Mixer getMixer(Mixer.Info info),True,Obtains an instance of the mixer represented by the info object.
3,MixerProvider,4,Mixer.Info[] getMixerInfos(Control[] ctrls),False,NULL
3,MixerProvider,5,Mixer.Info[] getMixerInfos(Class c),False,NULL
