ClassName,Method,Return Type,Description
BasicControl,getEncodedValue(),byte[],Retrieves the control's ASN.1 BER encoded value.
BasicControl,getID(),String,Retrieves the control's object identifier string.
BasicControl,isCritical(),boolean,Determines the control's criticality.
ControlFactory,getControlInstance(Control ctl),abstract Control,Creates a control using this control factory.
ControlFactory,"getControlInstance(Control ctl, Context ctx, Hashtable<?,?> env)",static Control,Creates a control using known control factories.
InitialLdapContext,extendedOperation(ExtendedRequest request),ExtendedResponse,Performs an extended operation.
InitialLdapContext,getConnectControls(),Control[],Retrieves the connection request controls in effect for this context.
InitialLdapContext,getRequestControls(),Control[],Retrieves the request controls in effect for this context.
InitialLdapContext,getResponseControls(),Control[],Retrieves the response controls produced as a result of the last method invoked on this context.
InitialLdapContext,newInstance(Control[] reqCtls),LdapContext,Creates a new instance of this context initialized using request controls.
InitialLdapContext,reconnect(Control[] connCtls),void,Reconnects to the LDAP server using the supplied controls and this context's environment.
InitialLdapContext,setRequestControls(Control[] requestControls),void,Sets the request controls for methods subsequently invoked on this context.
LdapName,"add(int posn, Rdn comp)",Name,Adds a single RDN at a specified position within this LDAP name.
LdapName,"add(int posn, String comp)",Name,Adds a single component at a specified position within this LDAP name.
LdapName,add(Rdn comp),Name,Adds a single RDN to the end of this LDAP name.
LdapName,add(String comp),Name,Adds a single component to the end of this LDAP name.
LdapName,"addAll(int posn, List<Rdn> suffixRdns)",Name,Adds the RDNs of a name -- in order -- at a specified position within this name.
LdapName,"addAll(int posn, Name suffix)",Name,Adds the components of a name -- in order -- at a specified position within this name.
LdapName,addAll(List<Rdn> suffixRdns),Name,Adds the RDNs of a name -- in order -- to the end of this name.
LdapName,addAll(Name suffix),Name,Adds the components of a name -- in order -- to the end of this name.
LdapName,clone(),Object,Generates a new copy of this name.
LdapName,compareTo(Object obj),int,Compares this LdapName with the specified Object for order.
LdapName,endsWith(List<Rdn> rdns),boolean,Determines whether the specified RDN sequence forms a suffix of this LDAP name.
LdapName,endsWith(Name n),boolean,Determines whether this LDAP name ends with a specified LDAP name suffix.
LdapName,equals(Object obj),boolean,Determines whether two LDAP names are equal.
LdapName,get(int posn),String,Retrieves a component of this LDAP name as a string.
LdapName,getAll(),Enumeration<String>,Retrieves the components of this name as an enumeration of strings.
LdapName,getPrefix(int posn),Name,Creates a name whose components consist of a prefix of the components of this LDAP name.
LdapName,getRdn(int posn),Rdn,Retrieves an RDN of this LDAP name as an Rdn.
LdapName,getRdns(),List<Rdn>,Retrieves the list of relative distinguished names.
LdapName,getSuffix(int posn),Name,Creates a name whose components consist of a suffix of the components in this LDAP name.
LdapName,hashCode(),int,Computes the hash code of this LDAP name.
LdapName,isEmpty(),boolean,Determines whether this LDAP name is empty.
LdapName,remove(int posn),Object,Removes a component from this LDAP name.
LdapName,size(),int,Retrieves the number of components in this LDAP name.
LdapName,startsWith(List<Rdn> rdns),boolean,Determines whether the specified RDN sequence forms a prefix of this LDAP name.
LdapName,startsWith(Name n),boolean,Determines whether this LDAP name starts with a specified LDAP name prefix.
LdapName,toString(),String,Returns a string representation of this LDAP name in a format defined by RFC 2253 and described in the class description.
PagedResultsResponseControl,getCookie(),byte[],Retrieves the server-generated cookie.
PagedResultsResponseControl,getResultSize(),int,Retrieves (an estimate of) the number of entries in the search result.
Rdn,compareTo(Object obj),int,Compares this Rdn with the specified Object for order.
Rdn,equals(Object obj),boolean,Compares the specified Object with this Rdn for equality.
Rdn,escapeValue(Object val),static String,"Given the value of an attribute, returns a string escaped according to the rules specified in RFC 2253."
Rdn,getType(),String,Retrieves one of this Rdn's type.
Rdn,getValue(),Object,Retrieves one of this Rdn's value.
Rdn,hashCode(),int,Returns the hash code of this RDN.
Rdn,size(),int,Retrieves the number of attribute type/value pairs in this Rdn.
Rdn,toAttributes(),Attributes,Retrieves the Attributes view of the type/value mappings contained in this Rdn.
Rdn,toString(),String,Returns this Rdn as a string represented in a format defined by RFC 2253 and described in the class description for LdapName.
