Sample Number,ClassName,Snippet Number,Method,Exist,Description
0,BasicControl,1,"BasicControl(String id, byte[] value)",False,NULL
0,BasicControl,2,byte[] getEncodedValue(),True,Retrieves the control's ASN.1 BER encoded value.
0,BasicControl,3,String getID(),True,Retrieves the control's object identifier string.
0,BasicControl,4,void setEncodedValue(byte[] value),False,NULL
0,BasicControl,5,void setID(String id),False,NULL
1,ControlFactory,1,ControlFactory.getControlInstance(String oid),False,NULL
1,ControlFactory,2,"ControlFactory.getControlInstance(String oid, byte[] value)",False,NULL
1,ControlFactory,3,"ControlFactory.getControlInstance(String oid, boolean criticality, byte[] value)",False,NULL
1,ControlFactory,4,"ControlFactory.getControlInstance(String oid, boolean criticality, byte[] value, String syntax)",False,NULL
1,ControlFactory,5,"ControlFactory.getControlInstance(String oid, boolean criticality, byte[] value, String syntax, String matchRule)",False,NULL
2,InitialLdapContext,1,"LdapContext(Hashtable<?,?> environment)",False,NULL
2,InitialLdapContext,2,void close(),False,NULL
2,InitialLdapContext,3,DirContext getSubcontext(String name),False,NULL
2,InitialLdapContext,4,Attributes getAttributes(String name),False,NULL
2,InitialLdapContext,5,"void rename(String oldName, String newName)",False,NULL
2,InitialLdapContext,6,void remove(String name),False,NULL
2,InitialLdapContext,7,"void modifyAttributes(String name, BasicAttributes attributes)",False,NULL
2,InitialLdapContext,8,"void add(String name, BasicAttributes attributes)",False,NULL
2,InitialLdapContext,9,SearchControls getSearchControls(),False,NULL
2,InitialLdapContext,10,SearchResult getResult(int skip),False,NULL
2,InitialLdapContext,11,"SearchResult getResult(int skip, int limit)",False,NULL
2,InitialLdapContext,12,"SearchResult getResult(int skip, int limit, int deref)",False,NULL
2,InitialLdapContext,13,"SearchResult getResult(int skip, int limit, int deref, int timeLimit)",False,NULL
2,InitialLdapContext,14,"SearchResult getResult(int skip, int limit, int deref, int timeLimit, boolean typesOnly)",False,NULL
2,InitialLdapContext,15,"SearchResult getResult(int skip, int limit, int deref, int timeLimit, boolean typesOnly, boolean returnControls)",False,NULL
2,InitialLdapContext,16,"SearchResult getResult(int skip, int limit, int deref, int timeLimit, boolean typesOnly, boolean returnControls, boolean signed)",False,NULL
2,InitialLdapContext,17,"SearchResult getResult(int skip, int limit, int deref, int timeLimit, boolean typesOnly, boolean returnControls, boolean signed, boolean serverSideSort)",False,NULL
2,InitialLdapContext,18,"SearchResult getResult(int skip, int limit, int deref, int timeLimit, boolean typesOnly, boolean returnControls, boolean signed, boolean serverSideSort, boolean singleRequest)",False,NULL
2,InitialLdapContext,19,"SearchResult getResult(int skip, int limit, int deref, int timeLimit, boolean typesOnly, boolean returnControls, boolean signed, boolean serverSideSort, boolean singleRequest, boolean withRange)",False,NULL
2,InitialLdapContext,20,"SearchResult getResult(int skip, int limit, int deref, int timeLimit, boolean typesOnly, boolean returnControls, boolean signed, boolean serverSideSort, boolean singleRequest, boolean withRange, boolean subtree)",False,NULL
3,LdapName,1,LdapName(String name),False,NULL
3,LdapName,2,String get(int index),True,Retrieves a component of this LDAP name as a string.
3,LdapName,3,int size(),True,Retrieves the number of components in this LDAP name.
3,LdapName,4,String toString(),True,Returns a string representation of this LDAP name in a format defined by RFC 2253 and described in the class description.
3,LdapName,5,String toRdnString(),False,NULL
4,ManageReferralControl,1,"ManageReferralControl(boolean criticality, String[] urls)",False,NULL
4,ManageReferralControl,2,boolean isCritical(),False,NULL
4,ManageReferralControl,3,String[] getReferralURLs(),False,NULL
4,ManageReferralControl,4,void setCriticality(boolean critical),False,NULL
4,ManageReferralControl,5,void setReferralURLs(String[] urls),False,NULL
5,PagedResultsControl,1,"PagedResultsControl(int pageSize, boolean isCritical)",False,NULL
5,PagedResultsControl,2,int getPageSize(),False,NULL
5,PagedResultsControl,3,boolean isCritical(),False,NULL
5,PagedResultsControl,4,void setPageSize(int pageSize),False,NULL
5,PagedResultsControl,5,void setCriticality(boolean isCritical),False,NULL
6,PagedResultsResponseControl,1,"PagedResultsResponseControl(int pageSize, int resultId, boolean isCritical)",False,NULL
6,PagedResultsResponseControl,2,int getPageSize(),False,NULL
6,PagedResultsResponseControl,3,int getResultId(),False,NULL
6,PagedResultsResponseControl,4,boolean isCritical(),False,NULL
6,PagedResultsResponseControl,5,void setPageSize(int pageSize),False,NULL
6,PagedResultsResponseControl,6,void setResultId(int resultId),False,NULL
6,PagedResultsResponseControl,7,void setCriticality(boolean isCritical),False,NULL
7,Rdn,1,Rdn(String rdn),False,NULL
7,Rdn,2,String getRdn(),False,NULL
7,Rdn,3,String getType(),True,Retrieves one of this Rdn's type.
7,Rdn,4,String getValue(),False,NULL
7,Rdn,5,String toString(),True,Returns this Rdn as a string represented in a format defined by RFC 2253 and described in the class description for LdapName.
8,SortControl,1,"SortControl(String sortKey, boolean reverseOrder)",False,NULL
8,SortControl,2,String getSortKey(),False,NULL
8,SortControl,3,boolean getReverseOrder(),False,NULL
8,SortControl,4,void setSortKey(String sortKey),False,NULL
8,SortControl,5,void setReverseOrder(boolean reverseOrder),False,NULL
9,SortKey,1,"SortKey(String attr, boolean reverse)",False,NULL
9,SortKey,2,String getAttribute(),False,NULL
9,SortKey,3,boolean isReverse(),False,NULL
9,SortKey,4,void setAttribute(String attr),False,NULL
9,SortKey,5,void setReverse(boolean reverse),False,NULL
9,SortKey,6,String toString(),False,NULL
10,SortResponseControl,1,"SortResponseControl(String id, boolean isCritical, byte[] value)",False,NULL
10,SortResponseControl,2,String getID(),False,NULL
10,SortResponseControl,3,boolean isCritical(),False,NULL
10,SortResponseControl,4,byte[] getValue(),False,NULL
10,SortResponseControl,5,String toString(),False,NULL
11,StartTlsRequest,1,StartTlsRequest(),False,NULL
11,StartTlsRequest,2,void setTlsRequestor(),False,NULL
11,StartTlsRequest,3,void setTlsRequestor(TlsRequestor tlsRequestor),False,NULL
11,StartTlsRequest,4,TlsRequestor getTlsRequestor(),False,NULL
11,StartTlsRequest,5,void process(),False,NULL
12,StartTlsResponse,1,StartTlsResponse(),False,NULL
12,StartTlsResponse,2,getResponseName(),False,NULL
12,StartTlsResponse,3,getResponseValue(),False,NULL
12,StartTlsResponse,4,getDiagnosticMessage(),False,NULL
