ClassName,Method,Return Type,Description
PrintEvent,toString(),String,Returns a String representation of this EventObject.
PrintJobAdapter,printDataTransferCompleted(PrintJobEvent pje),void,"Called to notify the client that data has been successfully transferred to the print service, and the client may free local resources allocated for that data."
PrintJobAdapter,printJobCanceled(PrintJobEvent pje),void,Called to notify the client that the job was canceled by user or program.
PrintJobAdapter,printJobCompleted(PrintJobEvent pje),void,Called to notify the client that the job completed successfully.
PrintJobAdapter,printJobFailed(PrintJobEvent pje),void,Called to notify the client that the job failed to complete successfully and will have to be resubmitted.
PrintJobAdapter,printJobNoMoreEvents(PrintJobEvent pje),void,Called to notify the client that no more events will be delivered.
PrintJobAdapter,printJobRequiresAttention(PrintJobEvent pje),void,Called to notify the client that some possibly user rectifiable problem occurs (eg printer out of paper).
PrintJobAttributeEvent,getAttributes(),PrintJobAttributeSet,Determine the printing attributes that changed and their new values.
PrintJobAttributeEvent,getPrintJob(),DocPrintJob,Determine the Print Job to which this print job event pertains.
PrintJobEvent,getPrintEventType(),int,Gets the reason for this event.
PrintJobEvent,getPrintJob(),DocPrintJob,Determines the DocPrintJob to which this print job event pertains.
PrintServiceAttributeEvent,getAttributes(),PrintServiceAttributeSet,Determine the printing service attributes that changed and their new values.
PrintServiceAttributeEvent,getPrintService(),PrintService,Returns the print service.
