ClassName,Method,Return Type,Description
FormatMismatchHelper,extract(Any a),static FormatMismatch,NULL
FormatMismatchHelper,id(),static String,NULL
FormatMismatchHelper,"insert(Any a, FormatMismatch that)",static void,NULL
FormatMismatchHelper,read(InputStream istream),static FormatMismatch,NULL
FormatMismatchHelper,type(),static TypeCode,NULL
FormatMismatchHelper,"write(OutputStream ostream, FormatMismatch value)",static void,NULL
InvalidTypeForEncodingHelper,extract(Any a),static InvalidTypeForEncoding,NULL
InvalidTypeForEncodingHelper,id(),static String,NULL
InvalidTypeForEncodingHelper,"insert(Any a, InvalidTypeForEncoding that)",static void,NULL
InvalidTypeForEncodingHelper,read(InputStream istream),static InvalidTypeForEncoding,NULL
InvalidTypeForEncodingHelper,type(),static TypeCode,NULL
InvalidTypeForEncodingHelper,"write(OutputStream ostream, InvalidTypeForEncoding value)",static void,NULL
TypeMismatchHelper,extract(Any a),static TypeMismatch,NULL
TypeMismatchHelper,id(),static String,NULL
TypeMismatchHelper,"insert(Any a, TypeMismatch that)",static void,NULL
TypeMismatchHelper,read(InputStream istream),static TypeMismatch,NULL
TypeMismatchHelper,type(),static TypeCode,NULL
TypeMismatchHelper,"write(OutputStream ostream, TypeMismatch value)",static void,NULL
