Sample Number,ClassName,Snippet Number,Method,Exist,Description
0,Date,1,Date(long date),False,NULL
0,Date,2,long getTime(),False,NULL
0,Date,3,void setTime(long time),True,Sets an existing Date object using the given milliseconds time value.
0,Date,4,int compareTo(Date anotherDate),False,NULL
0,Date,5,boolean after(Date when),False,NULL
0,Date,6,boolean before(Date when),False,NULL
0,Date,7,int getDate(),False,NULL
0,Date,8,int getDay(),False,NULL
0,Date,9,int getHours(),True,Deprecated.
0,Date,10,int getMinutes(),True,Deprecated.
0,Date,11,int getMonth(),False,NULL
0,Date,12,int getSeconds(),True,Deprecated.
0,Date,13,int getTimezoneOffset(),False,NULL
0,Date,14,int getYear(),False,NULL
0,Date,15,void setDate(int date),False,NULL
0,Date,16,void setHours(int hours),True,Deprecated.
0,Date,17,void setMinutes(int minutes),True,Deprecated.
0,Date,18,void setMonth(int month),False,NULL
0,Date,19,void setSeconds(int seconds),True,Deprecated.
0,Date,20,void setTime(long time),True,Sets an existing Date object using the given milliseconds time value.
0,Date,21,void setYear(int year),False,NULL
0,Date,22,"Date valueOf(int year, int month, int date)",False,NULL
0,Date,23,"Date valueOf(int year, int month, int date, int hours, int minutes)",False,NULL
0,Date,24,"Date valueOf(int year, int month, int date, int hours, int minutes, int seconds)",False,NULL
0,Date,25,"Date valueOf(int year, int month, int date, int hours, int minutes, int seconds, int timezoneOffset)",False,NULL
1,DriverManager,1,"DriverManager.getConnection(String url, String user, String password)",False,NULL
1,DriverManager,2,DriverManager.getDrivers(),False,NULL
1,DriverManager,3,DriverManager.getDriver(String url),False,NULL
1,DriverManager,4,DriverManager.registerDriver(Driver driver),False,NULL
1,DriverManager,5,DriverManager.unregisterDriver(Driver driver),False,NULL
2,DriverPropertyInfo,1,"DriverPropertyInfo[] getPropertyInfo(String url, Properties info)",False,NULL
2,DriverPropertyInfo,2,"Connection getConnection(String url, Properties info)",False,NULL
2,DriverPropertyInfo,3,"Connection getConnection(String url, String user, String password)",False,NULL
2,DriverPropertyInfo,4,boolean jdbcCompliant(),False,NULL
2,DriverPropertyInfo,5,void setLogWriter(PrintWriter out),False,NULL
2,DriverPropertyInfo,6,PrintWriter getLogWriter(),False,NULL
2,DriverPropertyInfo,7,void setLoginTimeout(int seconds),False,NULL
2,DriverPropertyInfo,8,int getLoginTimeout(),False,NULL
2,DriverPropertyInfo,9,boolean acceptsURL(String url),False,NULL
3,SQLPermission,1,SQLPermission(String name),False,NULL
3,SQLPermission,2,"SQLPermission(String name, String actions)",False,NULL
3,SQLPermission,3,String getActions(),False,NULL
3,SQLPermission,4,String getName(),False,NULL
3,SQLPermission,5,boolean implies(Permission p),False,NULL
4,Time,1,Time(long time),False,NULL
4,Time,2,long getTime(),False,NULL
4,Time,3,int getHours(),False,NULL
4,Time,4,int getMinutes(),False,NULL
4,Time,5,int getSeconds(),False,NULL
4,Time,6,int getTimezoneOffset(),False,NULL
4,Time,7,int hashCode(),False,NULL
4,Time,8,void setHours(int hours),False,NULL
4,Time,9,void setMinutes(int minutes),False,NULL
4,Time,10,void setSeconds(int seconds),False,NULL
4,Time,11,void setTime(long time),True,Sets a Time object using a milliseconds time value.
4,Time,12,String toString(),True,Formats a time in JDBC time escape format.
4,Time,13,int compareTo(Time time),False,NULL
4,Time,14,boolean equals(Object obj),False,NULL
4,Time,15,int compareTo(Object obj),False,NULL
4,Time,16,int compareTo(Time time),False,NULL
4,Time,17,int compareTo(Object obj),False,NULL
4,Time,18,int compareTo(Time time),False,NULL
4,Time,19,int compareTo(Object obj),False,NULL
4,Time,20,int compareTo(Time time),False,NULL
5,Timestamp,1,Timestamp(long date),False,NULL
5,Timestamp,2,long getTime(),True,"Returns the number of milliseconds since January 1, 1970, 00:00:00 GMT represented by this Timestamp object."
5,Timestamp,3,int compareTo(Timestamp anotherTimestamp),True,Compares this Timestamp object to the given Timestamp object.
5,Timestamp,4,int compareTo(Object obj),False,NULL
5,Timestamp,5,boolean equals(Object obj),True,Tests to see if this Timestamp object is equal to the given object.
5,Timestamp,6,int hashCode(),True,Returns a hash code value for this object.
5,Timestamp,7,String toString(),True,Formats a timestamp in JDBC timestamp escape format.
5,Timestamp,8,void setTime(long time),True,"Sets this Timestamp object to represent a point in time that is time milliseconds after January 1, 1970 00:00:00 GMT."
5,Timestamp,9,long getTime(),True,"Returns the number of milliseconds since January 1, 1970, 00:00:00 GMT represented by this Timestamp object."
5,Timestamp,10,Timestamp(long date),False,NULL
6,Types,1,int CHAR,False,NULL
6,Types,2,int VARCHAR,False,NULL
6,Types,3,int LONGVARCHAR,False,NULL
6,Types,4,int NUMERIC,False,NULL
6,Types,5,int DECIMAL,False,NULL
6,Types,6,int BIT,False,NULL
6,Types,7,int TINYINT,False,NULL
