ClassName,Method,Return Type,Description
Files,"copy(InputStream in, Path target, CopyOption... options)",static long,Copies all bytes from an input stream to a file.
Files,"copy(Path source, OutputStream out)",static long,Copies all bytes from a file to an output stream.
Files,"copy(Path source, Path target, CopyOption... options)",static Path,Copy a file to a target file.
Files,"createDirectories(Path dir, FileAttribute<?>... attrs)",static Path,Creates a directory by creating all nonexistent parent directories first.
Files,"createDirectory(Path dir, FileAttribute<?>... attrs)",static Path,Creates a new directory.
Files,"createFile(Path path, FileAttribute<?>... attrs)",static Path,"Creates a new and empty file, failing if the file already exists."
Files,"createLink(Path link, Path existing)",static Path,Creates a new link (directory entry) for an existing file (optional operation).
Files,"createSymbolicLink(Path link, Path target, FileAttribute<?>... attrs)",static Path,Creates a symbolic link to a target (optional operation).
Files,"createTempDirectory(Path dir, String prefix, FileAttribute<?>... attrs)",static Path,"Creates a new directory in the specified directory, using the given prefix to generate its name."
Files,"createTempDirectory(String prefix, FileAttribute<?>... attrs)",static Path,"Creates a new directory in the default temporary-file directory, using the given prefix to generate its name."
Files,"createTempFile(Path dir, String prefix, String suffix, FileAttribute<?>... attrs)",static Path,"Creates a new empty file in the specified directory, using the given prefix and suffix strings to generate its name."
Files,"createTempFile(String prefix, String suffix, FileAttribute<?>... attrs)",static Path,"Creates an empty file in the default temporary-file directory, using the given prefix and suffix to generate its name."
Files,delete(Path path),static void,Deletes a file.
Files,deleteIfExists(Path path),static boolean,Deletes a file if it exists.
Files,"exists(Path path, LinkOption... options)",static boolean,Tests whether a file exists.
Files,"find(Path start, int maxDepth, BiPredicate<Path,BasicFileAttributes> matcher, FileVisitOption... options)",static Stream<Path>,Return a Stream that is lazily populated with Path by searching for files in a file tree rooted at a given starting file.
Files,"getAttribute(Path path, String attribute, LinkOption... options)",static Object,Reads the value of a file attribute.
Files,"getFileAttributeView(Path path, Class<V> type, LinkOption... options)",static <V extends FileAttributeView>V,Returns a file attribute view of a given type.
Files,getFileStore(Path path),static FileStore,Returns the FileStore representing the file store where a file is located.
Files,"getLastModifiedTime(Path path, LinkOption... options)",static FileTime,Returns a file's last modified time.
Files,"getOwner(Path path, LinkOption... options)",static UserPrincipal,Returns the owner of a file.
Files,"getPosixFilePermissions(Path path, LinkOption... options)",static Set<PosixFilePermission>,Returns a file's POSIX file permissions.
Files,"isDirectory(Path path, LinkOption... options)",static boolean,Tests whether a file is a directory.
Files,isExecutable(Path path),static boolean,Tests whether a file is executable.
Files,isHidden(Path path),static boolean,Tells whether or not a file is considered hidden.
Files,isReadable(Path path),static boolean,Tests whether a file is readable.
Files,"isRegularFile(Path path, LinkOption... options)",static boolean,Tests whether a file is a regular file with opaque content.
Files,"isSameFile(Path path, Path path2)",static boolean,Tests if two paths locate the same file.
Files,isSymbolicLink(Path path),static boolean,Tests whether a file is a symbolic link.
Files,isWritable(Path path),static boolean,Tests whether a file is writable.
Files,lines(Path path),static Stream<String>,Read all lines from a file as a Stream.
Files,"lines(Path path, Charset cs)",static Stream<String>,Read all lines from a file as a Stream.
Files,list(Path dir),static Stream<Path>,"Return a lazily populated Stream, the elements of which are the entries in the directory."
Files,"move(Path source, Path target, CopyOption... options)",static Path,Move or rename a file to a target file.
Files,newBufferedReader(Path path),static BufferedReader,"Opens a file for reading, returning a BufferedReader to read text from the file in an efficient manner."
Files,"newBufferedReader(Path path, Charset cs)",static BufferedReader,"Opens a file for reading, returning a BufferedReader that may be used to read text from the file in an efficient manner."
Files,"newBufferedWriter(Path path, Charset cs, OpenOption... options)",static BufferedWriter,"Opens or creates a file for writing, returning a BufferedWriter that may be used to write text to the file in an efficient manner."
Files,"newBufferedWriter(Path path, OpenOption... options)",static BufferedWriter,"Opens or creates a file for writing, returning a BufferedWriter to write text to the file in an efficient manner."
Files,"newByteChannel(Path path, OpenOption... options)",static SeekableByteChannel,"Opens or creates a file, returning a seekable byte channel to access the file."
Files,"newByteChannel(Path path, Set<? extends OpenOption> options, FileAttribute<?>... attrs)",static SeekableByteChannel,"Opens or creates a file, returning a seekable byte channel to access the file."
Files,newDirectoryStream(Path dir),static DirectoryStream<Path>,"Opens a directory, returning a DirectoryStream to iterate over all entries in the directory."
Files,"newDirectoryStream(Path dir, DirectoryStream.Filter<? super Path> filter)",static DirectoryStream<Path>,"Opens a directory, returning a DirectoryStream to iterate over the entries in the directory."
Files,"newDirectoryStream(Path dir, String glob)",static DirectoryStream<Path>,"Opens a directory, returning a DirectoryStream to iterate over the entries in the directory."
Files,"newInputStream(Path path, OpenOption... options)",static InputStream,"Opens a file, returning an input stream to read from the file."
Files,"newOutputStream(Path path, OpenOption... options)",static OutputStream,"Opens or creates a file, returning an output stream that may be used to write bytes to the file."
Files,"notExists(Path path, LinkOption... options)",static boolean,Tests whether the file located by this path does not exist.
Files,probeContentType(Path path),static String,Probes the content type of a file.
Files,readAllBytes(Path path),static byte[],Reads all the bytes from a file.
Files,readAllLines(Path path),static List<String>,Read all lines from a file.
Files,"readAllLines(Path path, Charset cs)",static List<String>,Read all lines from a file.
Files,"readAttributes(Path path, Class<A> type, LinkOption... options)",static <A extends BasicFileAttributes>A,Reads a file's attributes as a bulk operation.
Files,"readAttributes(Path path, String attributes, LinkOption... options)","static Map<String,Object>",Reads a set of file attributes as a bulk operation.
Files,readSymbolicLink(Path link),static Path,Reads the target of a symbolic link (optional operation).
Files,"setAttribute(Path path, String attribute, Object value, LinkOption... options)",static Path,Sets the value of a file attribute.
Files,"setLastModifiedTime(Path path, FileTime time)",static Path,Updates a file's last modified time attribute.
Files,"setOwner(Path path, UserPrincipal owner)",static Path,Updates the file owner.
Files,"setPosixFilePermissions(Path path, Set<PosixFilePermission> perms)",static Path,Sets a file's POSIX permissions.
Files,size(Path path),static long,Returns the size of a file (in bytes).
Files,"walk(Path start, FileVisitOption... options)",static Stream<Path>,Return a Stream that is lazily populated with Path by walking the file tree rooted at a given starting file.
Files,"walk(Path start, int maxDepth, FileVisitOption... options)",static Stream<Path>,Return a Stream that is lazily populated with Path by walking the file tree rooted at a given starting file.
Files,"walkFileTree(Path start, FileVisitor<? super Path> visitor)",static Path,Walks a file tree.
Files,"walkFileTree(Path start, Set<FileVisitOption> options, int maxDepth, FileVisitor<? super Path> visitor)",static Path,Walks a file tree.
Files,"write(Path path, byte[] bytes, OpenOption... options)",static Path,Writes bytes to a file.
Files,"write(Path path, Iterable<? extends CharSequence> lines, Charset cs, OpenOption... options)",static Path,Write lines of text to a file.
Files,"write(Path path, Iterable<? extends CharSequence> lines, OpenOption... options)",static Path,Write lines of text to a file.
FileStore,getAttribute(String attribute),abstract Object,Reads the value of a file store attribute.
FileStore,getFileStoreAttributeView(Class<V> type),abstract <V extends FileStoreAttributeView>V,Returns a FileStoreAttributeView of the given type.
FileStore,getTotalSpace(),abstract long,"Returns the size, in bytes, of the file store."
FileStore,getUnallocatedSpace(),abstract long,Returns the number of unallocated bytes in the file store.
FileStore,getUsableSpace(),abstract long,Returns the number of bytes available to this Java virtual machine on the file store.
FileStore,isReadOnly(),abstract boolean,Tells whether this file store is read-only.
FileStore,name(),abstract String,Returns the name of this file store.
FileStore,supportsFileAttributeView(Class<? extends FileAttributeView> type),abstract boolean,Tells whether or not this file store supports the file attributes identified by the given file attribute view.
FileStore,supportsFileAttributeView(String name),abstract boolean,Tells whether or not this file store supports the file attributes identified by the given file attribute view.
FileStore,type(),abstract String,Returns the type of this file store.
FileSystem,close(),abstract void,Closes this file system.
FileSystem,getFileStores(),abstract Iterable<FileStore>,Returns an object to iterate over the underlying file stores.
FileSystem,"getPath(String first, String... more)",abstract Path,"Converts a path string, or a sequence of strings that when joined form a path string, to a Path."
FileSystem,getPathMatcher(String syntaxAndPattern),abstract PathMatcher,Returns a PathMatcher that performs match operations on the String representation of Path objects by interpreting a given pattern.
FileSystem,getRootDirectories(),abstract Iterable<Path>,Returns an object to iterate over the paths of the root directories.
FileSystem,getSeparator(),abstract String,"Returns the name separator, represented as a string."
FileSystem,getUserPrincipalLookupService(),abstract UserPrincipalLookupService,Returns the UserPrincipalLookupService for this file system (optional operation).
FileSystem,isOpen(),abstract boolean,Tells whether or not this file system is open.
FileSystem,isReadOnly(),abstract boolean,Tells whether or not this file system allows only read-only access to its file stores.
FileSystem,newWatchService(),abstract WatchService,Constructs a new WatchService (optional operation).
FileSystem,provider(),abstract FileSystemProvider,Returns the provider that created this file system.
FileSystem,supportedFileAttributeViews(),abstract Set<String>,Returns the set of the names of the file attribute views supported by this FileSystem.
FileSystems,getDefault(),static FileSystem,Returns the default FileSystem.
FileSystems,getFileSystem(URI uri),static FileSystem,Returns a reference to an existing FileSystem.
FileSystems,"newFileSystem(Path path, ClassLoader loader)",static FileSystem,Constructs a new FileSystem to access the contents of a file as a file system.
FileSystems,"newFileSystem(URI uri, Map<String,?> env)",static FileSystem,Constructs a new file system that is identified by a URI
FileSystems,"newFileSystem(URI uri, Map<String,?> env, ClassLoader loader)",static FileSystem,Constructs a new file system that is identified by a URI
Paths,"get(String first, String... more)",static Path,"Converts a path string, or a sequence of strings that when joined form a path string, to a Path."
Paths,get(URI uri),static Path,Converts the given URI to a Path object.
SimpleFileVisitor,"postVisitDirectory(T dir, IOException exc)",FileVisitResult,"Invoked for a directory after entries in the directory, and all of their descendants, have been visited."
SimpleFileVisitor,"preVisitDirectory(T dir, BasicFileAttributes attrs)",FileVisitResult,Invoked for a directory before entries in the directory are visited.
SimpleFileVisitor,"visitFile(T file, BasicFileAttributes attrs)",FileVisitResult,Invoked for a file in a directory.
SimpleFileVisitor,"visitFileFailed(T file, IOException exc)",FileVisitResult,Invoked for a file that could not be visited.
