Sample Number,ClassName,Snippet Number,Method,Exist
0,AbstractDocument,1,void setDocumentFilter(DocumentFilter filter),True
0,AbstractDocument,2,int getLength(),True
0,AbstractDocument,3,Element getDefaultRootElement(),True
0,AbstractDocument,4,"void insertString(int offset, String str, AttributeSet a)",True
0,AbstractDocument,5,"void remove(int offs, int len)",True
1,AbstractDocument.ElementEdit,1,int getElementIndex(Element elem),False
1,AbstractDocument.ElementEdit,2,Element element(int index),False
1,AbstractDocument.ElementEdit,3,boolean removeElement(Element elem),False
1,AbstractDocument.ElementEdit,4,int getElementCount(),False
1,AbstractDocument.ElementEdit,5,Element getParentElement(Element elem),False
2,AbstractWriter,1,"void write(char[] cbuf, int off, int len)",True
2,AbstractWriter,2,void write(int c),False
2,AbstractWriter,3,void flush(),False
2,AbstractWriter,4,void close(),False
2,AbstractWriter,5,"void write(String str, int off, int len)",False
3,AsyncBoxView,1,View getLogicalView(),False
3,AsyncBoxView,2,int getAxis(),False
3,AsyncBoxView,3,"int flow(int axis, int pos, int len, int start, Position.Bias bias)",False
3,AsyncBoxView,4,float getPreferredSpan(int axis),True
3,AsyncBoxView,5,float getMinimumSpan(int axis),True
4,BoxView,1,float getWidth(),False
4,BoxView,2,float getHeight(),False
4,BoxView,3,View getView(int n),False
4,BoxView,4,"Shape getChildAllocation(int index, Shape a)",True
4,BoxView,5,"void layout(int width, int height)",True
6,CompositeView,1,View getChild(int index),False
6,CompositeView,2,"int getViewIndex(int position, Position.Bias bias)",True
6,CompositeView,3,"Shape getChildAllocation(int index, Shape a)",True
6,CompositeView,4,"View getViewAtPoint(int x, int y, Rectangle a)",True
6,CompositeView,5,"int getNextVisualPositionFrom(int pos, Position.Bias b, Shape a, int direction, Position.Bias[] biasRet)",True
7,DateFormatter,1,String valueToString(Object value),False
7,DateFormatter,2,Object stringToValue(String text),False
7,DateFormatter,3,void setFormat(Format format),False
7,DateFormatter,4,AbstractFormatter getDocumentFilter(),False
7,DateFormatter,5,void setAllowsInvalid(boolean allowsInvalid),False
8,DefaultCaret,1,void setUpdatePolicy(int policy),True
8,DefaultCaret,2,int getUpdatePolicy(),True
8,DefaultCaret,3,boolean isSelectionVisible(),True
8,DefaultCaret,4,void setSelectionVisible(boolean e),True
8,DefaultCaret,5,void setVisible(boolean e),True
9,DefaultEditorKit,1,void cut(),False
9,DefaultEditorKit,2,void copy(),False
9,DefaultEditorKit,3,void paste(),False
9,DefaultEditorKit,4,void selectAll(),False
9,DefaultEditorKit,5,"void write(Writer out, Document doc, int pos, int len)",True
10,DefaultEditorKit.BeepAction,1,void actionPerformed(ActionEvent e),True
10,DefaultEditorKit.BeepAction,2,String toString(),False
10,DefaultEditorKit.BeepAction,3,Object clone(),False
10,DefaultEditorKit.BeepAction,4,void setLookAndFeel(String lnfName),False
10,DefaultEditorKit.BeepAction,5,void beep(),False
11,DefaultEditorKit.CopyAction,1,void actionPerformed(ActionEvent e),True
11,DefaultEditorKit.CopyAction,2,void copy(),False
11,DefaultEditorKit.CopyAction,3,void cut(),False
11,DefaultEditorKit.CopyAction,4,void paste(),False
11,DefaultEditorKit.CopyAction,5,TextAction(TextAction.Command command),False
12,DefaultEditorKit.CutAction,1,void actionPerformed(ActionEvent e),True
12,DefaultEditorKit.CutAction,2,void cut(JTextComponent c),False
12,DefaultEditorKit.CutAction,3,boolean isEnabled(),False
12,DefaultEditorKit.CutAction,4,"void actionPerformed(ActionEvent e, JTextComponent c)",False
12,DefaultEditorKit.CutAction,5,void setEnabled(boolean b),False
13,DefaultEditorKit.DefaultKeyTypedAction,1,void keyTyped(KeyEvent e),False
13,DefaultEditorKit.DefaultKeyTypedAction,2,void actionPerformed(ActionEvent e),True
13,DefaultEditorKit.DefaultKeyTypedAction,3,void keyReleased(KeyEvent e),False
13,DefaultEditorKit.DefaultKeyTypedAction,4,void install(JTextComponent c),False
13,DefaultEditorKit.DefaultKeyTypedAction,5,void deinstall(JTextComponent c),False
14,DefaultEditorKit.InsertBreakAction,1,void actionPerformed(ActionEvent e),True
14,DefaultEditorKit.InsertBreakAction,2,boolean isEnabled(),False
14,DefaultEditorKit.InsertBreakAction,3,String toString(),False
14,DefaultEditorKit.InsertBreakAction,4,boolean equals(Object o),False
14,DefaultEditorKit.InsertBreakAction,5,Object clone(),False
15,DefaultEditorKit.InsertContentAction,1,void actionPerformed(ActionEvent e),True
15,DefaultEditorKit.InsertContentAction,2,boolean isEnabled(),False
15,DefaultEditorKit.InsertContentAction,3,String getDescription(),False
15,DefaultEditorKit.InsertContentAction,4,void undo(),False
15,DefaultEditorKit.InsertContentAction,5,void redo(),False
16,DefaultEditorKit.InsertTabAction,1,void actionPerformed(ActionEvent e),True
