Sample Number,ClassName,Snippet Number,Method,Exist,Description
0,Adler32,1,long getValue(),True,Returns the checksum value.
0,Adler32,2,void reset(),True,Resets the checksum to initial value.
0,Adler32,3,void update(int b),True,Updates the checksum with the specified byte (the low eight bits of the argument b).
0,Adler32,4,"void update(byte[] b, int off, int len)",True,Updates the checksum with the specified array of bytes.
0,Adler32,5,void update(byte[] b),True,Updates the checksum with the specified array of bytes.
1,CheckedInputStream,1,"CheckedInputStream(InputStream in, Checksum ck)",False,NULL
1,CheckedInputStream,2,int read(),True,Reads a byte.
1,CheckedInputStream,3,int read(byte[] b),False,NULL
1,CheckedInputStream,4,"int read(byte[] b, int off, int len)",True,Reads into an array of bytes.
1,CheckedInputStream,5,long skip(long n),True,Skips specified number of bytes of input.
2,CheckedOutputStream,1,"CheckedOutputStream(OutputStream out, Checksum ck)",False,NULL
2,CheckedOutputStream,2,void write(int b),True,Writes a byte.
2,CheckedOutputStream,3,void write(byte[] b),False,NULL
2,CheckedOutputStream,4,"void write(byte[] b, int off, int len)",True,Writes an array of bytes.
2,CheckedOutputStream,5,void flush(),False,NULL
3,CRC32,1,void update(int b),True,Updates the CRC-32 checksum with the specified byte (the low eight bits of the argument b).
3,CRC32,2,"void update(byte[] b, int off, int len)",True,Updates the CRC-32 checksum with the specified array of bytes.
3,CRC32,3,void reset(),True,Resets CRC-32 to initial value.
3,CRC32,4,long getValue(),True,Returns CRC-32 value.
3,CRC32,5,String toString(),False,NULL
4,Deflater,1,void setInput(byte[] input),True,Sets input data for compression.
4,Deflater,2,"void setInput(byte[] input, int offset, int count)",True,Sets input data for compression.
4,Deflater,3,int deflate(byte[] output),True,Compresses the input data and fills specified buffer with compressed data.
4,Deflater,4,"int deflate(byte[] output, int offset, int count)",True,Compresses the input data and fills specified buffer with compressed data.
4,Deflater,5,void end(),True,Closes the compressor and discards any unprocessed input.
5,DeflaterInputStream,1,DeflaterInputStream(InputStream in),False,NULL
5,DeflaterInputStream,2,"void setInput(byte[] input, int offset, int len)",False,NULL
5,DeflaterInputStream,3,"int read(byte[] b, int off, int len)",True,Reads compressed data into a byte array.
5,DeflaterInputStream,4,void end(),False,NULL
5,DeflaterInputStream,5,void reset(),True,This operation is not supported.
6,DeflaterOutputStream,1,DeflaterOutputStream(OutputStream out),False,NULL
6,DeflaterOutputStream,2,void write(int b) throws IOException,True,Writes a byte to the compressed output stream.
6,DeflaterOutputStream,3,"void write(byte[] b, int off, int len) throws IOException",True,Writes an array of bytes to the compressed output stream.
6,DeflaterOutputStream,4,void finish() throws IOException,True,Finishes writing compressed data to the output stream without closing the underlying stream.
6,DeflaterOutputStream,5,void close() throws IOException,True,Writes remaining compressed data to the output stream and closes the underlying stream.
7,GZIPInputStream,1,GZIPInputStream(InputStream in),False,NULL
7,GZIPInputStream,2,int read(),False,NULL
7,GZIPInputStream,3,int read(byte[] b),False,NULL
7,GZIPInputStream,4,"int read(byte[] b, int off, int len)",True,Reads uncompressed data into an array of bytes.
7,GZIPInputStream,5,void close(),True,Closes this input stream and releases any system resources associated with the stream.
8,GZIPOutputStream,1,GZIPOutputStream(OutputStream out),False,NULL
8,GZIPOutputStream,2,void write(int b),False,NULL
8,GZIPOutputStream,3,void write(byte[] b),False,NULL
