ClassName,Method,Return Type,Description
DefaultMetalTheme,getControlTextFont(),FontUIResource,Returns the control text font.
DefaultMetalTheme,getMenuTextFont(),FontUIResource,Returns the menu text font.
DefaultMetalTheme,getName(),String,Returns the name of this theme.
DefaultMetalTheme,getPrimary1(),protected ColorUIResource,Returns the primary 1 color.
DefaultMetalTheme,getPrimary2(),protected ColorUIResource,Returns the primary 2 color.
DefaultMetalTheme,getPrimary3(),protected ColorUIResource,Returns the primary 3 color.
DefaultMetalTheme,getSecondary1(),protected ColorUIResource,Returns the secondary 1 color.
DefaultMetalTheme,getSecondary2(),protected ColorUIResource,Returns the secondary 2 color.
DefaultMetalTheme,getSecondary3(),protected ColorUIResource,Returns the secondary 3 color.
DefaultMetalTheme,getSubTextFont(),FontUIResource,Returns the sub-text font.
DefaultMetalTheme,getSystemTextFont(),FontUIResource,Returns the system text font.
DefaultMetalTheme,getUserTextFont(),FontUIResource,Returns the user text font.
DefaultMetalTheme,getWindowTitleFont(),FontUIResource,Returns the window title font.
MetalBorders,getButtonBorder(),static Border,Returns a border instance for a JButton
MetalBorders,getDesktopIconBorder(),static Border,Returns a border instance for a Desktop Icon
MetalBorders,getTextBorder(),static Border,Returns a border instance for a text component
MetalBorders,getTextFieldBorder(),static Border,Returns a border instance for a JTextField
MetalBorders,getToggleButtonBorder(),static Border,Returns a border instance for a JToggleButton
MetalBorders.ButtonBorder,"getBorderInsets(Component c, Insets newInsets)",Insets,Reinitializes the insets parameter with this Border's current Insets.
MetalBorders.ButtonBorder,"paintBorder(Component c, Graphics g, int x, int y, int w, int h)",void,This default implementation does no painting.
MetalBorders.Flush3DBorder,"getBorderInsets(Component c, Insets newInsets)",Insets,Reinitializes the insets parameter with this Border's current Insets.
MetalBorders.Flush3DBorder,"paintBorder(Component c, Graphics g, int x, int y, int w, int h)",void,This default implementation does no painting.
MetalBorders.InternalFrameBorder,"getBorderInsets(Component c, Insets newInsets)",Insets,Reinitializes the insets parameter with this Border's current Insets.
MetalBorders.InternalFrameBorder,"paintBorder(Component c, Graphics g, int x, int y, int w, int h)",void,This default implementation does no painting.
MetalBorders.MenuBarBorder,"getBorderInsets(Component c, Insets newInsets)",Insets,Reinitializes the insets parameter with this Border's current Insets.
MetalBorders.MenuBarBorder,"paintBorder(Component c, Graphics g, int x, int y, int w, int h)",void,This default implementation does no painting.
MetalBorders.MenuItemBorder,"getBorderInsets(Component c, Insets newInsets)",Insets,Reinitializes the insets parameter with this Border's current Insets.
MetalBorders.MenuItemBorder,"paintBorder(Component c, Graphics g, int x, int y, int w, int h)",void,This default implementation does no painting.
MetalBorders.OptionDialogBorder,"getBorderInsets(Component c, Insets newInsets)",Insets,Reinitializes the insets parameter with this Border's current Insets.
MetalBorders.OptionDialogBorder,"paintBorder(Component c, Graphics g, int x, int y, int w, int h)",void,This default implementation does no painting.
MetalBorders.PaletteBorder,"getBorderInsets(Component c, Insets newInsets)",Insets,Reinitializes the insets parameter with this Border's current Insets.
MetalBorders.PaletteBorder,"paintBorder(Component c, Graphics g, int x, int y, int w, int h)",void,This default implementation does no painting.
MetalBorders.PopupMenuBorder,"getBorderInsets(Component c, Insets newInsets)",Insets,Reinitializes the insets parameter with this Border's current Insets.
MetalBorders.PopupMenuBorder,"paintBorder(Component c, Graphics g, int x, int y, int w, int h)",void,This default implementation does no painting.
MetalBorders.RolloverButtonBorder,"paintBorder(Component c, Graphics g, int x, int y, int w, int h)",void,This default implementation does no painting.
MetalBorders.ScrollPaneBorder,"getBorderInsets(Component c, Insets insets)",Insets,Reinitializes the insets parameter with this Border's current Insets.
MetalBorders.ScrollPaneBorder,"paintBorder(Component c, Graphics g, int x, int y, int w, int h)",void,This default implementation does no painting.
MetalBorders.TableHeaderBorder,"getBorderInsets(Component c, Insets insets)",Insets,Reinitializes the insets parameter with this Border's current Insets.
MetalBorders.TableHeaderBorder,"paintBorder(Component c, Graphics g, int x, int y, int w, int h)",void,This default implementation does no painting.
MetalBorders.TextFieldBorder,"paintBorder(Component c, Graphics g, int x, int y, int w, int h)",void,This default implementation does no painting.
MetalBorders.ToggleButtonBorder,"paintBorder(Component c, Graphics g, int x, int y, int w, int h)",void,This default implementation does no painting.
MetalBorders.ToolBarBorder,"getBorderInsets(Component c, Insets newInsets)",Insets,Reinitializes the insets parameter with this Border's current Insets.
MetalBorders.ToolBarBorder,"paintBorder(Component c, Graphics g, int x, int y, int w, int h)",void,This default implementation does no painting.
MetalButtonUI,createButtonListener(AbstractButton b),protected BasicButtonListener,NULL
MetalButtonUI,createUI(JComponent c),static ComponentUI,NULL
MetalButtonUI,getDisabledTextColor(),protected Color,NULL
MetalButtonUI,getFocusColor(),protected Color,NULL
MetalButtonUI,getSelectColor(),protected Color,NULL
MetalButtonUI,installDefaults(AbstractButton b),void,NULL
MetalButtonUI,"paintButtonPressed(Graphics g, AbstractButton b)",protected void,NULL
MetalButtonUI,"paintFocus(Graphics g, AbstractButton b, Rectangle viewRect, Rectangle textRect, Rectangle iconRect)",protected void,NULL
MetalButtonUI,"paintText(Graphics g, JComponent c, Rectangle textRect, String text)",protected void,As of Java 2 platform v 1.4 this method should not be used or overriden.
MetalButtonUI,uninstallDefaults(AbstractButton b),void,NULL
MetalButtonUI,"update(Graphics g, JComponent c)",void,"If necessary paints the background of the component, then invokes paint."
MetalCheckBoxIcon,"drawCheck(Component c, Graphics g, int x, int y)",protected void,NULL
MetalCheckBoxIcon,getControlSize(),protected int,NULL
MetalCheckBoxIcon,getIconHeight(),int,Returns the icon's height.
MetalCheckBoxIcon,getIconWidth(),int,Returns the icon's width.
MetalCheckBoxIcon,"paintIcon(Component c, Graphics g, int x, int y)",void,Draw the icon at the specified location.
MetalCheckBoxUI,createUI(JComponent b),static ComponentUI,NULL
MetalCheckBoxUI,getPropertyPrefix(),String,NULL
MetalCheckBoxUI,installDefaults(AbstractButton b),void,NULL
MetalCheckBoxUI,uninstallDefaults(AbstractButton b),protected void,NULL
MetalComboBoxButton,getComboBox(),JComboBox,NULL
MetalComboBoxButton,getComboIcon(),Icon,NULL
MetalComboBoxButton,getMinimumSize(),Dimension,If the minimum size has been set to a non-null value just returns it.
MetalComboBoxButton,isFocusTraversable(),boolean,Returns whether this Component can become the focus owner.
MetalComboBoxButton,isIconOnly(),boolean,NULL
MetalComboBoxButton,paintComponent(Graphics g),void,"Calls the UI delegate's paint method, if the UI delegate is non-null."
MetalComboBoxButton,setComboBox(JComboBox cb),void,NULL
MetalComboBoxButton,setComboIcon(Icon i),void,NULL
MetalComboBoxButton,setEnabled(boolean enabled),void,Enables (or disables) the button.
MetalComboBoxButton,setIconOnly(boolean isIconOnly),void,NULL
MetalComboBoxIcon,getIconHeight(),int,Created a stub to satisfy the interface.
MetalComboBoxIcon,getIconWidth(),int,Created a stub to satisfy the interface.
MetalComboBoxIcon,"paintIcon(Component c, Graphics g, int x, int y)",void,Paints the horizontal bars for the
MetalComboBoxUI,configureEditor(),void,This protected method is implementation specific and should be private.
MetalComboBoxUI,createArrowButton(),protected JButton,Creates a button which will be used as the control to show or hide the popup portion of the combo box.
MetalComboBoxUI,createEditor(),protected ComboBoxEditor,Creates the default editor that will be used in editable combo boxes.
MetalComboBoxUI,createLayoutManager(),protected LayoutManager,Creates a layout manager for managing the components which make up the combo box.
MetalComboBoxUI,createPopup(),protected ComboPopup,Creates the popup portion of the combo box.
MetalComboBoxUI,createPropertyChangeListener(),PropertyChangeListener,Creates a PropertyChangeListener which will be added to the combo box.
MetalComboBoxUI,createUI(JComponent c),static ComponentUI,NULL
MetalComboBoxUI,editablePropertyChanged(PropertyChangeEvent e),protected void,Deprecated. As of Java 2 platform v1.4.
MetalComboBoxUI,"getBaseline(JComponent c, int width, int height)",int,Returns the baseline.
MetalComboBoxUI,getMinimumSize(JComponent c),Dimension,The minimum size is the size of the display area plus insets plus the button.
MetalComboBoxUI,"layoutComboBox(Container parent, MetalComboBoxUI.MetalComboBoxLayoutManager manager)",void,NULL
MetalComboBoxUI,"paint(Graphics g, JComponent c)",void,Paints the specified component appropriately for the look and feel.
MetalComboBoxUI,"paintCurrentValue(Graphics g, Rectangle bounds, boolean hasFocus)",void,If necessary paints the currently selected item.
MetalComboBoxUI,"paintCurrentValueBackground(Graphics g, Rectangle bounds, boolean hasFocus)",void,If necessary paints the background of the currently selected item.
MetalComboBoxUI,removeListeners(),protected void,Deprecated. As of Java 2 platform v1.4.
MetalComboBoxUI,unconfigureEditor(),void,This protected method is implementation specific and should be private.
MetalDesktopIconUI,createUI(JComponent c),static ComponentUI,NULL
MetalDesktopIconUI,getMaximumSize(JComponent c),Dimension,Desktop icons can not be resized.
MetalDesktopIconUI,getMinimumSize(JComponent c),Dimension,Returns the specified component's minimum size appropriate for the look and feel.
MetalDesktopIconUI,getPreferredSize(JComponent c),Dimension,Returns the specified component's preferred size appropriate for the look and feel.
MetalDesktopIconUI,installComponents(),protected void,NULL
