ClassName,Method,Return Type,Description,Full Description
Adler32,getValue(),long,Returns the checksum value.,"

getValue
public long getValue()
Returns the checksum value.

Specified by:
getValue in interface Checksum
Returns:
the current checksum value


"
Adler32,reset(),void,Resets the checksum to initial value.,"

reset
public void reset()
Resets the checksum to initial value.

Specified by:
reset in interface Checksum


"
Adler32,update(byte[] b),void,Updates the checksum with the specified array of bytes.,"

update
public void update(byte[] b)
Updates the checksum with the specified array of bytes.

Parameters:
b - the byte array to update the checksum with


"
Adler32,"update(byte[] b, int off, int len)",void,Updates the checksum with the specified array of bytes.,"

update
public void update(byte[] b,
                   int off,
                   int len)
Updates the checksum with the specified array of bytes.

Specified by:
update in interface Checksum
Parameters:
b - the byte array to update the checksum with
off - the start offset of the data
len - the number of bytes to use for the update
Throws:
ArrayIndexOutOfBoundsException - if off is negative, or len is negative,
          or off+len is greater than the length of the
          array b


"
Adler32,update(ByteBuffer buffer),void,Updates the checksum with the bytes from the specified buffer.,"

update
public void update(ByteBuffer buffer)
Updates the checksum with the bytes from the specified buffer.

 The checksum is updated using
 buffer.remaining()
 bytes starting at
 buffer.position()
 Upon return, the buffer's position will be updated to its
 limit; its limit will not have been changed.

Parameters:
buffer - the ByteBuffer to update the checksum with
Since:
1.8


"
Adler32,update(int b),void,Updates the checksum with the specified byte (the low eight bits of the argument b).,"

update
public void update(int b)
Updates the checksum with the specified byte (the low eight
 bits of the argument b).

Specified by:
update in interface Checksum
Parameters:
b - the byte to update the checksum with


"
CheckedInputStream,getChecksum(),Checksum,Returns the Checksum for this input stream.,"

getChecksum
public Checksum getChecksum()
Returns the Checksum for this input stream.

Returns:
the Checksum value


"
CheckedInputStream,read(),int,Reads a byte.,"

read
public int read()
         throws IOException
Reads a byte. Will block if no input is available.

Overrides:
read in class FilterInputStream
Returns:
the byte read, or -1 if the end of the stream is reached.
Throws:
IOException - if an I/O error has occurred
See Also:
FilterInputStream.in


"
CheckedInputStream,"read(byte[] buf, int off, int len)",int,Reads into an array of bytes.,"

read
public int read(byte[] buf,
                int off,
                int len)
         throws IOException
Reads into an array of bytes. If len is not zero, the method
 blocks until some input is available; otherwise, no
 bytes are read and 0 is returned.

Overrides:
read in class FilterInputStream
Parameters:
buf - the buffer into which the data is read
off - the start offset in the destination array b
len - the maximum number of bytes read
Returns:
the actual number of bytes read, or -1 if the end
            of the stream is reached.
Throws:
NullPointerException - If buf is null.
IndexOutOfBoundsException - If off is negative,
 len is negative, or len is greater than
 buf.length - off
IOException - if an I/O error has occurred
See Also:
FilterInputStream.in


"
CheckedInputStream,skip(long n),long,Skips specified number of bytes of input.,"

skip
public long skip(long n)
          throws IOException
Skips specified number of bytes of input.

Overrides:
skip in class FilterInputStream
Parameters:
n - the number of bytes to skip
Returns:
the actual number of bytes skipped
Throws:
IOException - if an I/O error has occurred


"
CheckedOutputStream,getChecksum(),Checksum,Returns the Checksum for this output stream.,"

getChecksum
public Checksum getChecksum()
Returns the Checksum for this output stream.

Returns:
the Checksum


"
CheckedOutputStream,"write(byte[] b, int off, int len)",void,Writes an array of bytes.,"

write
public void write(byte[] b,
                  int off,
                  int len)
           throws IOException
Writes an array of bytes. Will block until the bytes are
 actually written.

Overrides:
write in class FilterOutputStream
Parameters:
b - the data to be written
off - the start offset of the data
len - the number of bytes to be written
Throws:
IOException - if an I/O error has occurred
See Also:
FilterOutputStream.write(int)


"
CheckedOutputStream,write(int b),void,Writes a byte.,"

write
public void write(int b)
           throws IOException
Writes a byte. Will block until the byte is actually written.

Overrides:
write in class FilterOutputStream
Parameters:
b - the byte to be written
Throws:
IOException - if an I/O error has occurred


"
CRC32,getValue(),long,Returns CRC-32 value.,"

getValue
public long getValue()
Returns CRC-32 value.

Specified by:
getValue in interface Checksum
Returns:
the current checksum value


"
CRC32,reset(),void,Resets CRC-32 to initial value.,"

reset
public void reset()
Resets CRC-32 to initial value.

Specified by:
reset in interface Checksum


"
CRC32,update(byte[] b),void,Updates the CRC-32 checksum with the specified array of bytes.,"

update
public void update(byte[] b)
Updates the CRC-32 checksum with the specified array of bytes.

Parameters:
b - the array of bytes to update the checksum with


"
CRC32,"update(byte[] b, int off, int len)",void,Updates the CRC-32 checksum with the specified array of bytes.,"

update
public void update(byte[] b,
                   int off,
                   int len)
Updates the CRC-32 checksum with the specified array of bytes.

Specified by:
update in interface Checksum
Parameters:
b - the byte array to update the checksum with
off - the start offset of the data
len - the number of bytes to use for the update
Throws:
ArrayIndexOutOfBoundsException - if off is negative, or len is negative,
          or off+len is greater than the length of the
          array b


"
CRC32,update(ByteBuffer buffer),void,Updates the checksum with the bytes from the specified buffer.,"

update
public void update(ByteBuffer buffer)
Updates the checksum with the bytes from the specified buffer.

 The checksum is updated using
 buffer.remaining()
 bytes starting at
 buffer.position()
 Upon return, the buffer's position will
 be updated to its limit; its limit will not have been changed.

Parameters:
buffer - the ByteBuffer to update the checksum with
Since:
1.8


"
CRC32,update(int b),void,Updates the CRC-32 checksum with the specified byte (the low eight bits of the argument b).,"

update
public void update(int b)
Updates the CRC-32 checksum with the specified byte (the low
 eight bits of the argument b).

Specified by:
update in interface Checksum
Parameters:
b - the byte to update the checksum with


"
Deflater,deflate(byte[] b),int,Compresses the input data and fills specified buffer with compressed data.,"

deflate
public int deflate(byte[] b)
Compresses the input data and fills specified buffer with compressed
 data. Returns actual number of bytes of compressed data. A return value
 of 0 indicates that needsInput should be called
 in order to determine if more input data is required.

 This method uses NO_FLUSH as its compression flush mode.
 An invocation of this method of the form deflater.deflate(b)
 yields the same result as the invocation of
 deflater.deflate(b, 0, b.length, Deflater.NO_FLUSH).

Parameters:
b - the buffer for the compressed data
Returns:
the actual number of bytes of compressed data written to the
         output buffer


"
Deflater,"deflate(byte[] b, int off, int len)",int,Compresses the input data and fills specified buffer with compressed data.,"

deflate
public int deflate(byte[] b,
                   int off,
                   int len)
Compresses the input data and fills specified buffer with compressed
 data. Returns actual number of bytes of compressed data. A return value
 of 0 indicates that needsInput should be called
 in order to determine if more input data is required.

 This method uses NO_FLUSH as its compression flush mode.
 An invocation of this method of the form deflater.deflate(b, off, len)
 yields the same result as the invocation of
 deflater.deflate(b, off, len, Deflater.NO_FLUSH).

Parameters:
b - the buffer for the compressed data
off - the start offset of the data
len - the maximum number of bytes of compressed data
Returns:
the actual number of bytes of compressed data written to the
         output buffer


"
Deflater,"deflate(byte[] b, int off, int len, int flush)",int,Compresses the input data and fills the specified buffer with compressed data.,"

deflate
public int deflate(byte[] b,
                   int off,
                   int len,
                   int flush)
Compresses the input data and fills the specified buffer with compressed
 data. Returns actual number of bytes of data compressed.

 Compression flush mode is one of the following three modes:

 
NO_FLUSH: allows the deflater to decide how much data
 to accumulate, before producing output, in order to achieve the best
 compression (should be used in normal use scenario). A return value
 of 0 in this flush mode indicates that needsInput() should
 be called in order to determine if more input data is required.

 SYNC_FLUSH: all pending output in the deflater is flushed,
 to the specified output buffer, so that an inflater that works on
 compressed data can get all input data available so far (In particular
 the needsInput() returns true after this invocation
 if enough output space is provided). Flushing with SYNC_FLUSH
 may degrade compression for some compression algorithms and so it
 should be used only when necessary.

 FULL_FLUSH: all pending output is flushed out as with
 SYNC_FLUSH. The compression state is reset so that the inflater
 that works on the compressed output data can restart from this point
 if previous compressed data has been damaged or if random access is
 desired. Using FULL_FLUSH too often can seriously degrade
 compression.
 
In the case of FULL_FLUSH or SYNC_FLUSH, if
 the return value is len, the space available in output
 buffer b, this method should be invoked again with the same
 flush parameter and more output space.

Parameters:
b - the buffer for the compressed data
off - the start offset of the data
len - the maximum number of bytes of compressed data
flush - the compression flush mode
Returns:
the actual number of bytes of compressed data written to
         the output buffer
Throws:
IllegalArgumentException - if the flush mode is invalid
Since:
1.7


"
Deflater,end(),void,Closes the compressor and discards any unprocessed input.,"

end
public void end()
Closes the compressor and discards any unprocessed input.
 This method should be called when the compressor is no longer
 being used, but will also be called automatically by the
 finalize() method. Once this method is called, the behavior
 of the Deflater object is undefined.

"
Deflater,finalize(),protected void,Closes the compressor when garbage is collected.,"

finalize
protected void finalize()
Closes the compressor when garbage is collected.

Overrides:
finalize in class Object
See Also:
WeakReference, 
PhantomReference


"
